순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액,,
5075,2016,정부공직자윤리위원회,장준규,국방부,-,채무,"-215,526","-3,971","-174,836","-44,661",,
5076,2016,정부공직자윤리위원회,장준규,국방부,-,총계,"530,057","201,747","98,511","633,293",,
5077,2016,정부공직자윤리위원회,김현집,국방부,-,토지,"84,347","2,184",0,"86,531",,
5078,2016,정부공직자윤리위원회,김현집,국방부,-,건물,"835,000",0,"40,000","795,000",,
5079,2016,정부공직자윤리위원회,김현집,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,600,0,0,600,,
5080,2016,정부공직자윤리위원회,김현집,국방부,-,예금,"354,960","67,959","8,409","414,510",,
5081,2016,정부공직자윤리위원회,김현집,국방부,-,채무,"-219,871","-129,869","-189,871","-159,869",,
5082,2016,정부공직자윤리위원회,김현집,국방부,-,고지거부 및 등록제외사항,0,0,0,0,,
5083,2016,정부공직자윤리위원회,김현집,국방부,-,총계,"1,055,036","-59,726","-141,462","1,136,772",,
5084,2016,정부공직자윤리위원회,박찬주,국방부,-,토지,"11,470",0,150,"11,320",,
5085,2016,정부공직자윤리위원회,박찬주,국방부,-,건물,"819,600","21,000",0,"840,600",,
5086,2016,정부공직자윤리위원회,박찬주,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,700",0,"4,215","8,485",,
5087,2016,정부공직자윤리위원회,박찬주,국방부,-,예금,"231,273","205,379","117,860","318,792",,
5088,2016,정부공직자윤리위원회,박찬주,국방부,-,채권,"150,000",0,0,"150,000",,
5089,2016,정부공직자윤리위원회,박찬주,국방부,-,채무,"-745,489","-30,000","-22,074","-753,415",,
5090,2016,정부공직자윤리위원회,박찬주,국방부,-,총계,"479,554","196,379","100,151","575,782",,
5091,2016,정부공직자윤리위원회,김영식,국방부,-,건물,"394,000","19,000",0,"413,000",,
5092,2016,정부공직자윤리위원회,김영식,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,320",0,320,"5,000",,
5093,2016,정부공직자윤리위원회,김영식,국방부,-,예금,"322,599","69,771","22,700","369,670",,
5094,2016,정부공직자윤리위원회,김영식,국방부,-,유가증권,"7,440",0,"1,120","6,320",,
5095,2016,정부공직자윤리위원회,김영식,국방부,-,채무,"-494,770",0,"-9,734","-485,036",,
5096,2016,정부공직자윤리위원회,김영식,국방부,-,총계,"234,589","88,771","14,406","308,954",,
5097,2016,정부공직자윤리위원회,엄기학,국방부,-,건물,"1,500,000","16,000","500,000","1,016,000",,
5098,2016,정부공직자윤리위원회,엄기학,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,000","22,000","2,500","44,500",,
5099,2016,정부공직자윤리위원회,엄기학,국방부,-,예금,"641,821","562,406","6,680","1,197,547",,
5100,2016,정부공직자윤리위원회,엄기학,국방부,-,채무,"-810,970","-11,100",-920,"-821,150",,
5101,2016,정부공직자윤리위원회,엄기학,국방부,-,고지거부 및 등록제외사항,"44,334",0,"44,334",0,,
5102,2016,정부공직자윤리위원회,엄기학,국방부,-,총계,"1,400,185","589,306","552,594","1,436,897",,
5103,2016,정부공직자윤리위원회,전인범,국방부,-,건물,"1,121,000","389,000","180,000","1,330,000",,
5104,2016,정부공직자윤리위원회,전인범,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"33,600",0,"5,400","28,200",,
5105,2016,정부공직자윤리위원회,전인범,국방부,-,예금,"1,419,536","153,405","228,202","1,344,739",,
5106,2016,정부공직자윤리위원회,전인범,국방부,-,유가증권,220,0,220,0,,
5107,2016,정부공직자윤리위원회,전인범,국방부,-,채권,"150,000",0,"10,000","140,000",,
5108,2016,정부공직자윤리위원회,전인범,국방부,-,채무,"-304,649","-16,804",0,"-321,453",,
5109,2016,정부공직자윤리위원회,전인범,국방부,-,총계,"2,419,707","525,601","423,822","2,521,486",,
5110,2016,정부공직자윤리위원회,김용현,국방부,-,토지,"38,621","3,273",0,"41,894",,
5111,2016,정부공직자윤리위원회,김용현,국방부,-,건물,"12,000","18,000","12,000","18,000",,
5112,2016,정부공직자윤리위원회,김용현,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"37,370",0,"4,660","32,710",,
5113,2016,정부공직자윤리위원회,김용현,국방부,-,현금,"30,000",0,"10,000","20,000",,
5114,2016,정부공직자윤리위원회,김용현,국방부,-,예금,"468,837","208,959","177,378","500,418",,
5115,2016,정부공직자윤리위원회,김용현,국방부,-,채권,0,"30,000",0,"30,000",,
5116,2016,정부공직자윤리위원회,김용현,국방부,-,채무,0,"-26,079",0,"-26,079",,
5117,2016,정부공직자윤리위원회,김용현,국방부,-,총계,"586,828","234,153","204,038","616,943",,
5118,2016,정부공직자윤리위원회,나상웅,국방부,-,토지,"234,763","7,672",0,"242,435",,
5119,2016,정부공직자윤리위원회,나상웅,국방부,-,건물,"235,480","8,800","8,480","235,800",,
5120,2016,정부공직자윤리위원회,나상웅,국방부,-,예금,"247,107","58,667","35,226","270,548",,
5121,2016,정부공직자윤리위원회,나상웅,국방부,-,유가증권,257,628,0,885,,
5122,2016,정부공직자윤리위원회,나상웅,국방부,-,채무,"-57,157","-30,000","-57,157","-30,000",,
5123,2016,정부공직자윤리위원회,나상웅,국방부,-,총계,"660,450","45,767","-13,451","719,668",,
5124,2016,정부공직자윤리위원회,정연봉,국방부,-,토지,"7,580","1,458",0,"9,038",,
5125,2016,정부공직자윤리위원회,정연봉,국방부,-,건물,"276,000","348,000",0,"624,000",,
5126,2016,정부공직자윤리위원회,정연봉,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,750","45,000","1,000","48,750",,
5127,2016,정부공직자윤리위원회,정연봉,국방부,-,예금,"871,419","131,469","169,337","833,551",,
5128,2016,정부공직자윤리위원회,정연봉,국방부,-,유가증권,0,"24,224",0,"24,224",,
5129,2016,정부공직자윤리위원회,정연봉,국방부,-,채권,0,"10,000",0,"10,000",,
5130,2016,정부공직자윤리위원회,정연봉,국방부,-,채무,"-318,024","-166,399","-1,740","-482,683",,
5131,2016,정부공직자윤리위원회,정연봉,국방부,-,총계,"841,725","393,752","168,597","1,066,880",,
5132,2016,정부공직자윤리위원회,정항래,국방부,-,토지,"22,072",744,0,"22,816",,
5133,2016,정부공직자윤리위원회,정항래,국방부,-,건물,"497,600","50,000",0,"547,600",,
5134,2016,정부공직자윤리위원회,정항래,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,000",0,0,"8,000",,
5135,2016,정부공직자윤리위원회,정항래,국방부,-,예금,"175,449","45,652","8,583","212,518",,
5136,2016,정부공직자윤리위원회,정항래,국방부,-,채권,"60,000",0,"35,000","25,000",,
5137,2016,정부공직자윤리위원회,정항래,국방부,-,채무,"-293,070","-44,097","-26,588","-310,579",,
5138,2016,정부공직자윤리위원회,정항래,국방부,-,골동품 및 예술품,"57,000",0,0,"57,000",,
5139,2016,정부공직자윤리위원회,정항래,국방부,-,총계,"527,051","52,299","16,995","562,355",,
5140,2016,정부공직자윤리위원회,고현수,국방부,-,토지,"21,574","4,898",0,"26,472",,
5141,2016,정부공직자윤리위원회,고현수,국방부,-,건물,"336,000",0,"58,000","278,000",,
5142,2016,정부공직자윤리위원회,고현수,국방부,-,예금,"611,308","277,868","181,719","707,457",,
5143,2016,정부공직자윤리위원회,고현수,국방부,-,총계,"968,882","282,766","239,719","1,011,929",,
5144,2016,정부공직자윤리위원회,최병로,국방부,-,건물,"11,000","17,000","11,000","17,000",,
5145,2016,정부공직자윤리위원회,최병로,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,000","31,360","1,000","31,360",,
5146,2016,정부공직자윤리위원회,최병로,국방부,-,예금,"98,772","38,238","3,062","133,948",,
5147,2016,정부공직자윤리위원회,최병로,국방부,-,채권,"1,770,000",0,0,"1,770,000",,
5148,2016,정부공직자윤리위원회,최병로,국방부,-,채무,"-274,000","-53,951","-8,444","-319,507",,
5149,2016,정부공직자윤리위원회,최병로,국방부,-,총계,"1,606,772","32,647","6,618","1,632,801",,
5150,2016,정부공직자윤리위원회,임호영,국방부,-,토지,"445,660","23,402",0,"469,062",,
5151,2016,정부공직자윤리위원회,임호영,국방부,-,건물,"546,390","4,691","400,099","150,982",,
5152,2016,정부공직자윤리위원회,임호영,국방부,-,예금,"88,758","20,619","18,587","90,790",,
5153,2016,정부공직자윤리위원회,임호영,국방부,-,채무,"-715,245","-15,004","-419,274","-310,975",,
5154,2016,정부공직자윤리위원회,임호영,국방부,-,총계,"365,563","33,708",-588,"399,859",,
5155,2016,정부공직자윤리위원회,위승호,국방부,-,건물,"230,000","20,000",0,"250,000",,
5156,2016,정부공직자윤리위원회,위승호,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,960",0,"1,380","5,580",,
5157,2016,정부공직자윤리위원회,위승호,국방부,-,예금,"543,638","149,358","100,833","592,163",,
5158,2016,정부공직자윤리위원회,위승호,국방부,-,유가증권,172,0,2,170,,
5159,2016,정부공직자윤리위원회,위승호,국방부,-,채권,"30,000",0,0,"30,000",,
5160,2016,정부공직자윤리위원회,위승호,국방부,-,채무,"-96,760",0,"-24,830","-71,930",,
5161,2016,정부공직자윤리위원회,위승호,국방부,-,금 및 백금,"6,760",0,610,"6,150",,
5162,2016,정부공직자윤리위원회,위승호,국방부,-,고지거부 및 등록제외사항,0,0,0,0,,
5163,2016,정부공직자윤리위원회,위승호,국방부,-,총계,"720,770","169,358","77,995","812,133",,
5164,2016,정부공직자윤리위원회,조현천,국방부,-,토지,"9,198","1,328",0,"10,526",,
5165,2016,정부공직자윤리위원회,조현천,국방부,-,건물,"207,000","12,000","207,000","12,000",,
5166,2016,정부공직자윤리위원회,조현천,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,780","28,000","3,780","28,000",,
5167,2016,정부공직자윤리위원회,조현천,국방부,-,예금,"265,204","77,083","24,222","318,065",,
5168,2016,정부공직자윤리위원회,조현천,국방부,-,채권,"80,000",0,"80,000",0,,
5169,2016,정부공직자윤리위원회,조현천,국방부,-,채무,"-200,364","-82,000","-197,119","-85,245",,
5170,2016,정부공직자윤리위원회,조현천,국방부,-,총계,"364,818","36,411","117,883","283,346",,
5171,2016,정부공직자윤리위원회,장재환,국방부,-,토지,"37,001","2,057",0,"39,058",,
5172,2016,정부공직자윤리위원회,장재환,국방부,-,건물,"658,000","11,200",0,"669,200",,
5173,2016,정부공직자윤리위원회,장재환,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,510","11,800","11,510","17,800",,
5174,2016,정부공직자윤리위원회,장재환,국방부,-,예금,"641,762","156,292","229,010","569,044",,
5175,2016,정부공직자윤리위원회,장재환,국방부,-,유가증권,"2,280",59,935,"1,404",,
5176,2016,정부공직자윤리위원회,장재환,국방부,-,채무,"-631,478","-50,000","-257,143","-424,335",,
5177,2016,정부공직자윤리위원회,장재환,국방부,-,총계,"725,075","131,408","-15,688","872,171",,
5178,2016,정부공직자윤리위원회,박종진,국방부,-,건물,"460,000","463,000",0,"923,000",,
5179,2016,정부공직자윤리위원회,박종진,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,100","5,900",0,"7,000",,
5180,2016,정부공직자윤리위원회,박종진,국방부,-,예금,"351,547","92,420","90,780","353,187",,
5181,2016,정부공직자윤리위원회,박종진,국방부,-,유가증권,"3,294","6,446","2,674","7,066",,
5182,2016,정부공직자윤리위원회,박종진,국방부,-,채권,"145,000",0,"145,000",0,,
5183,2016,정부공직자윤리위원회,박종진,국방부,-,채무,"-302,335","-168,810","-46,756","-424,389",,
5184,2016,정부공직자윤리위원회,박종진,국방부,-,총계,"658,606","398,956","191,698","865,864",,
5185,2016,정부공직자윤리위원회,김용우,국방부,-,건물,"17,100","208,800","17,100","208,800",,
5186,2016,정부공직자윤리위원회,김용우,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,000",0,"1,000","6,000",,
5187,2016,정부공직자윤리위원회,김용우,국방부,-,예금,"203,654","27,071","32,811","197,914",,
5188,2016,정부공직자윤리위원회,김용우,국방부,-,채무,"-55,021","-186,979","-20,590","-221,410",,
5189,2016,정부공직자윤리위원회,김용우,국방부,-,총계,"172,733","48,892","30,321","191,304",,
5190,2016,정부공직자윤리위원회,장경석,국방부,-,토지,"137,383","5,949",0,"143,332",,
5191,2016,정부공직자윤리위원회,장경석,국방부,-,건물,"1,017,000","21,000","610,000","428,000",,
5192,2016,정부공직자윤리위원회,장경석,국방부,-,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,500",0,0,"8,500",,
5193,2016,정부공직자윤리위원회,장경석,국방부,-,예금,"1,050,855","754,546","61,147","1,744,254",,
