순번,연도,관할기관,이름,소속,직위,본인과의 관계,종전가액,증가액,감소액,현재가액
1,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,토지,"3,314,777 ","64,168 ",0 ,"3,378,945 "
2,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,건물,"14,566,440 ","278,787 ","312,000 ","14,533,227 "
3,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"44,870 ","5,600 ","4,730 ","45,740 "
4,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,예금,"8,125,784 ","3,198,216 ","2,766,719 ","8,557,281 "
5,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,유가증권,"445,000 ",0 ,0 ,"445,000 "
6,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,채무,"-11,515,799 ","-2,460,260 ","-725,397 ","-13,250,662 "
7,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,금 및 백금,"17,800 ","5,200 ",0 ,"23,000 "
8,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,보석류,"19,700 ",0 ,0 ,"19,700 "
9,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,회원권,"292,915 ","32,205 ","5,648 ","319,472 "
10,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,비영리법인에의한 출연재산,0,0,0,0
11,2012,국회공직자윤리위원회,정의화,국회,국회의장 직무대리,총계,"15,311,487 ","1,123,916 ","2,363,700 ","14,071,703 "
12,2012,국회공직자윤리위원회,홍재형,국회,국회부의장,건물,"1,424,820 ",0 ,"64,000 ","1,360,820 "
13,2012,국회공직자윤리위원회,홍재형,국회,국회부의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,190 ",0 ,"2,390 ","14,800 "
14,2012,국회공직자윤리위원회,홍재형,국회,국회부의장,현금,"14,000 ",0 ,0 ,"14,000 "
15,2012,국회공직자윤리위원회,홍재형,국회,국회부의장,예금,"374,182 ","49,682 ","205,281 ","218,583 "
16,2012,국회공직자윤리위원회,홍재형,국회,국회부의장,회원권,"27,000 ","3,000 ",0 ,"30,000 "
17,2012,국회공직자윤리위원회,홍재형,국회,국회부의장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
18,2012,국회공직자윤리위원회,홍재형,국회,국회부의장,총계,"1,857,192 ","52,682 ","271,671 ","1,638,203 "
19,2012,국회공직자윤리위원회,강기갑,국회,국회의원,토지,"299,398 ","5,609 ","31,545 ","273,462 "
20,2012,국회공직자윤리위원회,강기갑,국회,국회의원,건물,"141,301 ","2,444 ",10 ,"143,735 "
21,2012,국회공직자윤리위원회,강기갑,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,859 ",0 ,459 ,"9,400 "
22,2012,국회공직자윤리위원회,강기갑,국회,국회의원,예금,"93,202 ","14,578 ","53,051 ","54,729 "
23,2012,국회공직자윤리위원회,강기갑,국회,국회의원,채무,"-325,794 ","-30,492 ","-37,980 ","-318,306 "
24,2012,국회공직자윤리위원회,강기갑,국회,국회의원,총계,"217,966 ","-7,861 ","47,085 ","163,020 "
25,2012,국회공직자윤리위원회,강기정,국회,국회의원,건물,"124,000 ","3,000 ",0 ,"127,000 "
26,2012,국회공직자윤리위원회,강기정,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,308 ",0 ,430 ,"14,878 "
27,2012,국회공직자윤리위원회,강기정,국회,국회의원,예금,"691,542 ","105,923 ","371,527 ","425,938 "
28,2012,국회공직자윤리위원회,강기정,국회,국회의원,유가증권,"1,000 ",0 ,0 ,"1,000 "
29,2012,국회공직자윤리위원회,강기정,국회,국회의원,채권,"48,000 ",0 ,0 ,"48,000 "
30,2012,국회공직자윤리위원회,강기정,국회,국회의원,채무,"-104,872 ",0 ,"-53,203 ","-51,669 "
31,2012,국회공직자윤리위원회,강기정,국회,국회의원,총계,"774,978 ","108,923 ","318,754 ","565,147 "
32,2012,국회공직자윤리위원회,강길부,국회,국회의원,토지,"1,108,005 ","14,591 ",0 ,"1,122,596 "
33,2012,국회공직자윤리위원회,강길부,국회,국회의원,건물,"1,920,530 ","208,359 ","115,000 ","2,013,889 "
34,2012,국회공직자윤리위원회,강길부,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,180 ",0 ,890 ,"15,290 "
35,2012,국회공직자윤리위원회,강길부,국회,국회의원,예금,"214,247 ","103,133 ","112,791 ","204,589 "
36,2012,국회공직자윤리위원회,강길부,국회,국회의원,유가증권,"327,090 ","11,880 ",0 ,"338,970 "
37,2012,국회공직자윤리위원회,강길부,국회,국회의원,채권,"270,000 ","210,000 ","140,000 ","340,000 "
38,2012,국회공직자윤리위원회,강길부,국회,국회의원,채무,"-703,600 ","-441,000 ","-223,946 ","-920,654 "
39,2012,국회공직자윤리위원회,강길부,국회,국회의원,회원권,"1,500 ",0 ,0 ,"1,500 "
40,2012,국회공직자윤리위원회,강길부,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
41,2012,국회공직자윤리위원회,강길부,국회,국회의원,총계,"3,153,952 ","106,963 ","144,735 ","3,116,180 "
42,2012,국회공직자윤리위원회,강명순,국회,국회의원,건물,"240,000 ",0 ,"8,000 ","232,000 "
43,2012,국회공직자윤리위원회,강명순,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"33,500 ",0 ,"7,500 ","26,000 "
44,2012,국회공직자윤리위원회,강명순,국회,국회의원,예금,"51,374 ","2,863 ","22,495 ","31,742 "
45,2012,국회공직자윤리위원회,강명순,국회,국회의원,채권,0 ,"20,000 ",0 ,"20,000 "
46,2012,국회공직자윤리위원회,강명순,국회,국회의원,채무,"-86,718 ","-20,000 ",-718 ,"-106,000 "
47,2012,국회공직자윤리위원회,강명순,국회,국회의원,총계,"238,156 ","2,863 ","37,277 ","203,742 "
48,2012,국회공직자윤리위원회,강봉균,국회,국회의원,토지,"217,113 ","10,002 ",989 ,"226,126 "
49,2012,국회공직자윤리위원회,강봉균,국회,국회의원,건물,"1,836,100 ","1,275,461 ","590,000 ","2,521,561 "
50,2012,국회공직자윤리위원회,강봉균,국회,국회의원,예금,"388,119 ","142,527 ","163,177 ","367,469 "
51,2012,국회공직자윤리위원회,강봉균,국회,국회의원,채권,"230,000 ",0 ,"50,000 ","180,000 "
52,2012,국회공직자윤리위원회,강봉균,국회,국회의원,채무,"-330,000 ","-792,000 ","-330,000 ","-792,000 "
53,2012,국회공직자윤리위원회,강봉균,국회,국회의원,회원권,"28,000 ",0 ,0 ,"28,000 "
54,2012,국회공직자윤리위원회,강봉균,국회,국회의원,총계,"2,369,332 ","635,990 ","474,166 ","2,531,156 "
55,2012,국회공직자윤리위원회,강석호,국회,국회의원,토지,"1,944,966 ","50,851 ",0 ,"1,995,817 "
56,2012,국회공직자윤리위원회,강석호,국회,국회의원,건물,"1,857,597 ","105,824 ","46,000 ","1,917,421 "
57,2012,국회공직자윤리위원회,강석호,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"11,000 ",0 ,"11,000 "
58,2012,국회공직자윤리위원회,강석호,국회,국회의원,예금,"4,396,888 ","3,926,896 ","2,798,950 ","5,524,834 "
59,2012,국회공직자윤리위원회,강석호,국회,국회의원,유가증권,"7,501,292 ","170,140 ","3,034,350 ","4,637,082 "
60,2012,국회공직자윤리위원회,강석호,국회,국회의원,채무,"-120,000 ",0 ,0 ,"-120,000 "
61,2012,국회공직자윤리위원회,강석호,국회,국회의원,회원권,"5,950 ","63,000 ",0 ,"68,950 "
62,2012,국회공직자윤리위원회,강석호,국회,국회의원,고지거부 및 등록제외사항,"248,452 ",0 ,"248,452 ",0 
63,2012,국회공직자윤리위원회,강석호,국회,국회의원,총계,"15,835,145 ","4,327,711 ","6,127,752 ","14,035,104 "
64,2012,국회공직자윤리위원회,강성종,국회,국회의원,토지,"119,232 ",0 ,"119,232 ",0 
65,2012,국회공직자윤리위원회,강성종,국회,국회의원,건물,"368,256 ",0 ,"328,256 ","40,000 "
66,2012,국회공직자윤리위원회,강성종,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"49,670 ",0 ,"20,330 ","29,340 "
67,2012,국회공직자윤리위원회,강성종,국회,국회의원,현금,"50,000 ","250,000 ",0 ,"300,000 "
68,2012,국회공직자윤리위원회,강성종,국회,국회의원,예금,"127,160 ","26,990 ","84,740 ","69,410 "
69,2012,국회공직자윤리위원회,강성종,국회,국회의원,유가증권,"90,000 ",0 ,0 ,"90,000 "
70,2012,국회공직자윤리위원회,강성종,국회,국회의원,채무,"-159,981 ","-200,000 ","-43,737 ","-316,244 "
71,2012,국회공직자윤리위원회,강성종,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
72,2012,국회공직자윤리위원회,강성종,국회,국회의원,총계,"644,337 ","76,990 ","508,821 ","212,506 "
73,2012,국회공직자윤리위원회,강성천,국회,국회의원,건물,"961,000 ","1,000 ",0 ,"962,000 "
74,2012,국회공직자윤리위원회,강성천,국회,국회의원,예금,"197,030 ","103,800 ","58,389 ","242,441 "
75,2012,국회공직자윤리위원회,강성천,국회,국회의원,유가증권,"15,136 ",0 ,"2,996 ","12,140 "
76,2012,국회공직자윤리위원회,강성천,국회,국회의원,채권,"932,000 ",0 ,0 ,"932,000 "
77,2012,국회공직자윤리위원회,강성천,국회,국회의원,채무,"-208,263 ","-11,917 ","-2,969 ","-217,211 "
78,2012,국회공직자윤리위원회,강성천,국회,국회의원,총계,"1,896,903 ","92,883 ","58,416 ","1,931,370 "
79,2012,국회공직자윤리위원회,강승규,국회,국회의원,토지,"22,836 ",0 ,0 ,"22,836 "
80,2012,국회공직자윤리위원회,강승규,국회,국회의원,건물,"1,214,294 ","1,950 ","584,294 ","631,950 "
81,2012,국회공직자윤리위원회,강승규,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"29,165 ","31,240 ","15,115 ","45,290 "
82,2012,국회공직자윤리위원회,강승규,국회,국회의원,현금,850 ,"20,000 ",0 ,"20,850 "
83,2012,국회공직자윤리위원회,강승규,국회,국회의원,예금,"202,009 ","118,629 ","54,950 ","265,688 "
84,2012,국회공직자윤리위원회,강승규,국회,국회의원,채무,"-480,103 ",0 ,"-360,103 ","-120,000 "
85,2012,국회공직자윤리위원회,강승규,국회,국회의원,총계,"989,051 ","171,819 ","294,256 ","866,614 "
86,2012,국회공직자윤리위원회,강용석,국회,국회의원,토지,"547,107 ","19,620 ",0 ,"566,727 "
87,2012,국회공직자윤리위원회,강용석,국회,국회의원,건물,"1,128,000 ","20,000 ","15,000 ","1,133,000 "
88,2012,국회공직자윤리위원회,강용석,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"73,400 ",0 ,"41,970 ","31,430 "
89,2012,국회공직자윤리위원회,강용석,국회,국회의원,현금,"10,000 ",0 ,"10,000 ",0 
90,2012,국회공직자윤리위원회,강용석,국회,국회의원,예금,"124,407 ","4,616 ","98,240 ","30,783 "
91,2012,국회공직자윤리위원회,강용석,국회,국회의원,유가증권,"70,000 ",0 ,0 ,"70,000 "
92,2012,국회공직자윤리위원회,강용석,국회,국회의원,채무,"-939,756 ","-600,953 ","-3,710 ","-1,536,999 "
93,2012,국회공직자윤리위원회,강용석,국회,국회의원,총계,"1,013,158 ","-556,717 ","161,500 ","294,941 "
94,2012,국회공직자윤리위원회,강창일,국회,국회의원,토지,"1,200 ",0 ,0 ,"1,200 "
95,2012,국회공직자윤리위원회,강창일,국회,국회의원,건물,"718,202 ",857 ,"128,000 ","591,059 "
96,2012,국회공직자윤리위원회,강창일,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,338 ","12,000 ",670 ,"28,668 "
97,2012,국회공직자윤리위원회,강창일,국회,국회의원,현금,0 ,"30,000 ",0 ,"30,000 "
98,2012,국회공직자윤리위원회,강창일,국회,국회의원,예금,"223,302 ","157,828 ","70,294 ","310,836 "
99,2012,국회공직자윤리위원회,강창일,국회,국회의원,채무,"-202,656 ",-209 ,"-108,414 ","-94,451 "
100,2012,국회공직자윤리위원회,강창일,국회,국회의원,총계,"757,386 ","200,476 ","90,550 ","867,312 "
101,2012,국회공직자윤리위원회,고승덕,국회,국회의원,토지,"19,658 ",0 ,0 ,"19,658 "
102,2012,국회공직자윤리위원회,고승덕,국회,국회의원,건물,"2,821,000 ","79,125 ","48,000 ","2,852,125 "
103,2012,국회공직자윤리위원회,고승덕,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"18,000 ",0 ,"18,000 ",0 
104,2012,국회공직자윤리위원회,고승덕,국회,국회의원,현금,0 ,"40,000 ",0 ,"40,000 "
105,2012,국회공직자윤리위원회,고승덕,국회,국회의원,예금,"2,067,693 ","2,037,060 ","1,043,216 ","3,061,537 "
106,2012,국회공직자윤리위원회,고승덕,국회,국회의원,채권,"2,793,842 ",0 ,0 ,"2,793,842 "
107,2012,국회공직자윤리위원회,고승덕,국회,국회의원,채무,"-365,000 ","-875,000 ","-175,000 ","-1,065,000 "
108,2012,국회공직자윤리위원회,고승덕,국회,국회의원,회원권,"542,500 ",0 ,"108,500 ","434,000 "
109,2012,국회공직자윤리위원회,고승덕,국회,국회의원,지식재산권,,,,
110,2012,국회공직자윤리위원회,고승덕,국회,국회의원,합명·합자·유한회사 출자지분,"50,000 ",0 ,0 ,"50,000 "
111,2012,국회공직자윤리위원회,고승덕,국회,국회의원,비영리법인에의한 출연재산,0,0,0,0
112,2012,국회공직자윤리위원회,고승덕,국회,국회의원,총계,"7,947,693 ","1,281,185 ","1,042,716 ","8,186,162 "
113,2012,국회공직자윤리위원회,곽정숙,국회,국회의원,건물,"71,000 ","30,000 ","31,000 ","70,000 "
114,2012,국회공직자윤리위원회,곽정숙,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,416 ",0 ,0 ,"7,416 "
115,2012,국회공직자윤리위원회,곽정숙,국회,국회의원,예금,"183,505 ","37,600 ","60,232 ","160,873 "
116,2012,국회공직자윤리위원회,곽정숙,국회,국회의원,채무,"-5,603 ",0 ,"-3,385 ","-2,218 "
117,2012,국회공직자윤리위원회,곽정숙,국회,국회의원,총계,"256,318 ","67,600 ","87,847 ","236,071 "
118,2012,국회공직자윤리위원회,구상찬,국회,국회의원,토지,"24,990 ",0 ,0 ,"24,990 "
119,2012,국회공직자윤리위원회,구상찬,국회,국회의원,건물,"855,000 ",0 ,"31,000 ","824,000 "
120,2012,국회공직자윤리위원회,구상찬,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,060 ","1,480 ",0 ,"14,540 "
121,2012,국회공직자윤리위원회,구상찬,국회,국회의원,예금,"132,658 ","40,715 ","62,137 ","111,236 "
122,2012,국회공직자윤리위원회,구상찬,국회,국회의원,유가증권,"32,088 ",654 ,"12,827 ","19,915 "
123,2012,국회공직자윤리위원회,구상찬,국회,국회의원,채무,"-418,209 ",0 ,"-147,501 ","-270,708 "
124,2012,국회공직자윤리위원회,구상찬,국회,국회의원,총계,"639,587 ","42,849 ","-41,537 ","723,973 "
125,2012,국회공직자윤리위원회,권경석,국회,국회의원,건물,"601,000 ","2,000 ",0 ,"603,000 "
126,2012,국회공직자윤리위원회,권경석,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"63,653 ",0 ,"8,595 ","55,058 "
127,2012,국회공직자윤리위원회,권경석,국회,국회의원,예금,"239,502 ","122,275 ","85,592 ","276,185 "
128,2012,국회공직자윤리위원회,권경석,국회,국회의원,채무,"-70,558 ",0 ,"-65,201 ","-5,357 "
129,2012,국회공직자윤리위원회,권경석,국회,국회의원,총계,"833,597 ","124,275 ","28,986 ","928,886 "
130,2012,국회공직자윤리위원회,권선택,국회,국회의원,토지,"1,616,274 ","46,288 ","1,403 ","1,661,159 "
131,2012,국회공직자윤리위원회,권선택,국회,국회의원,건물,"931,730 ","8,036 ","12,000 ","927,766 "
132,2012,국회공직자윤리위원회,권선택,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,0 ,0 ,0 
133,2012,국회공직자윤리위원회,권선택,국회,국회의원,예금,"826,069 ","257,638 ","133,529 ","950,178 "
134,2012,국회공직자윤리위원회,권선택,국회,국회의원,유가증권,"23,096 ","12,243 ","27,951 ","7,388 "
135,2012,국회공직자윤리위원회,권선택,국회,국회의원,채무,"-236,000 ","-5,000 ","-6,000 ","-235,000 "
136,2012,국회공직자윤리위원회,권선택,국회,국회의원,총계,"3,161,169 ","319,205 ","168,883 ","3,311,491 "
137,2012,국회공직자윤리위원회,권성동,국회,국회의원,건물,"1,256,000 ",0 ,"45,000 ","1,211,000 "
138,2012,국회공직자윤리위원회,권성동,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,090 ",0 ,0 ,"14,090 "
139,2012,국회공직자윤리위원회,권성동,국회,국회의원,예금,"1,640,869 ","688,543 ","709,067 ","1,620,345 "
140,2012,국회공직자윤리위원회,권성동,국회,국회의원,유가증권,"35,800 ",0 ,"17,400 ","18,400 "
141,2012,국회공직자윤리위원회,권성동,국회,국회의원,채권,"10,000 ",0 ,0 ,"10,000 "
142,2012,국회공직자윤리위원회,권성동,국회,국회의원,채무,"-26,067 ",0 ,"-8,966 ","-17,101 "
143,2012,국회공직자윤리위원회,권성동,국회,국회의원,회원권,"165,600 ",0 ,0 ,"165,600 "
144,2012,국회공직자윤리위원회,권성동,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
145,2012,국회공직자윤리위원회,권성동,국회,국회의원,총계,"3,096,292 ","688,543 ","762,501 ","3,022,334 "
146,2012,국회공직자윤리위원회,권영길,국회,국회의원,토지,"30,259 ",0 ,"1,891 ","28,368 "
147,2012,국회공직자윤리위원회,권영길,국회,국회의원,건물,"1,017,500 ","161,585 ","94,000 ","1,085,085 "
148,2012,국회공직자윤리위원회,권영길,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,740 ","1,750 ","1,240 ","12,250 "
149,2012,국회공직자윤리위원회,권영길,국회,국회의원,예금,"439,704 ","158,408 ","183,832 ","414,280 "
150,2012,국회공직자윤리위원회,권영길,국회,국회의원,유가증권,51 ,39 ,0 ,90 
151,2012,국회공직자윤리위원회,권영길,국회,국회의원,채무,"-275,000 ","-58,826 ",0 ,"-333,826 "
152,2012,국회공직자윤리위원회,권영길,국회,국회의원,총계,"1,224,254 ","262,956 ","280,963 ","1,206,247 "
153,2012,국회공직자윤리위원회,권영세,국회,국회의원,건물,"2,348,000 ",0 ,"80,000 ","2,268,000 "
154,2012,국회공직자윤리위원회,권영세,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,510 ",0 ,510 ,"13,000 "
155,2012,국회공직자윤리위원회,권영세,국회,국회의원,현금,"20,000 ",0 ,0 ,"20,000 "
156,2012,국회공직자윤리위원회,권영세,국회,국회의원,예금,"58,376 ","97,830 ","19,728 ","136,478 "
157,2012,국회공직자윤리위원회,권영세,국회,국회의원,유가증권,"36,820 ",0 ,"36,820 ",0 
158,2012,국회공직자윤리위원회,권영세,국회,국회의원,채무,"-949,992 ","-100,000 ",0 ,"-1,049,992 "
159,2012,국회공직자윤리위원회,권영세,국회,국회의원,골동품 및 예술품,"85,000 ",0 ,0 ,"85,000 "
160,2012,국회공직자윤리위원회,권영세,국회,국회의원,회원권,"42,000 ",0 ,0 ,"42,000 "
161,2012,국회공직자윤리위원회,권영세,국회,국회의원,총계,"1,653,714 ","-2,170 ","137,058 ","1,514,486 "
162,2012,국회공직자윤리위원회,권영진,국회,국회의원,건물,"382,000 ",0 ,0 ,"382,000 "
163,2012,국회공직자윤리위원회,권영진,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,340 ",0 ,870 ,"10,470 "
164,2012,국회공직자윤리위원회,권영진,국회,국회의원,예금,"299,953 ","168,845 ","100,863 ","367,935 "
165,2012,국회공직자윤리위원회,권영진,국회,국회의원,유가증권,"153,412 ",0 ,"79,422 ","73,990 "
166,2012,국회공직자윤리위원회,권영진,국회,국회의원,채권,0 ,"40,000 ",0 ,"40,000 "
167,2012,국회공직자윤리위원회,권영진,국회,국회의원,채무,"-250,000 ",0 ,0 ,"-250,000 "
168,2012,국회공직자윤리위원회,권영진,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
169,2012,국회공직자윤리위원회,권영진,국회,국회의원,총계,"596,705 ","208,845 ","181,155 ","624,395 "
170,2012,국회공직자윤리위원회,권택기,국회,국회의원,건물,"336,000 ",0 ,0 ,"336,000 "
171,2012,국회공직자윤리위원회,권택기,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,386 ","25,301 ","25,056 ","30,631 "
172,2012,국회공직자윤리위원회,권택기,국회,국회의원,현금,"5,000 ",0 ,"5,000 ",0 
173,2012,국회공직자윤리위원회,권택기,국회,국회의원,예금,"799,534 ","82,983 ","212,613 ","669,904 "
174,2012,국회공직자윤리위원회,권택기,국회,국회의원,유가증권,0 ,"32,100 ",0 ,"32,100 "
175,2012,국회공직자윤리위원회,권택기,국회,국회의원,채무,"-280,468 ","-45,000 ",-468 ,"-325,000 "
176,2012,국회공직자윤리위원회,권택기,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
177,2012,국회공직자윤리위원회,권택기,국회,국회의원,총계,"890,452 ","95,384 ","242,201 ","743,635 "
178,2012,국회공직자윤리위원회,김광림,국회,국회의원,토지,"96,408 ",795 ,"1,230 ","95,973 "
179,2012,국회공직자윤리위원회,김광림,국회,국회의원,건물,"3,098,658 ","387,105 ","16,000 ","3,469,763 "
180,2012,국회공직자윤리위원회,김광림,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,440 ","39,000 ",640 ,"47,800 "
181,2012,국회공직자윤리위원회,김광림,국회,국회의원,예금,"1,474,731 ","929,387 ","1,180,230 ","1,223,888 "
182,2012,국회공직자윤리위원회,김광림,국회,국회의원,유가증권,19 ,0 ,12 ,7 
183,2012,국회공직자윤리위원회,김광림,국회,국회의원,채권,0 ,"170,000 ",0 ,"170,000 "
184,2012,국회공직자윤리위원회,김광림,국회,국회의원,채무,"-100,000 ","-190,000 ",0 ,"-290,000 "
185,2012,국회공직자윤리위원회,김광림,국회,국회의원,총계,"4,579,256 ","1,336,287 ","1,198,112 ","4,717,431 "
186,2012,국회공직자윤리위원회,김기현,국회,국회의원,토지,"455,840 ","33,921 ",0 ,"489,761 "
187,2012,국회공직자윤리위원회,김기현,국회,국회의원,건물,"5,339,774 ","298,281 ","328,415 ","5,309,640 "
188,2012,국회공직자윤리위원회,김기현,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"28,276 ","2,294 ",610 ,"29,960 "
189,2012,국회공직자윤리위원회,김기현,국회,국회의원,현금,"10,000 ",0 ,0 ,"10,000 "
190,2012,국회공직자윤리위원회,김기현,국회,국회의원,예금,"285,994 ","159,255 ","68,623 ","376,626 "
191,2012,국회공직자윤리위원회,김기현,국회,국회의원,채무,"-400,000 ","-90,000 ","-190,000 ","-300,000 "
192,2012,국회공직자윤리위원회,김기현,국회,국회의원,회원권,"21,200 ","20,960 ",0 ,"42,160 "
193,2012,국회공직자윤리위원회,김기현,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
194,2012,국회공직자윤리위원회,김기현,국회,국회의원,총계,"5,741,084 ","424,711 ","207,648 ","5,958,147 "
195,2012,국회공직자윤리위원회,김낙성,국회,국회의원,토지,"70,605 ","5,230 ",0 ,"75,835 "
196,2012,국회공직자윤리위원회,김낙성,국회,국회의원,건물,"347,000 ",0 ,0 ,"347,000 "
197,2012,국회공직자윤리위원회,김낙성,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"48,150 ",0 ,"4,040 ","44,110 "
198,2012,국회공직자윤리위원회,김낙성,국회,국회의원,예금,"826,956 ","307,635 ","359,999 ","774,592 "
199,2012,국회공직자윤리위원회,김낙성,국회,국회의원,유가증권,"29,262 ","1,170 ","5,938 ","24,494 "
200,2012,국회공직자윤리위원회,김낙성,국회,국회의원,채무,"-60,000 ",0 ,"-10,000 ","-50,000 "
201,2012,국회공직자윤리위원회,김낙성,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
202,2012,국회공직자윤리위원회,김낙성,국회,국회의원,총계,"1,261,973 ","314,035 ","359,977 ","1,216,031 "
203,2012,국회공직자윤리위원회,김동성,국회,국회의원,건물,"788,000 ",0 ,0 ,"788,000 "
204,2012,국회공직자윤리위원회,김동성,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,670 ",0 ,950 ,"9,720 "
205,2012,국회공직자윤리위원회,김동성,국회,국회의원,예금,"327,924 ","701,913 ","143,611 ","886,226 "
206,2012,국회공직자윤리위원회,김동성,국회,국회의원,유가증권,"107,500 ",0 ,"60,000 ","47,500 "
207,2012,국회공직자윤리위원회,김동성,국회,국회의원,채권,"646,000 ",0 ,"421,000 ","225,000 "
208,2012,국회공직자윤리위원회,김동성,국회,국회의원,채무,"-301,992 ",0 ,"-20,992 ","-281,000 "
209,2012,국회공직자윤리위원회,김동성,국회,국회의원,총계,"1,578,102 ","701,913 ","604,569 ","1,675,446 "
210,2012,국회공직자윤리위원회,김동철,국회,국회의원,토지,"4,565 ",293 ,1 ,"4,857 "
211,2012,국회공직자윤리위원회,김동철,국회,국회의원,건물,"797,725 ","406,514 ",0 ,"1,204,239 "
212,2012,국회공직자윤리위원회,김동철,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,450 ",0 ,"1,790 ","13,660 "
213,2012,국회공직자윤리위원회,김동철,국회,국회의원,예금,"928,872 ","153,704 ","423,934 ","658,642 "
214,2012,국회공직자윤리위원회,김동철,국회,국회의원,유가증권,"1,500 ",0 ,0 ,"1,500 "
215,2012,국회공직자윤리위원회,김동철,국회,국회의원,총계,"1,748,112 ","560,511 ","425,725 ","1,882,898 "
216,2012,국회공직자윤리위원회,김무성,국회,국회의원,토지,"2,354,700 ","73,568 ",0 ,"2,428,268 "
217,2012,국회공직자윤리위원회,김무성,국회,국회의원,건물,"2,607,600 ",0 ,"168,000 ","2,439,600 "
218,2012,국회공직자윤리위원회,김무성,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,500 ",0 ,240 ,"8,260 "
219,2012,국회공직자윤리위원회,김무성,국회,국회의원,예금,"10,073,048 ","10,000,699 ","10,029,978 ","10,043,769 "
220,2012,국회공직자윤리위원회,김무성,국회,국회의원,채권,"1,550,000 ",0 ,0 ,"1,550,000 "
221,2012,국회공직자윤리위원회,김무성,국회,국회의원,채무,"-1,686,294 ","-50,031 ","-39,550 ","-1,696,775 "
222,2012,국회공직자윤리위원회,김무성,국회,국회의원,회원권,"15,150 ",0 ,0 ,"15,150 "
223,2012,국회공직자윤리위원회,김무성,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
