순번,연도,관할기관,이름,소속,직위,본인과의 관계,종전가액,증가액,감소액,현재가액
5759,2012,정부공직자윤리위원회,장도수,지식경제부 한국남동발전(주),사장,고지거부 및 등록제외사항,0,0,0,0
5760,2012,정부공직자윤리위원회,장도수,지식경제부 한국남동발전(주),사장,총계,"3,571,431","141,934","19,324","3,694,041"
5761,2012,정부공직자윤리위원회,김선종,지식경제부 한국남동발전(주),감사,토지,"43,277","4,863",0,"48,140"
5762,2012,정부공직자윤리위원회,김선종,지식경제부 한국남동발전(주),감사,건물,"54,700","505,300",0,"560,000"
5763,2012,정부공직자윤리위원회,김선종,지식경제부 한국남동발전(주),감사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,420","6,800","1,430","25,790"
5764,2012,정부공직자윤리위원회,김선종,지식경제부 한국남동발전(주),감사,현금,"35,000",0,0,"35,000"
5765,2012,정부공직자윤리위원회,김선종,지식경제부 한국남동발전(주),감사,예금,"287,645","111,990","82,390","317,245"
5766,2012,정부공직자윤리위원회,김선종,지식경제부 한국남동발전(주),감사,채무,"-95,746","-410,569","-75,102",-431213
5767,2012,정부공직자윤리위원회,김선종,지식경제부 한국남동발전(주),감사,총계,"345,296","218,384","8,718","554,962"
5768,2012,정부공직자윤리위원회,이상호,지식경제부 한국남부발전(주),사장,토지,"733,615",0,0,"733,615"
5769,2012,정부공직자윤리위원회,이상호,지식경제부 한국남부발전(주),사장,건물,"1,078,000",0,"21,000","1,057,000"
5770,2012,정부공직자윤리위원회,이상호,지식경제부 한국남부발전(주),사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,1,"16,000",1,"16,000"
5771,2012,정부공직자윤리위원회,이상호,지식경제부 한국남부발전(주),사장,예금,"294,553","173,162","82,259","385,456"
5772,2012,정부공직자윤리위원회,이상호,지식경제부 한국남부발전(주),사장,채무,"-425,305","-5,555","-42,126",-388734
5773,2012,정부공직자윤리위원회,이상호,지식경제부 한국남부발전(주),사장,총계,"1,680,864","183,607","61,134","1,803,337"
5774,2012,정부공직자윤리위원회,이길구,지식경제부 한국동서발전(주),사장,건물,"1,644,788",0,"25,486","1,619,302"
5775,2012,정부공직자윤리위원회,이길구,지식경제부 한국동서발전(주),사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,000",0,0,"19,000"
5776,2012,정부공직자윤리위원회,이길구,지식경제부 한국동서발전(주),사장,예금,"295,442","205,558","225,194","275,806"
5777,2012,정부공직자윤리위원회,이길구,지식경제부 한국동서발전(주),사장,유가증권,"121,738","2,760","5,208","119,290"
5778,2012,정부공직자윤리위원회,이길구,지식경제부 한국동서발전(주),사장,채무,"-330,000","-160,000","-310,000",-180000
5779,2012,정부공직자윤리위원회,이길구,지식경제부 한국동서발전(주),사장,회원권,"25,000",0,0,"25,000"
5780,2012,정부공직자윤리위원회,이길구,지식경제부 한국동서발전(주),사장,총계,"1,775,968","48,318","-54,112","1,878,398"
5781,2012,정부공직자윤리위원회,백해도,지식경제부 한국동서발전(주),감사,건물,"176,000",0,0,"176,000"
5782,2012,정부공직자윤리위원회,백해도,지식경제부 한국동서발전(주),감사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,115",0,0,"12,115"
5783,2012,정부공직자윤리위원회,백해도,지식경제부 한국동서발전(주),감사,예금,"39,600","65,149","27,127","77,622"
5784,2012,정부공직자윤리위원회,백해도,지식경제부 한국동서발전(주),감사,채무,"-141,000","-62,914",0,-203914
5785,2012,정부공직자윤리위원회,백해도,지식경제부 한국동서발전(주),감사,금 및 백금,"10,500",0,0,"10,500"
5786,2012,정부공직자윤리위원회,백해도,지식경제부 한국동서발전(주),감사,총계,"97,215","2,235","27,127","72,323"
5787,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,토지,"37,089","1,120",0,"38,209"
5788,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,건물,"1,255,001","684,000","583,000","1,356,001"
5789,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,724","5,086",0,"9,810"
5790,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,예금,"475,810","83,478","79,287","480,001"
5791,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,유가증권,"13,883","22,423","13,332","22,974"
5792,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,채권,"280,000",0,0,"280,000"
5793,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,채무,"-150,000","-100,000",0,-250000
5794,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,금 및 백금,"14,592","3,108",0,"17,700"
5795,2012,정부공직자윤리위원회,김문덕,지식경제부 한국서부발전(주),사장,총계,"1,931,099","699,215","675,619","1,954,695"
5796,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,토지,"860,300",0,0,"860,300"
5797,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,건물,"1,417,056","73,080","22,000","1,468,136"
5798,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,830",0,"2,410","28,420"
5799,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,예금,"119,458","9,539","26,218","102,779"
5800,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,유가증권,"101,570","58,526","11,640","148,456"
5801,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,채무,"-310,000","-101,000","-100,000",-311000
5802,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,회원권,"30,000",0,0,"30,000"
5803,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,고지거부 및 등록제외사항,0,0,0,0
5804,2012,정부공직자윤리위원회,남동우,지식경제부 한국서부발전(주),감사,총계,"2,249,214","40,145","-37,732","2,327,091"
5805,2012,정부공직자윤리위원회,남인석,지식경제부 한국중부발전(주),사장,토지,"47,866","9,281","47,866","9,281"
5806,2012,정부공직자윤리위원회,남인석,지식경제부 한국중부발전(주),사장,건물,"1,215,000","616,000","1,215,000","616,000"
5807,2012,정부공직자윤리위원회,남인석,지식경제부 한국중부발전(주),사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,390",0,230,"5,160"
5808,2012,정부공직자윤리위원회,남인석,지식경제부 한국중부발전(주),사장,예금,"123,557","179,824","16,162","287,219"
5809,2012,정부공직자윤리위원회,남인석,지식경제부 한국중부발전(주),사장,유가증권,"2,199","2,767","2,199","2,767"
5810,2012,정부공직자윤리위원회,남인석,지식경제부 한국중부발전(주),사장,채무,"-1,048,000",0,"-800,000",-248000
5811,2012,정부공직자윤리위원회,남인석,지식경제부 한국중부발전(주),사장,총계,"346,012","807,872","481,457","672,427"
5812,2012,정부공직자윤리위원회,서정식,지식경제부 한국중부발전(주),감사,토지,"325,692",0,0,"325,692"
5813,2012,정부공직자윤리위원회,서정식,지식경제부 한국중부발전(주),감사,건물,"59,775",0,0,"59,775"
5814,2012,정부공직자윤리위원회,서정식,지식경제부 한국중부발전(주),감사,예금,"35,559","21,558",0,"57,117"
5815,2012,정부공직자윤리위원회,서정식,지식경제부 한국중부발전(주),감사,채권,"298,100",0,0,"298,100"
5816,2012,정부공직자윤리위원회,서정식,지식경제부 한국중부발전(주),감사,채무,"-262,000","-4,779","-80,237",-186542
5817,2012,정부공직자윤리위원회,서정식,지식경제부 한국중부발전(주),감사,총계,"457,126","16,779","-80,237","554,142"
5818,2012,정부공직자윤리위원회,조계륭,지식경제부 한국무역보험공사,사장,토지,"1,231",0,0,"1,231"
5819,2012,정부공직자윤리위원회,조계륭,지식경제부 한국무역보험공사,사장,건물,"844,866",0,0,"844,866"
5820,2012,정부공직자윤리위원회,조계륭,지식경제부 한국무역보험공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"28,470",0,0,"28,470"
5821,2012,정부공직자윤리위원회,조계륭,지식경제부 한국무역보험공사,사장,예금,"396,411","22,774","97,877","321,308"
5822,2012,정부공직자윤리위원회,조계륭,지식경제부 한국무역보험공사,사장,유가증권,"15,835",20,"14,988",867
5823,2012,정부공직자윤리위원회,조계륭,지식경제부 한국무역보험공사,사장,채무,"-442,803","-44,556","-151,592",-335767
5824,2012,정부공직자윤리위원회,조계륭,지식경제부 한국무역보험공사,사장,총계,"844,010","-21,762","-38,727","860,975"
5825,2012,정부공직자윤리위원회,이재구,지식경제부 연구개발특구지원본부,이사장,건물,"888,000",0,"56,000","832,000"
5826,2012,정부공직자윤리위원회,이재구,지식경제부 연구개발특구지원본부,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"42,380",0,"17,380","25,000"
5827,2012,정부공직자윤리위원회,이재구,지식경제부 연구개발특구지원본부,이사장,예금,"376,086","450,519","354,786","471,819"
5828,2012,정부공직자윤리위원회,이재구,지식경제부 연구개발특구지원본부,이사장,채무,"-17,504","-100,000","-6,552",-110952
5829,2012,정부공직자윤리위원회,이재구,지식경제부 연구개발특구지원본부,이사장,총계,"1,288,962","350,519","421,614","1,217,867"
5830,2012,정부공직자윤리위원회,권철신,지식경제부 산업기술연구회,이사장,토지,"81,143","3,102",0,"84,245"
5831,2012,정부공직자윤리위원회,권철신,지식경제부 산업기술연구회,이사장,건물,"1,409,500","780,000","490,000","1,699,500"
5832,2012,정부공직자윤리위원회,권철신,지식경제부 산업기술연구회,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"68,400",0,0,"68,400"
5833,2012,정부공직자윤리위원회,권철신,지식경제부 산업기술연구회,이사장,예금,"774,010","418,207","202,461","989,756"
5834,2012,정부공직자윤리위원회,권철신,지식경제부 산업기술연구회,이사장,유가증권,"156,043","11,588","127,278","40,353"
5835,2012,정부공직자윤리위원회,권철신,지식경제부 산업기술연구회,이사장,채무,"-320,000","-62,832",0,-382832
5836,2012,정부공직자윤리위원회,권철신,지식경제부 산업기술연구회,이사장,총계,"2,169,096","1,150,065","819,739","2,499,422"
5837,2012,정부공직자윤리위원회,허증수,지식경제부 에너지관리공단,이사장,토지,"14,537",0,0,"14,537"
5838,2012,정부공직자윤리위원회,허증수,지식경제부 에너지관리공단,이사장,건물,"484,000",0,0,"484,000"
5839,2012,정부공직자윤리위원회,허증수,지식경제부 에너지관리공단,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"43,000",0,0,"43,000"
5840,2012,정부공직자윤리위원회,허증수,지식경제부 에너지관리공단,이사장,예금,"181,609","401,359","18,294","564,674"
5841,2012,정부공직자윤리위원회,허증수,지식경제부 에너지관리공단,이사장,유가증권,"891,925",0,0,"891,925"
5842,2012,정부공직자윤리위원회,허증수,지식경제부 에너지관리공단,이사장,채무,"-138,000","-13,491",0,-151491
5843,2012,정부공직자윤리위원회,허증수,지식경제부 에너지관리공단,이사장,고지거부 및 등록제외사항,0,0,0,0
5844,2012,정부공직자윤리위원회,허증수,지식경제부 에너지관리공단,이사장,총계,"1,477,071","387,868","18,294","1,846,645"
5845,2012,정부공직자윤리위원회,전대천,지식경제부 한국가스안전공사,사장,건물,"956,000",0,"48,000","908,000"
5846,2012,정부공직자윤리위원회,전대천,지식경제부 한국가스안전공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,300",0,570,"1,730"
5847,2012,정부공직자윤리위원회,전대천,지식경제부 한국가스안전공사,사장,예금,"318,737","353,506","152,461","519,782"
5848,2012,정부공직자윤리위원회,전대천,지식경제부 한국가스안전공사,사장,채무,"-11,790","-10,486","-11,790",-10486
5849,2012,정부공직자윤리위원회,전대천,지식경제부 한국가스안전공사,사장,총계,"1,265,247","343,020","189,241","1,419,026"
5850,2012,정부공직자윤리위원회,우효섭,지식경제부 한국건설기술연구원,원장,토지,"79,606","8,321",0,"87,927"
5851,2012,정부공직자윤리위원회,우효섭,지식경제부 한국건설기술연구원,원장,건물,"640,807",0,0,"640,807"
5852,2012,정부공직자윤리위원회,우효섭,지식경제부 한국건설기술연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"33,590",0,"12,920","20,670"
5853,2012,정부공직자윤리위원회,우효섭,지식경제부 한국건설기술연구원,원장,예금,"213,488","207,641","201,645","219,484"
5854,2012,정부공직자윤리위원회,우효섭,지식경제부 한국건설기술연구원,원장,유가증권,"63,000",0,0,"63,000"
5855,2012,정부공직자윤리위원회,우효섭,지식경제부 한국건설기술연구원,원장,채무,"-260,000","-20,415",0,-280415
5856,2012,정부공직자윤리위원회,우효섭,지식경제부 한국건설기술연구원,원장,고지거부 및 등록제외사항,0,0,0,0
5857,2012,정부공직자윤리위원회,우효섭,지식경제부 한국건설기술연구원,원장,총계,"770,491","195,547","214,565","751,473"
5858,2012,정부공직자윤리위원회,권혁인,지식경제부 한국광해관리공단,이사장,토지,"151,595",0,0,"151,595"
5859,2012,정부공직자윤리위원회,권혁인,지식경제부 한국광해관리공단,이사장,건물,"1,418,904",0,0,"1,418,904"
5860,2012,정부공직자윤리위원회,권혁인,지식경제부 한국광해관리공단,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,760",0,"6,760",0
5861,2012,정부공직자윤리위원회,권혁인,지식경제부 한국광해관리공단,이사장,예금,"521,502","480,104","196,129","805,477"
5862,2012,정부공직자윤리위원회,권혁인,지식경제부 한국광해관리공단,이사장,유가증권,"20,400","89,444","20,400","89,444"
5863,2012,정부공직자윤리위원회,권혁인,지식경제부 한국광해관리공단,이사장,채권,0,"5,138",0,"5,138"
5864,2012,정부공직자윤리위원회,권혁인,지식경제부 한국광해관리공단,이사장,채무,"-390,000",0,0,-390000
5865,2012,정부공직자윤리위원회,권혁인,지식경제부 한국광해관리공단,이사장,총계,"1,729,161","574,686","223,289","2,080,558"
5866,2012,정부공직자윤리위원회,최태인,지식경제부 한국기계연구원,원장,토지,"47,620",0,0,"47,620"
5867,2012,정부공직자윤리위원회,최태인,지식경제부 한국기계연구원,원장,건물,"424,000",0,0,"424,000"
5868,2012,정부공직자윤리위원회,최태인,지식경제부 한국기계연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"34,620",0,0,"34,620"
5869,2012,정부공직자윤리위원회,최태인,지식경제부 한국기계연구원,원장,예금,"65,450","36,573","11,966","90,057"
5870,2012,정부공직자윤리위원회,최태인,지식경제부 한국기계연구원,원장,채무,"-453,302","-41,473","-45,002",-449773
5871,2012,정부공직자윤리위원회,최태인,지식경제부 한국기계연구원,원장,총계,"118,388","-4,900","-33,036","146,524"
5872,2012,정부공직자윤리위원회,송명재,지식경제부 한국방사성폐기물관리공단,이사장,토지,"746,024",0,0,"746,024"
5873,2012,정부공직자윤리위원회,송명재,지식경제부 한국방사성폐기물관리공단,이사장,건물,"1,862,000",0,0,"1,862,000"
5874,2012,정부공직자윤리위원회,송명재,지식경제부 한국방사성폐기물관리공단,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,"15,000",0,"15,000"
5875,2012,정부공직자윤리위원회,송명재,지식경제부 한국방사성폐기물관리공단,이사장,예금,"825,040","84,560","57,941","851,659"
5876,2012,정부공직자윤리위원회,송명재,지식경제부 한국방사성폐기물관리공단,이사장,채무,"-200,000",0,0,-200000
5877,2012,정부공직자윤리위원회,송명재,지식경제부 한국방사성폐기물관리공단,이사장,총계,"3,233,064","99,560","57,941","3,274,683"
5878,2012,정부공직자윤리위원회,나경환,지식경제부 한국생산기술연구원,원장,건물,"840,000",0,"32,000","808,000"
5879,2012,정부공직자윤리위원회,나경환,지식경제부 한국생산기술연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"49,000",0,"3,280","45,720"
5880,2012,정부공직자윤리위원회,나경환,지식경제부 한국생산기술연구원,원장,예금,"139,484","23,470","25,802","137,152"
5881,2012,정부공직자윤리위원회,나경환,지식경제부 한국생산기술연구원,원장,채무,"-220,000","-30,000",0,-250000
5882,2012,정부공직자윤리위원회,나경환,지식경제부 한국생산기술연구원,원장,총계,"808,484","-6,530","61,082","740,872"
5883,2012,정부공직자윤리위원회,윤석후,지식경제부 한국식품연구원,원장,토지,"31,000",191,0,"31,191"
5884,2012,정부공직자윤리위원회,윤석후,지식경제부 한국식품연구원,원장,건물,"1,518,000","20,360","98,740","1,439,620"
5885,2012,정부공직자윤리위원회,윤석후,지식경제부 한국식품연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,820,0,820
5886,2012,정부공직자윤리위원회,윤석후,지식경제부 한국식품연구원,원장,예금,"87,775","141,104","16,846","212,033"
5887,2012,정부공직자윤리위원회,윤석후,지식경제부 한국식품연구원,원장,채무,"-354,000",0,"-20,000",-334000
5888,2012,정부공직자윤리위원회,윤석후,지식경제부 한국식품연구원,원장,회원권,"36,000",0,0,"36,000"
5889,2012,정부공직자윤리위원회,윤석후,지식경제부 한국식품연구원,원장,총계,"1,318,775","162,475","95,586","1,385,664"
5890,2012,정부공직자윤리위원회,하원경,지식경제부 한국실크연구원,원장,건물,"989,181","7,090","72,000","924,271"
5891,2012,정부공직자윤리위원회,하원경,지식경제부 한국실크연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,650",0,0,"5,650"
5892,2012,정부공직자윤리위원회,하원경,지식경제부 한국실크연구원,원장,예금,"206,257","131,901","77,289","260,869"
5893,2012,정부공직자윤리위원회,하원경,지식경제부 한국실크연구원,원장,채무,"-165,000",0,0,-165000
5894,2012,정부공직자윤리위원회,하원경,지식경제부 한국실크연구원,원장,총계,"1,036,088","138,991","149,289","1,025,790"
5895,2012,정부공직자윤리위원회,황주호,지식경제부 한국에너지기술연구원,원장,토지,"35,708","9,458","35,708","9,458"
5896,2012,정부공직자윤리위원회,황주호,지식경제부 한국에너지기술연구원,원장,건물,"5,693,367","367,958",0,"6,061,325"
5897,2012,정부공직자윤리위원회,황주호,지식경제부 한국에너지기술연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"73,000",0,"24,190","48,810"
5898,2012,정부공직자윤리위원회,황주호,지식경제부 한국에너지기술연구원,원장,예금,"1,770,263","792,866","636,910","1,926,219"
5899,2012,정부공직자윤리위원회,황주호,지식경제부 한국에너지기술연구원,원장,유가증권,0,"16,230",0,"16,230"
5900,2012,정부공직자윤리위원회,황주호,지식경제부 한국에너지기술연구원,원장,채무,"-1,047,447","-1,206,425","-170,000",-2083872
5901,2012,정부공직자윤리위원회,황주호,지식경제부 한국에너지기술연구원,원장,회원권,"30,000",0,0,"30,000"
5902,2012,정부공직자윤리위원회,황주호,지식경제부 한국에너지기술연구원,원장,총계,"6,554,891","-19,913","526,808","6,008,170"
5903,2012,정부공직자윤리위원회,김기학,지식경제부 한전원자력연료(주),사장,토지,"1,258,005","90,363","25,000","1,323,368"
5904,2012,정부공직자윤리위원회,김기학,지식경제부 한전원자력연료(주),사장,건물,"507,121","71,181",0,"578,302"
5905,2012,정부공직자윤리위원회,김기학,지식경제부 한전원자력연료(주),사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,200",0,"4,610","21,590"
5906,2012,정부공직자윤리위원회,김기학,지식경제부 한전원자력연료(주),사장,예금,"339,135","29,480","155,638","212,977"
5907,2012,정부공직자윤리위원회,김기학,지식경제부 한전원자력연료(주),사장,채무,"-589,618","-8,734","-198,222",-400130
5908,2012,정부공직자윤리위원회,김기학,지식경제부 한전원자력연료(주),사장,총계,"1,540,843","182,290","-12,974","1,736,107"
5909,2012,정부공직자윤리위원회,박철곤,지식경제부 한국전기안전공사,사장,건물,"459,221",0,0,"459,221"
5910,2012,정부공직자윤리위원회,박철곤,지식경제부 한국전기안전공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,440",0,210,"1,230"
5911,2012,정부공직자윤리위원회,박철곤,지식경제부 한국전기안전공사,사장,예금,"130,202","119,946","39,567","210,581"
5912,2012,정부공직자윤리위원회,박철곤,지식경제부 한국전기안전공사,사장,유가증권,0,137,0,137
5913,2012,정부공직자윤리위원회,박철곤,지식경제부 한국전기안전공사,사장,채무,"-55,000",0,0,-55000
5914,2012,정부공직자윤리위원회,박철곤,지식경제부 한국전기안전공사,사장,총계,"535,863","120,083","39,777","616,169"
5915,2012,정부공직자윤리위원회,김호용,지식경제부 한국전기연구원,원장,토지,"166,717",0,0,"166,717"
5916,2012,정부공직자윤리위원회,김호용,지식경제부 한국전기연구원,원장,건물,"297,000",0,0,"297,000"
5917,2012,정부공직자윤리위원회,김호용,지식경제부 한국전기연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,490","30,350",90,"31,750"
5918,2012,정부공직자윤리위원회,김호용,지식경제부 한국전기연구원,원장,예금,"1,032,098","395,419","264,120","1,163,397"
5919,2012,정부공직자윤리위원회,김호용,지식경제부 한국전기연구원,원장,유가증권,"71,393","20,400","71,393","20,400"
5920,2012,정부공직자윤리위원회,김호용,지식경제부 한국전기연구원,원장,회원권,"81,000",0,0,"81,000"
5921,2012,정부공직자윤리위원회,김호용,지식경제부 한국전기연구원,원장,고지거부 및 등록제외사항,0,0,0,0
5922,2012,정부공직자윤리위원회,김호용,지식경제부 한국전기연구원,원장,총계,"1,649,698","446,169","335,603","1,760,264"
5923,2012,정부공직자윤리위원회,김흥남,지식경제부 한국전자통신연구원,원장,토지,"86,459","1,028",0,"87,487"
5924,2012,정부공직자윤리위원회,김흥남,지식경제부 한국전자통신연구원,원장,건물,"311,000","40,000",0,"351,000"
5925,2012,정부공직자윤리위원회,김흥남,지식경제부 한국전자통신연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,420",0,"6,970","4,450"
5926,2012,정부공직자윤리위원회,김흥남,지식경제부 한국전자통신연구원,원장,예금,"208,407","90,081","101,121","197,367"
5927,2012,정부공직자윤리위원회,김흥남,지식경제부 한국전자통신연구원,원장,유가증권,"1,869",0,214,"1,655"
5928,2012,정부공직자윤리위원회,김흥남,지식경제부 한국전자통신연구원,원장,채무,"-383,495","-80,040","-87,472",-376063
5929,2012,정부공직자윤리위원회,김흥남,지식경제부 한국전자통신연구원,원장,총계,"235,660","51,069","20,833","265,896"
5930,2012,정부공직자윤리위원회,정경원,지식경제부 정보통신산업진흥원,원장,토지,"346,080","9,474","20,358","335,196"
5931,2012,정부공직자윤리위원회,정경원,지식경제부 정보통신산업진흥원,원장,건물,"441,000",0,"4,000","437,000"
5932,2012,정부공직자윤리위원회,정경원,지식경제부 정보통신산업진흥원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,100","20,850","5,100","20,850"
5933,2012,정부공직자윤리위원회,정경원,지식경제부 정보통신산업진흥원,원장,예금,"564,501","357,607","281,686","640,422"
5934,2012,정부공직자윤리위원회,정경원,지식경제부 정보통신산업진흥원,원장,채권,"60,000",0,0,"60,000"
5935,2012,정부공직자윤리위원회,정경원,지식경제부 정보통신산업진흥원,원장,채무,"-110,000","-140,044","-110,000",-140044
5936,2012,정부공직자윤리위원회,정경원,지식경제부 정보통신산업진흥원,원장,총계,"1,306,681","247,887","201,144","1,353,424"
5937,2012,정부공직자윤리위원회,이효숙,지식경제부 한국지질자원연구원,원장,토지,"72,010",0,0,"72,010"
5938,2012,정부공직자윤리위원회,이효숙,지식경제부 한국지질자원연구원,원장,건물,"1,713,000","1,652",0,"1,714,652"
5939,2012,정부공직자윤리위원회,이효숙,지식경제부 한국지질자원연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"63,500",0,0,"63,500"
5940,2012,정부공직자윤리위원회,이효숙,지식경제부 한국지질자원연구원,원장,예금,"1,215,027","346,215","48,431","1,512,811"
5941,2012,정부공직자윤리위원회,이효숙,지식경제부 한국지질자원연구원,원장,채무,"-540,000",0,0,-540000
5942,2012,정부공직자윤리위원회,이효숙,지식경제부 한국지질자원연구원,원장,회원권,"55,000",0,0,"55,000"
5943,2012,정부공직자윤리위원회,이효숙,지식경제부 한국지질자원연구원,원장,총계,"2,578,537","347,867","48,431","2,877,973"
5944,2012,정부공직자윤리위원회,홍순만,지식경제부 한국철도기술연구원,원장,건물,"1,336,000",0,0,"1,336,000"
5945,2012,정부공직자윤리위원회,홍순만,지식경제부 한국철도기술연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,590",0,"2,200","24,390"
5946,2012,정부공직자윤리위원회,홍순만,지식경제부 한국철도기술연구원,원장,예금,"220,924","7,438","10,118","218,244"
5947,2012,정부공직자윤리위원회,홍순만,지식경제부 한국철도기술연구원,원장,총계,"1,583,514","7,438","12,318","1,578,634"
5948,2012,정부공직자윤리위원회,김재현,지식경제부 한국화학연구원,원장,건물,"638,000",0,0,"638,000"
5949,2012,정부공직자윤리위원회,김재현,지식경제부 한국화학연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,700",0,"2,100","8,600"
5950,2012,정부공직자윤리위원회,김재현,지식경제부 한국화학연구원,원장,예금,"1,038,032","88,665","46,916","1,079,781"
5951,2012,정부공직자윤리위원회,김재현,지식경제부 한국화학연구원,원장,채권,"97,000","20,000",0,"117,000"
5952,2012,정부공직자윤리위원회,김재현,지식경제부 한국화학연구원,원장,채무,"-180,000",0,0,-180000
5953,2012,정부공직자윤리위원회,김재현,지식경제부 한국화학연구원,원장,금 및 백금,"16,451",0,0,"16,451"
5954,2012,정부공직자윤리위원회,김재현,지식경제부 한국화학연구원,원장,총계,"1,620,183","108,665","49,016","1,679,832"
5955,2012,정부공직자윤리위원회,김병일,지식경제부 한전KDN(주),사장,건물,"1,217,800",0,0,"1,217,800"
5956,2012,정부공직자윤리위원회,김병일,지식경제부 한전KDN(주),사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,320",0,0,"7,320"
5957,2012,정부공직자윤리위원회,김병일,지식경제부 한전KDN(주),사장,예금,"287,600","78,818","2,820","363,598"
5958,2012,정부공직자윤리위원회,김병일,지식경제부 한전KDN(주),사장,유가증권,"10,000",0,0,"10,000"
5959,2012,정부공직자윤리위원회,김병일,지식경제부 한전KDN(주),사장,채무,"-400,000",0,0,-400000
5960,2012,정부공직자윤리위원회,김병일,지식경제부 한전KDN(주),사장,총계,"1,122,720","78,818","2,820","1,198,718"
5961,2012,정부공직자윤리위원회,주덕영,지식경제부 한국로봇산업진흥원,원장,토지,"199,517",0,0,"199,517"
5962,2012,정부공직자윤리위원회,주덕영,지식경제부 한국로봇산업진흥원,원장,건물,"608,453",0,0,"608,453"
5963,2012,정부공직자윤리위원회,주덕영,지식경제부 한국로봇산업진흥원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,400",0,0,"13,400"
5964,2012,정부공직자윤리위원회,주덕영,지식경제부 한국로봇산업진흥원,원장,예금,"107,630","78,615","19,496","166,749"
5965,2012,정부공직자윤리위원회,주덕영,지식경제부 한국로봇산업진흥원,원장,유가증권,"601,514","206,846","256,294","552,066"
5966,2012,정부공직자윤리위원회,주덕영,지식경제부 한국로봇산업진흥원,원장,채무,"-50,000",0,"-50,000",0
