순번,연도,관할기관,이름,소속,직위,구분,종전가액,증가액,감소액,현재가액
14364,2014,정부공직자윤리위원회,홍준표,경상남도,도지사,채무,"-710,000","-680,000","-40,000","-1,350,000"
14365,2014,정부공직자윤리위원회,홍준표,경상남도,도지사,회원권,"75,000","3,000","13,100","64,900"
14366,2014,정부공직자윤리위원회,홍준표,경상남도,도지사,총계,"3,303,930","721,102","1,354,952","2,670,080"
14367,2014,정부공직자윤리위원회,윤한홍,경상남도,행정부지사,건물,"994,000","19,000","37,000","976,000"
14368,2014,정부공직자윤리위원회,윤한홍,경상남도,행정부지사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"47,000","15,000","11,150","50,850"
14369,2014,정부공직자윤리위원회,윤한홍,경상남도,행정부지사,예금,"364,614","242,999","200,680","406,933"
14370,2014,정부공직자윤리위원회,윤한홍,경상남도,행정부지사,채무,"-360,000","-70,000","-60,000","-370,000"
14371,2014,정부공직자윤리위원회,윤한홍,경상남도,행정부지사,총계,"1,045,614","206,999","188,830","1,063,783"
14372,2014,정부공직자윤리위원회,조진래,경상남도,정무부지사,건물,"499,510",0,"1,005","498,505"
14373,2014,정부공직자윤리위원회,조진래,경상남도,정무부지사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,830","15,000","10,830","15,000"
14374,2014,정부공직자윤리위원회,조진래,경상남도,정무부지사,예금,"78,915","13,241","18,339","73,817"
14375,2014,정부공직자윤리위원회,조진래,경상남도,정무부지사,채권,"30,000",0,0,"30,000"
14376,2014,정부공직자윤리위원회,조진래,경상남도,정무부지사,채무,"-333,500","-34,355","-9,737","-358,118"
14377,2014,정부공직자윤리위원회,조진래,경상남도,정무부지사,총계,"285,755","-6,114","20,437","259,204"
14378,2014,정부공직자윤리위원회,윤종곤,경상남도,국제관계대사,토지,"4,847","1,392",0,"6,239"
14379,2014,정부공직자윤리위원회,윤종곤,경상남도,국제관계대사,건물,"1,288,000",0,"80,000","1,208,000"
14380,2014,정부공직자윤리위원회,윤종곤,경상남도,국제관계대사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,500",0,500,"3,000"
14381,2014,정부공직자윤리위원회,윤종곤,경상남도,국제관계대사,예금,"1,048,090","621,398","88,611","1,580,877"
14382,2014,정부공직자윤리위원회,윤종곤,경상남도,국제관계대사,유가증권,"26,064","1,422",395,"27,091"
14383,2014,정부공직자윤리위원회,윤종곤,경상남도,국제관계대사,채무,"-75,000","-425,000",0,"-500,000"
14384,2014,정부공직자윤리위원회,윤종곤,경상남도,국제관계대사,총계,"2,295,501","199,212","169,506","2,325,207"
14385,2014,정부공직자윤리위원회,서석숭,경상남도 부산진해경제자유구역청,청장,건물,"704,000",0,"163,000","541,000"
14386,2014,정부공직자윤리위원회,서석숭,경상남도 부산진해경제자유구역청,청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,000",0,"3,720","21,280"
14387,2014,정부공직자윤리위원회,서석숭,경상남도 부산진해경제자유구역청,청장,예금,"767,231","506,459","324,624","949,066"
14388,2014,정부공직자윤리위원회,서석숭,경상남도 부산진해경제자유구역청,청장,채권,"50,000",0,"50,000",0
14389,2014,정부공직자윤리위원회,서석숭,경상남도 부산진해경제자유구역청,청장,채무,"-20,000","-140,000","-10,000","-150,000"
14390,2014,정부공직자윤리위원회,서석숭,경상남도 부산진해경제자유구역청,청장,총계,"1,526,231","366,459","531,344","1,361,346"
14391,2014,정부공직자윤리위원회,엄창현,경상남도 남해대학,총장,토지,592,0,2,590
14392,2014,정부공직자윤리위원회,엄창현,경상남도 남해대학,총장,건물,"426,000",0,0,"426,000"
14393,2014,정부공직자윤리위원회,엄창현,경상남도 남해대학,총장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,990",0,0,"21,990"
14394,2014,정부공직자윤리위원회,엄창현,경상남도 남해대학,총장,예금,"131,481","86,808","9,993","208,296"
14395,2014,정부공직자윤리위원회,엄창현,경상남도 남해대학,총장,채무,"-150,000","-160,000","-150,000","-160,000"
14396,2014,정부공직자윤리위원회,엄창현,경상남도 남해대학,총장,총계,"430,063","-73,192","-140,005","496,876"
14397,2014,정부공직자윤리위원회,최해범,경상남도 거창대학,총장,토지,"51,780","43,105","40,000","54,885"
14398,2014,정부공직자윤리위원회,최해범,경상남도 거창대학,총장,건물,"1,520,000",0,"201,991","1,318,009"
14399,2014,정부공직자윤리위원회,최해범,경상남도 거창대학,총장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"48,000",0,"5,500","42,500"
14400,2014,정부공직자윤리위원회,최해범,경상남도 거창대학,총장,예금,"381,303","207,721","119,773","469,251"
14401,2014,정부공직자윤리위원회,최해범,경상남도 거창대학,총장,채무,"-201,818","-299,123","-171,818","-329,123"
14402,2014,정부공직자윤리위원회,최해범,경상남도 거창대학,총장,총계,"1,799,265","-48,297","195,446","1,555,522"
14403,2014,정부공직자윤리위원회,김오영,경상남도 의회,의장,토지,"42,475","4,357",0,"46,832"
14404,2014,정부공직자윤리위원회,김오영,경상남도 의회,의장,건물,"164,000",0,0,"164,000"
14405,2014,정부공직자윤리위원회,김오영,경상남도 의회,의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"18,650",0,"1,960","16,690"
14406,2014,정부공직자윤리위원회,김오영,경상남도 의회,의장,예금,"25,507","12,582","6,804","31,285"
14407,2014,정부공직자윤리위원회,김오영,경상남도 의회,의장,유가증권,"7,500",0,0,"7,500"
14408,2014,정부공직자윤리위원회,김오영,경상남도 의회,의장,채권,"160,000",0,0,"160,000"
14409,2014,정부공직자윤리위원회,김오영,경상남도 의회,의장,채무,"-155,618","-70,000","-105,618","-120,000"
14410,2014,정부공직자윤리위원회,김오영,경상남도 의회,의장,총계,"262,514","-53,061","-96,854","306,307"
14411,2014,정부공직자윤리위원회,강석주,경상남도 의회,의원,토지,"65,768","31,778","35,734","61,812"
14412,2014,정부공직자윤리위원회,강석주,경상남도 의회,의원,건물,"208,528","2,034",0,"210,562"
14413,2014,정부공직자윤리위원회,강석주,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,410",0,"3,140","23,270"
14414,2014,정부공직자윤리위원회,강석주,경상남도 의회,의원,예금,"140,265","20,168","4,478","155,955"
14415,2014,정부공직자윤리위원회,강석주,경상남도 의회,의원,채무,"-21,666","-1,672","-1,666","-21,672"
14416,2014,정부공직자윤리위원회,강석주,경상남도 의회,의원,총계,"419,305","52,308","41,686","429,927"
14417,2014,정부공직자윤리위원회,강성훈,경상남도 의회,의원,토지,"83,857","12,988",0,"96,845"
14418,2014,정부공직자윤리위원회,강성훈,경상남도 의회,의원,건물,"267,000","2,000","16,000","253,000"
14419,2014,정부공직자윤리위원회,강성훈,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"24,200",0,"1,100","23,100"
14420,2014,정부공직자윤리위원회,강성훈,경상남도 의회,의원,예금,"109,054","42,122","22,847","128,329"
14421,2014,정부공직자윤리위원회,강성훈,경상남도 의회,의원,채무,"-62,936",0,"-25,144","-37,792"
14422,2014,정부공직자윤리위원회,강성훈,경상남도 의회,의원,총계,"421,175","57,110","14,803","463,482"
14423,2014,정부공직자윤리위원회,공윤권,경상남도 의회,의원,토지,"12,416",0,304,"12,112"
14424,2014,정부공직자윤리위원회,공윤권,경상남도 의회,의원,건물,"455,996",0,"31,221","424,775"
14425,2014,정부공직자윤리위원회,공윤권,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,500",0,500,"19,000"
14426,2014,정부공직자윤리위원회,공윤권,경상남도 의회,의원,예금,"72,012","18,544","4,512","86,044"
14427,2014,정부공직자윤리위원회,공윤권,경상남도 의회,의원,유가증권,"15,500",0,"12,130","3,370"
14428,2014,정부공직자윤리위원회,공윤권,경상남도 의회,의원,채무,"-314,627","-173,923","-141,037","-347,513"
14429,2014,정부공직자윤리위원회,공윤권,경상남도 의회,의원,총계,"260,797","-155,379","-92,370","197,788"
14430,2014,정부공직자윤리위원회,권유관,경상남도 의회,의원,토지,"40,372","3,969",0,"44,341"
14431,2014,정부공직자윤리위원회,권유관,경상남도 의회,의원,건물,"890,048","1,100","73,348","817,800"
14432,2014,정부공직자윤리위원회,권유관,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"45,300","1,500","13,100","33,700"
14433,2014,정부공직자윤리위원회,권유관,경상남도 의회,의원,예금,"68,435","8,287","37,744","38,978"
14434,2014,정부공직자윤리위원회,권유관,경상남도 의회,의원,채무,"-777,253","-5,990","-49,211","-734,032"
14435,2014,정부공직자윤리위원회,권유관,경상남도 의회,의원,총계,"266,902","8,866","74,981","200,787"
14436,2014,정부공직자윤리위원회,김갑,경상남도 의회,의원,토지,"308,794","37,235",0,"346,029"
14437,2014,정부공직자윤리위원회,김갑,경상남도 의회,의원,건물,"50,884","1,295",0,"52,179"
14438,2014,정부공직자윤리위원회,김갑,경상남도 의회,의원,예금,"14,774","3,053","2,947","14,880"
14439,2014,정부공직자윤리위원회,김갑,경상남도 의회,의원,채무,"-297,822","-7,000","-18,422","-286,400"
14440,2014,정부공직자윤리위원회,김갑,경상남도 의회,의원,총계,"76,630","34,583","-15,475","126,688"
14441,2014,정부공직자윤리위원회,김경숙,경상남도 의회,의원,토지,"197,311",0,0,"197,311"
14442,2014,정부공직자윤리위원회,김경숙,경상남도 의회,의원,건물,"195,000",0,0,"195,000"
14443,2014,정부공직자윤리위원회,김경숙,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"37,640",0,"4,690","32,950"
14444,2014,정부공직자윤리위원회,김경숙,경상남도 의회,의원,예금,"80,254","29,275","60,883","48,646"
14445,2014,정부공직자윤리위원회,김경숙,경상남도 의회,의원,채무,"-155,742","-47,781","-35,865","-167,658"
14446,2014,정부공직자윤리위원회,김경숙,경상남도 의회,의원,골동품 및 예술품,"53,000",0,0,"53,000"
14447,2014,정부공직자윤리위원회,김경숙,경상남도 의회,의원,회원권,"8,500",0,0,"8,500"
14448,2014,정부공직자윤리위원회,김경숙,경상남도 의회,의원,총계,"415,963","-18,506","29,708","367,749"
14449,2014,정부공직자윤리위원회,김대겸,경상남도 의회,의원,토지,"2,502",106,0,"2,608"
14450,2014,정부공직자윤리위원회,김대겸,경상남도 의회,의원,건물,"71,502","1,800",0,"73,302"
14451,2014,정부공직자윤리위원회,김대겸,경상남도 의회,의원,예금,"42,567","13,208","14,171","41,604"
14452,2014,정부공직자윤리위원회,김대겸,경상남도 의회,의원,채무,"-78,564","-20,524","-8,400","-90,688"
14453,2014,정부공직자윤리위원회,김대겸,경상남도 의회,의원,고지거부 및 등록제외사항,"243,608",0,"243,608",0
14454,2014,정부공직자윤리위원회,김대겸,경상남도 의회,의원,총계,"281,615","-5,410","249,379","26,826"
14455,2014,정부공직자윤리위원회,김백용,경상남도 의회,의원,토지,"582,320","19,487","2,237","599,570"
14456,2014,정부공직자윤리위원회,김백용,경상남도 의회,의원,건물,"214,780","11,000",0,"225,780"
14457,2014,정부공직자윤리위원회,김백용,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,500",0,500,"9,000"
14458,2014,정부공직자윤리위원회,김백용,경상남도 의회,의원,예금,"40,173","6,063","2,747","43,489"
14459,2014,정부공직자윤리위원회,김백용,경상남도 의회,의원,채무,"-1,341,274",0,"-5,029","-1,336,245"
14460,2014,정부공직자윤리위원회,김백용,경상남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0
14461,2014,정부공직자윤리위원회,김백용,경상남도 의회,의원,총계,"-494,501","36,550",455,"-458,406"
14462,2014,정부공직자윤리위원회,김부영,경상남도 의회,의원,토지,"131,200","17,233",0,"148,433"
14463,2014,정부공직자윤리위원회,김부영,경상남도 의회,의원,건물,"38,830",370,0,"39,200"
14464,2014,정부공직자윤리위원회,김부영,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,500",0,900,"15,600"
14465,2014,정부공직자윤리위원회,김부영,경상남도 의회,의원,예금,"96,269","69,598","10,985","154,882"
14466,2014,정부공직자윤리위원회,김부영,경상남도 의회,의원,채무,"-95,768",0,"-2,310","-93,458"
14467,2014,정부공직자윤리위원회,김부영,경상남도 의회,의원,총계,"187,031","87,201","9,575","264,657"
14468,2014,정부공직자윤리위원회,김선기,경상남도 의회,의원,토지,"997,893","519,328","77,061","1,440,160"
14469,2014,정부공직자윤리위원회,김선기,경상남도 의회,의원,건물,"670,454","88,988","16,000","743,442"
14470,2014,정부공직자윤리위원회,김선기,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"373,160",0,"6,000","367,160"
14471,2014,정부공직자윤리위원회,김선기,경상남도 의회,의원,예금,"422,147","56,716","45,604","433,259"
14472,2014,정부공직자윤리위원회,김선기,경상남도 의회,의원,유가증권,"40,000",0,0,"40,000"
14473,2014,정부공직자윤리위원회,김선기,경상남도 의회,의원,채권,"330,000",0,0,"330,000"
14474,2014,정부공직자윤리위원회,김선기,경상남도 의회,의원,채무,"-2,327,700","-241,260","-265,971","-2,302,989"
14475,2014,정부공직자윤리위원회,김선기,경상남도 의회,의원,총계,"505,954","423,772","-121,306","1,051,032"
14476,2014,정부공직자윤리위원회,김성규,경상남도 의회,의원,토지,"2,232,344","88,975","135,000","2,186,319"
14477,2014,정부공직자윤리위원회,김성규,경상남도 의회,의원,건물,"1,083,370","39,032",0,"1,122,402"
14478,2014,정부공직자윤리위원회,김성규,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"45,600","22,000",300,"67,300"
14479,2014,정부공직자윤리위원회,김성규,경상남도 의회,의원,예금,"217,547","74,812","82,838","209,521"
14480,2014,정부공직자윤리위원회,김성규,경상남도 의회,의원,채무,"-2,015,260","-281,802","-288,500","-2,008,562"
14481,2014,정부공직자윤리위원회,김성규,경상남도 의회,의원,총계,"1,563,601","-56,983","-70,362","1,576,980"
14482,2014,정부공직자윤리위원회,김영기,경상남도 의회,의원,토지,"229,491","18,972",0,"248,463"
14483,2014,정부공직자윤리위원회,김영기,경상남도 의회,의원,건물,"532,918","11,712","17,000","527,630"
14484,2014,정부공직자윤리위원회,김영기,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"34,230",0,"1,712","32,518"
14485,2014,정부공직자윤리위원회,김영기,경상남도 의회,의원,예금,"136,512","60,903","34,481","162,934"
14486,2014,정부공직자윤리위원회,김영기,경상남도 의회,의원,채권,"375,000",0,0,"375,000"
14487,2014,정부공직자윤리위원회,김영기,경상남도 의회,의원,채무,"-597,214","-21,482","-56,164","-562,532"
14488,2014,정부공직자윤리위원회,김영기,경상남도 의회,의원,고지거부 및 등록제외사항,"21,187",0,"21,187",0
14489,2014,정부공직자윤리위원회,김영기,경상남도 의회,의원,총계,"732,124","70,105","18,216","784,013"
14490,2014,정부공직자윤리위원회,김윤근,경상남도 의회,의원,토지,"28,836","2,378","4,135","27,079"
14491,2014,정부공직자윤리위원회,김윤근,경상남도 의회,의원,건물,"27,700",0,"1,000","26,700"
14492,2014,정부공직자윤리위원회,김윤근,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"36,180",0,"8,580","27,600"
14493,2014,정부공직자윤리위원회,김윤근,경상남도 의회,의원,예금,"77,235","64,200","11,522","129,913"
14494,2014,정부공직자윤리위원회,김윤근,경상남도 의회,의원,채권,"170,000",0,0,"170,000"
14495,2014,정부공직자윤리위원회,김윤근,경상남도 의회,의원,채무,"-106,220","-21,600","-27,660","-100,160"
14496,2014,정부공직자윤리위원회,김윤근,경상남도 의회,의원,고지거부 및 등록제외사항,"25,477",0,"25,477",0
14497,2014,정부공직자윤리위원회,김윤근,경상남도 의회,의원,총계,"259,208","44,978","23,054","281,132"
14498,2014,정부공직자윤리위원회,김정자,경상남도 의회,의원,토지,"48,069","1,569",0,"49,638"
14499,2014,정부공직자윤리위원회,김정자,경상남도 의회,의원,건물,"559,500","599,060","284,000","874,560"
14500,2014,정부공직자윤리위원회,김정자,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,860","15,000",993,"33,867"
14501,2014,정부공직자윤리위원회,김정자,경상남도 의회,의원,예금,"385,353","100,770","319,564","166,559"
14502,2014,정부공직자윤리위원회,김정자,경상남도 의회,의원,유가증권,70,11,0,81
14503,2014,정부공직자윤리위원회,김정자,경상남도 의회,의원,채무,"-49,500","-86,170",0,"-135,670"
14504,2014,정부공직자윤리위원회,김정자,경상남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0
14505,2014,정부공직자윤리위원회,김정자,경상남도 의회,의원,총계,"963,352","630,240","604,557","989,035"
14506,2014,정부공직자윤리위원회,김종수,경상남도 의회,의원,토지,"114,000","16,000",0,"130,000"
14507,2014,정부공직자윤리위원회,김종수,경상남도 의회,의원,건물,"177,000","23,000",0,"200,000"
14508,2014,정부공직자윤리위원회,김종수,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,000",0,"4,500","12,500"
14509,2014,정부공직자윤리위원회,김종수,경상남도 의회,의원,예금,"490,192","354,069","264,347","579,914"
14510,2014,정부공직자윤리위원회,김종수,경상남도 의회,의원,유가증권,0,24,0,24
14511,2014,정부공직자윤리위원회,김종수,경상남도 의회,의원,채무,0,"-3,010",0,"-3,010"
14512,2014,정부공직자윤리위원회,김종수,경상남도 의회,의원,총계,"798,192","390,083","268,847","919,428"
14513,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,토지,"788,769","151,642","1,673","938,738"
14514,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,건물,"710,914","27,034","29,000","708,948"
14515,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"35,685","2,205",0,"37,890"
14516,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,예금,"395,281","402,476","238,978","558,779"
14517,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,유가증권,0,28,0,28
14518,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,채권,0,"259,100",0,"259,100"
14519,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,채무,"-200,000","-339,100",0,"-539,100"
14520,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,합명·합자·유한회사 출자지분,"59,000",0,0,"59,000"
14521,2014,정부공직자윤리위원회,김창규,경상남도 의회,의원,총계,"1,789,649","503,385","269,651","2,023,383"
14522,2014,정부공직자윤리위원회,명희진,경상남도 의회,의원,건물,"244,000",0,"4,000","240,000"
14523,2014,정부공직자윤리위원회,명희진,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,660",0,633,"12,027"
14524,2014,정부공직자윤리위원회,명희진,경상남도 의회,의원,예금,"86,279","30,207","25,218","91,268"
14525,2014,정부공직자윤리위원회,명희진,경상남도 의회,의원,채무,"-204,933","-48,326","-29,933","-223,326"
14526,2014,정부공직자윤리위원회,명희진,경상남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0
14527,2014,정부공직자윤리위원회,명희진,경상남도 의회,의원,총계,"138,006","-18,119",-82,"119,969"
14528,2014,정부공직자윤리위원회,문준희,경상남도 의회,의원,토지,"319,366","13,243",0,"332,609"
14529,2014,정부공직자윤리위원회,문준희,경상남도 의회,의원,건물,"368,312",0,"4,277","364,035"
14530,2014,정부공직자윤리위원회,문준희,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,720",0,"2,450","23,270"
14531,2014,정부공직자윤리위원회,문준희,경상남도 의회,의원,예금,"240,415","59,962","80,246","220,131"
14532,2014,정부공직자윤리위원회,문준희,경상남도 의회,의원,채권,"30,000",0,0,"30,000"
14533,2014,정부공직자윤리위원회,문준희,경상남도 의회,의원,채무,"-5,499",0,"-5,499",0
14534,2014,정부공직자윤리위원회,문준희,경상남도 의회,의원,비영리법인에의한 출연재산,,,,
14535,2014,정부공직자윤리위원회,문준희,경상남도 의회,의원,총계,"978,314","73,205","81,474","970,045"
14536,2014,정부공직자윤리위원회,박동식,경상남도 의회,의원,토지,"79,416","22,429",0,"101,845"
14537,2014,정부공직자윤리위원회,박동식,경상남도 의회,의원,건물,"352,968","24,341",0,"377,309"
14538,2014,정부공직자윤리위원회,박동식,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,"5,000",0,"5,000"
14539,2014,정부공직자윤리위원회,박동식,경상남도 의회,의원,예금,"165,551","78,251","40,675","203,127"
14540,2014,정부공직자윤리위원회,박동식,경상남도 의회,의원,채무,"-81,000",0,0,"-81,000"
14541,2014,정부공직자윤리위원회,박동식,경상남도 의회,의원,합명·합자·유한회사 출자지분,"129,990",0,0,"129,990"
14542,2014,정부공직자윤리위원회,박동식,경상남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0
14543,2014,정부공직자윤리위원회,박동식,경상남도 의회,의원,총계,"646,925","130,021","40,675","736,271"
14544,2014,정부공직자윤리위원회,배종량,경상남도 의회,의원,토지,"269,606","9,182","134,940","143,848"
14545,2014,정부공직자윤리위원회,배종량,경상남도 의회,의원,건물,"220,000","138,920",0,"358,920"
14546,2014,정부공직자윤리위원회,배종량,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"41,900",0,"2,280","39,620"
14547,2014,정부공직자윤리위원회,배종량,경상남도 의회,의원,예금,"146,129","69,343","39,817","175,655"
14548,2014,정부공직자윤리위원회,배종량,경상남도 의회,의원,유가증권,237,0,96,141
14549,2014,정부공직자윤리위원회,배종량,경상남도 의회,의원,채권,"100,000",0,0,"100,000"
14550,2014,정부공직자윤리위원회,배종량,경상남도 의회,의원,채무,"-9,695","-12,932","-4,976","-17,651"
14551,2014,정부공직자윤리위원회,배종량,경상남도 의회,의원,총계,"768,177","204,513","172,157","800,533"
14552,2014,정부공직자윤리위원회,백신종,경상남도 의회,의원,토지,"19,851",585,0,"20,436"
14553,2014,정부공직자윤리위원회,백신종,경상남도 의회,의원,건물,"32,580","1,080",0,"33,660"
14554,2014,정부공직자윤리위원회,백신종,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,790",0,0,"8,790"
14555,2014,정부공직자윤리위원회,백신종,경상남도 의회,의원,예금,"16,133","3,805","8,458","11,480"
14556,2014,정부공직자윤리위원회,백신종,경상남도 의회,의원,채무,"-189,092","-9,180","-11,074","-187,198"
14557,2014,정부공직자윤리위원회,백신종,경상남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0
14558,2014,정부공직자윤리위원회,백신종,경상남도 의회,의원,총계,"-111,738","-3,710","-2,616","-112,832"
14559,2014,정부공직자윤리위원회,변현성,경상남도 의회,의원,토지,"63,476",881,0,"64,357"
14560,2014,정부공직자윤리위원회,변현성,경상남도 의회,의원,건물,"20,032",0,28,"20,004"
14561,2014,정부공직자윤리위원회,변현성,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,000",0,200,"1,800"
14562,2014,정부공직자윤리위원회,변현성,경상남도 의회,의원,예금,0,"26,031",0,"26,031"
14563,2014,정부공직자윤리위원회,변현성,경상남도 의회,의원,채권,"40,000","40,000","40,000","40,000"
14564,2014,정부공직자윤리위원회,변현성,경상남도 의회,의원,채무,"-194,160","-9,253","-18,077","-185,336"
14565,2014,정부공직자윤리위원회,변현성,경상남도 의회,의원,총계,"-68,652","57,659","22,151","-33,144"
14566,2014,정부공직자윤리위원회,서진식,경상남도 의회,의원,토지,"591,452","138,508","129,546","600,414"
14567,2014,정부공직자윤리위원회,서진식,경상남도 의회,의원,건물,"758,781","23,142","2,000","779,923"
14568,2014,정부공직자윤리위원회,서진식,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,530",0,677,"12,853"
14569,2014,정부공직자윤리위원회,서진식,경상남도 의회,의원,예금,"295,276","114,104","28,493","380,887"
14570,2014,정부공직자윤리위원회,서진식,경상남도 의회,의원,채무,"-185,453","-13,148","-185,453","-13,148"
14571,2014,정부공직자윤리위원회,서진식,경상남도 의회,의원,총계,"1,473,586","262,606","-24,737","1,760,929"
14572,2014,정부공직자윤리위원회,석영철,경상남도 의회,의원,건물,"208,000","108,000","47,000","269,000"
14573,2014,정부공직자윤리위원회,석영철,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,210",0,211,"3,999"
14574,2014,정부공직자윤리위원회,석영철,경상남도 의회,의원,예금,"205,881","93,865","150,497","149,249"
14575,2014,정부공직자윤리위원회,석영철,경상남도 의회,의원,채무,"-166,929","-73,167","-49,284","-190,812"
14576,2014,정부공직자윤리위원회,석영철,경상남도 의회,의원,고지거부 및 등록제외사항,30,0,30,0
14577,2014,정부공직자윤리위원회,석영철,경상남도 의회,의원,총계,"251,192","128,698","148,454","231,436"
14578,2014,정부공직자윤리위원회,성경호,경상남도 의회,의원,토지,"207,578","1,484","137,475","71,587"
14579,2014,정부공직자윤리위원회,성경호,경상남도 의회,의원,건물,"59,000","734,205",0,"793,205"
14580,2014,정부공직자윤리위원회,성경호,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"47,100",0,"2,730","44,370"
14581,2014,정부공직자윤리위원회,성경호,경상남도 의회,의원,예금,"29,514","36,365","21,348","44,531"
14582,2014,정부공직자윤리위원회,성경호,경상남도 의회,의원,채무,"-172,794","-612,740","-59,580","-725,954"
14583,2014,정부공직자윤리위원회,성경호,경상남도 의회,의원,총계,"170,398","159,314","101,973","227,739"
14584,2014,정부공직자윤리위원회,성계관,경상남도 의회,의원,토지,"1,028,391","73,218",0,"1,101,609"
14585,2014,정부공직자윤리위원회,성계관,경상남도 의회,의원,건물,"2,020,658",0,"207,771","1,812,887"
14586,2014,정부공직자윤리위원회,성계관,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,800","27,040",900,"40,940"
14587,2014,정부공직자윤리위원회,성계관,경상남도 의회,의원,예금,"103,517","21,957","28,195","97,279"
14588,2014,정부공직자윤리위원회,성계관,경상남도 의회,의원,유가증권,"517,169","980,942","517,169","980,942"
14589,2014,정부공직자윤리위원회,성계관,경상남도 의회,의원,채무,"-1,768,482","-1,275,902","-1,075,070","-1,969,314"
14590,2014,정부공직자윤리위원회,성계관,경상남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0
14591,2014,정부공직자윤리위원회,성계관,경상남도 의회,의원,총계,"1,916,053","-172,745","-321,035","2,064,343"
14592,2014,정부공직자윤리위원회,심규환,경상남도 의회,의원,건물,"384,800","2,100","156,000","230,900"
14593,2014,정부공직자윤리위원회,심규환,경상남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,000","13,730",0,"21,730"
14594,2014,정부공직자윤리위원회,심규환,경상남도 의회,의원,예금,"372,444","307,827","230,777","449,494"
14595,2014,정부공직자윤리위원회,심규환,경상남도 의회,의원,채무,"-395,013","-67,523","-238,169","-224,367"
