순번,연도,관할기관,이름,소속,직위,구분,종전가액,증가액,감소액,현재가액
1,2014,국회공직자윤리위원회,강창희,국회,국회의장,토지,"110,096 ","4,574 ",0 ,"114,670 "
2,2014,국회공직자윤리위원회,강창희,국회,국회의장,건물,"1,264,259 ","1,000 ","196,435 ","1,068,824 "
3,2014,국회공직자윤리위원회,강창희,국회,국회의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"35,520 ",0 ,"4,390 ","31,130 "
4,2014,국회공직자윤리위원회,강창희,국회,국회의장,예금,"1,356,935 ","458,909 ","316,559 ","1,499,285 "
5,2014,국회공직자윤리위원회,강창희,국회,국회의장,유가증권,"16,040 ","2,161 ",0 ,"18,201 "
6,2014,국회공직자윤리위원회,강창희,국회,국회의장,채무,"-262,000 ","-13,395 ","-42,000 ","-233,395 "
7,2014,국회공직자윤리위원회,강창희,국회,국회의장,회원권,"80,550 ",0 ,0 ,"80,550 "
8,2014,국회공직자윤리위원회,강창희,국회,국회의장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
9,2014,국회공직자윤리위원회,강창희,국회,국회의장,총계,"2,601,400 ","453,249 ","475,384 ","2,579,265 "
10,2014,국회공직자윤리위원회,이병석,국회,국회부의장,건물,"345,000 ","400,000 ","220,000 ","525,000 "
11,2014,국회공직자윤리위원회,이병석,국회,국회부의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,000 ",0 ,889 ,"3,111 "
12,2014,국회공직자윤리위원회,이병석,국회,국회부의장,예금,"167,878 ","130,938 ","53,200 ","245,616 "
13,2014,국회공직자윤리위원회,이병석,국회,국회부의장,유가증권,"1,396 ","5,387 ",0 ,"6,783 "
14,2014,국회공직자윤리위원회,이병석,국회,국회부의장,채무,"-80,000 ","-216,578 ",0 ,"-296,578 "
15,2014,국회공직자윤리위원회,이병석,국회,국회부의장,고지거부 및 등록제외사항,"34,009 ",0 ,"34,009 ",0 
16,2014,국회공직자윤리위원회,이병석,국회,국회부의장,총계,"472,283 ","319,747 ","308,098 ","483,932 "
17,2014,국회공직자윤리위원회,박병석,국회,국회부의장,토지,"368,451 ","6,534 ",0 ,"374,985 "
18,2014,국회공직자윤리위원회,박병석,국회,국회부의장,건물,"2,836,288 ","11,280 ","240,000 ","2,607,568 "
19,2014,국회공직자윤리위원회,박병석,국회,국회부의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"34,560 ",0 ,"21,280 ","13,280 "
20,2014,국회공직자윤리위원회,박병석,국회,국회부의장,예금,"292,139 ","89,295 ","6,409 ","375,025 "
21,2014,국회공직자윤리위원회,박병석,국회,국회부의장,채권,"50,000 ",0 ,"50,000 ",0 
22,2014,국회공직자윤리위원회,박병석,국회,국회부의장,채무,"-128,000 ","-100,000 ","-50,000 ","-178,000 "
23,2014,국회공직자윤리위원회,박병석,국회,국회부의장,회원권,"18,000 ",0 ,0 ,"18,000 "
24,2014,국회공직자윤리위원회,박병석,국회,국회부의장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
25,2014,국회공직자윤리위원회,박병석,국회,국회부의장,총계,"3,471,438 ","7,109 ","267,689 ","3,210,858 "
26,2014,국회공직자윤리위원회,강기윤,국회,국회의원,토지,"1,385,953 ","94,128 ",0 ,"1,480,081 "
27,2014,국회공직자윤리위원회,강기윤,국회,국회의원,건물,"3,094,515 ","419,882 ","350,000 ","3,164,397 "
28,2014,국회공직자윤리위원회,강기윤,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"287,205 ",0 ,984 ,"286,221 "
29,2014,국회공직자윤리위원회,강기윤,국회,국회의원,예금,"492,818 ","382,065 ","297,055 ","577,828 "
30,2014,국회공직자윤리위원회,강기윤,국회,국회의원,유가증권,"1,002,980 ",0 ,0 ,"1,002,980 "
31,2014,국회공직자윤리위원회,강기윤,국회,국회의원,채무,"-978,245 ","-309,536 ","-681,964 ","-605,817 "
32,2014,국회공직자윤리위원회,강기윤,국회,국회의원,고지거부 및 등록제외사항,"1,394 ",0 ,"1,394 ",0 
33,2014,국회공직자윤리위원회,강기윤,국회,국회의원,총계,"5,286,620 ","586,539 ","-32,531 ","5,905,690 "
34,2014,국회공직자윤리위원회,강기정,국회,국회의원,건물,"145,000 ","2,000 ",0 ,"147,000 "
35,2014,국회공직자윤리위원회,강기정,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,310 ",0 ,520 ,"8,790 "
36,2014,국회공직자윤리위원회,강기정,국회,국회의원,예금,"464,134 ","154,195 ","166,345 ","451,984 "
37,2014,국회공직자윤리위원회,강기정,국회,국회의원,유가증권,"1,000 ",0 ,0 ,"1,000 "
38,2014,국회공직자윤리위원회,강기정,국회,국회의원,채권,"48,000 ",0 ,"48,000 ",0 
39,2014,국회공직자윤리위원회,강기정,국회,국회의원,채무,"-48,000 ",0 ,"-48,000 ",0 
40,2014,국회공직자윤리위원회,강기정,국회,국회의원,총계,"619,444 ","156,195 ","166,865 ","608,774 "
41,2014,국회공직자윤리위원회,강길부,국회,국회의원,토지,"1,188,031 ","62,590 ",0 ,"1,250,621 "
42,2014,국회공직자윤리위원회,강길부,국회,국회의원,건물,"2,051,628 ","275,397 ",0 ,"2,327,025 "
43,2014,국회공직자윤리위원회,강길부,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,210 ",0 ,"2,180 ","12,030 "
44,2014,국회공직자윤리위원회,강길부,국회,국회의원,예금,"617,684 ","693,043 ","545,100 ","765,627 "
45,2014,국회공직자윤리위원회,강길부,국회,국회의원,유가증권,0 ,0 ,0 ,0 
46,2014,국회공직자윤리위원회,강길부,국회,국회의원,채권,"130,000 ",0 ,"130,000 ",0 
47,2014,국회공직자윤리위원회,강길부,국회,국회의원,채무,"-742,597 ","-640,000 ","-236,970 ","-1,145,627 "
48,2014,국회공직자윤리위원회,강길부,국회,국회의원,회원권,"1,500 ",0 ,0 ,"1,500 "
49,2014,국회공직자윤리위원회,강길부,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
50,2014,국회공직자윤리위원회,강길부,국회,국회의원,총계,"3,260,456 ","391,030 ","440,310 ","3,211,176 "
51,2014,국회공직자윤리위원회,강동원,국회,국회의원,토지,"3,324 ",12 ,0 ,"3,336 "
52,2014,국회공직자윤리위원회,강동원,국회,국회의원,건물,"474,000 ","20,000 ",0 ,"494,000 "
53,2014,국회공직자윤리위원회,강동원,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"27,770 ",0 ,"27,770 "
54,2014,국회공직자윤리위원회,강동원,국회,국회의원,예금,"85,690 ","62,184 ","3,001 ","144,873 "
55,2014,국회공직자윤리위원회,강동원,국회,국회의원,유가증권,"10,627 ","11,296 ","10,110 ","11,813 "
56,2014,국회공직자윤리위원회,강동원,국회,국회의원,채무,"-723,790 ","-30,000 ","-1,963 ","-751,827 "
57,2014,국회공직자윤리위원회,강동원,국회,국회의원,골동품 및 예술품,"40,000 ",0 ,"40,000 ",0 
58,2014,국회공직자윤리위원회,강동원,국회,국회의원,총계,"-110,149 ","91,262 ","51,148 ","-70,035 "
59,2014,국회공직자윤리위원회,강석호,국회,국회의원,토지,"2,058,543 ","87,715 ","38,279 ","2,107,979 "
60,2014,국회공직자윤리위원회,강석호,국회,국회의원,건물,"3,652,604 ","53,599 ","491,000 ","3,215,203 "
61,2014,국회공직자윤리위원회,강석호,국회,국회의원,예금,"7,078,398 ","8,840,059 ","6,235,276 ","9,683,181 "
62,2014,국회공직자윤리위원회,강석호,국회,국회의원,유가증권,"1,284,428 ","101,610 ","3,927 ","1,382,111 "
63,2014,국회공직자윤리위원회,강석호,국회,국회의원,채무,"-120,000 ",0 ,0 ,"-120,000 "
64,2014,국회공직자윤리위원회,강석호,국회,국회의원,회원권,"76,950 ","5,000 ",0 ,"81,950 "
65,2014,국회공직자윤리위원회,강석호,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
66,2014,국회공직자윤리위원회,강석호,국회,국회의원,총계,"14,030,923 ","9,087,983 ","6,768,482 ","16,350,424 "
67,2014,국회공직자윤리위원회,강석훈,국회,국회의원,토지,"17,478 ","1,759 ",0 ,"19,237 "
68,2014,국회공직자윤리위원회,강석훈,국회,국회의원,건물,"848,000 ",0 ,"85,000 ","763,000 "
69,2014,국회공직자윤리위원회,강석훈,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,438 ",0 ,"26,438 ",0 
70,2014,국회공직자윤리위원회,강석훈,국회,국회의원,예금,"511,865 ","312,560 ","133,962 ","690,463 "
71,2014,국회공직자윤리위원회,강석훈,국회,국회의원,채무,"-37,274 ",0 ,"-9,955 ","-27,319 "
72,2014,국회공직자윤리위원회,강석훈,국회,국회의원,회원권,"75,000 ",0 ,0 ,"75,000 "
73,2014,국회공직자윤리위원회,강석훈,국회,국회의원,총계,"1,441,507 ","314,319 ","235,445 ","1,520,381 "
74,2014,국회공직자윤리위원회,강은희,국회,국회의원,건물,"459,200 ","100,000 ","34,200 ","525,000 "
75,2014,국회공직자윤리위원회,강은희,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,994 ","21,000 ",0 ,"35,994 "
76,2014,국회공직자윤리위원회,강은희,국회,국회의원,예금,"441,831 ","139,015 ","76,258 ","504,588 "
77,2014,국회공직자윤리위원회,강은희,국회,국회의원,유가증권,"934,875 ",0 ,0 ,"934,875 "
78,2014,국회공직자윤리위원회,강은희,국회,국회의원,채권,"25,000 ",0 ,"25,000 ",0 
79,2014,국회공직자윤리위원회,강은희,국회,국회의원,채무,"-304,848 ",0 ,"-23,826 ","-281,022 "
80,2014,국회공직자윤리위원회,강은희,국회,국회의원,총계,"1,571,052 ","260,015 ","111,632 ","1,719,435 "
81,2014,국회공직자윤리위원회,강창일,국회,국회의원,토지,"1,373 ",0 ,0 ,"1,373 "
82,2014,국회공직자윤리위원회,강창일,국회,국회의원,건물,"568,306 ","564,000 ",0 ,"1,132,306 "
83,2014,국회공직자윤리위원회,강창일,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,970 ",0 ,"2,970 ","12,000 "
84,2014,국회공직자윤리위원회,강창일,국회,국회의원,현금,"20,000 ",0 ,"10,000 ","10,000 "
85,2014,국회공직자윤리위원회,강창일,국회,국회의원,예금,"426,410 ","281,778 ","232,590 ","475,598 "
86,2014,국회공직자윤리위원회,강창일,국회,국회의원,채무,"-91,712 ","-416,637 ","-62,589 ","-445,760 "
87,2014,국회공직자윤리위원회,강창일,국회,국회의원,총계,"939,347 ","429,141 ","182,971 ","1,185,517 "
88,2014,국회공직자윤리위원회,경대수,국회,국회의원,토지,"154,607 ",95 ,0 ,"154,702 "
89,2014,국회공직자윤리위원회,경대수,국회,국회의원,건물,"1,626,000 ",0 ,"372,000 ","1,254,000 "
90,2014,국회공직자윤리위원회,경대수,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"58,804 ",0 ,"12,490 ","46,314 "
91,2014,국회공직자윤리위원회,경대수,국회,국회의원,예금,"463,929 ","114,021 ","12,366 ","565,584 "
92,2014,국회공직자윤리위원회,경대수,국회,국회의원,유가증권,"3,738 ",0 ,655 ,"3,083 "
93,2014,국회공직자윤리위원회,경대수,국회,국회의원,채권,"100,000 ",0 ,0 ,"100,000 "
94,2014,국회공직자윤리위원회,경대수,국회,국회의원,채무,"-1,461,231 ","-29,362 ","-22,129 ","-1,468,464 "
95,2014,국회공직자윤리위원회,경대수,국회,국회의원,총계,"945,847 ","84,754 ","375,382 ","655,219 "
96,2014,국회공직자윤리위원회,권성동,국회,국회의원,건물,"1,171,000 ",0 ,"144,000 ","1,027,000 "
97,2014,국회공직자윤리위원회,권성동,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,250 ",0 ,750 ,"9,500 "
98,2014,국회공직자윤리위원회,권성동,국회,국회의원,예금,"1,747,568 ","170,647 ","129,957 ","1,788,258 "
99,2014,국회공직자윤리위원회,권성동,국회,국회의원,유가증권,"19,120 ","2,542 ","8,074 ","13,588 "
100,2014,국회공직자윤리위원회,권성동,국회,국회의원,채권,"10,000 ",0 ,0 ,"10,000 "
101,2014,국회공직자윤리위원회,권성동,국회,국회의원,채무,"-6,762 ",0 ,"-6,762 ",0 
102,2014,국회공직자윤리위원회,권성동,국회,국회의원,회원권,"149,000 ",0 ,"12,000 ","137,000 "
103,2014,국회공직자윤리위원회,권성동,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
104,2014,국회공직자윤리위원회,권성동,국회,국회의원,총계,"3,100,176 ","173,189 ","288,019 ","2,985,346 "
105,2014,국회공직자윤리위원회,권은희,국회,국회의원,토지,"19,264 ",10 ,"19,048 ",226 
106,2014,국회공직자윤리위원회,권은희,국회,국회의원,건물,"503,000 ","68,000 ","164,000 ","407,000 "
107,2014,국회공직자윤리위원회,권은희,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,000 ",0 ,"2,000 ","3,000 "
108,2014,국회공직자윤리위원회,권은희,국회,국회의원,예금,"840,925 ","426,357 ","229,844 ","1,037,438 "
109,2014,국회공직자윤리위원회,권은희,국회,국회의원,채권,"50,000 ",0 ,"50,000 ",0 
110,2014,국회공직자윤리위원회,권은희,국회,국회의원,채무,"-25,839 ",0 ,"-9,624 ","-16,215 "
111,2014,국회공직자윤리위원회,권은희,국회,국회의원,회원권,"17,078 ",0 ,0 ,"17,078 "
112,2014,국회공직자윤리위원회,권은희,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
113,2014,국회공직자윤리위원회,권은희,국회,국회의원,총계,"1,409,428 ","494,367 ","455,268 ","1,448,527 "
114,2014,국회공직자윤리위원회,길정우,국회,국회의원,토지,"141,098 ","280,068 ",0 ,"421,166 "
115,2014,국회공직자윤리위원회,길정우,국회,국회의원,건물,"632,878 ","220,800 ","23,000 ","830,678 "
116,2014,국회공직자윤리위원회,길정우,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"53,183 ",0 ,"18,403 ","34,780 "
117,2014,국회공직자윤리위원회,길정우,국회,국회의원,예금,"175,110 ","40,952 ","22,290 ","193,772 "
118,2014,국회공직자윤리위원회,길정우,국회,국회의원,유가증권,"398,050 ",520 ,0 ,"398,570 "
119,2014,국회공직자윤리위원회,길정우,국회,국회의원,채무,"-181,902 ","-60,000 ","-139,221 ","-102,681 "
120,2014,국회공직자윤리위원회,길정우,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
121,2014,국회공직자윤리위원회,길정우,국회,국회의원,총계,"1,218,417 ","482,340 ","-75,528 ","1,776,285 "
122,2014,국회공직자윤리위원회,김경협,국회,국회의원,토지,"26,962 ",0 ,793 ,"26,169 "
123,2014,국회공직자윤리위원회,김경협,국회,국회의원,건물,"359,000 ",0 ,"2,500 ","356,500 "
124,2014,국회공직자윤리위원회,김경협,국회,국회의원,예금,"165,034 ","84,491 ","29,092 ","220,433 "
125,2014,국회공직자윤리위원회,김경협,국회,국회의원,유가증권,"50,028 ","9,848 ","19,948 ","39,928 "
126,2014,국회공직자윤리위원회,김경협,국회,국회의원,채무,"-269,500 ","-85,000 ","-107,000 ","-247,500 "
127,2014,국회공직자윤리위원회,김경협,국회,국회의원,총계,"331,524 ","9,339 ","-54,667 ","395,530 "
128,2014,국회공직자윤리위원회,김관영,국회,국회의원,건물,"1,133,900 ","300,000 ","56,000 ","1,377,900 "
129,2014,국회공직자윤리위원회,김관영,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"32,875 ","8,655 ",0 ,"41,530 "
130,2014,국회공직자윤리위원회,김관영,국회,국회의원,예금,"446,941 ","48,778 ","132,390 ","363,329 "
131,2014,국회공직자윤리위원회,김관영,국회,국회의원,채권,"200,000 ",0 ,0 ,"200,000 "
132,2014,국회공직자윤리위원회,김관영,국회,국회의원,채무,"-692,286 ","-572,238 ","-236,876 ","-1,027,648 "
133,2014,국회공직자윤리위원회,김관영,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
134,2014,국회공직자윤리위원회,김관영,국회,국회의원,총계,"1,121,430 ","-214,805 ","-48,486 ","955,111 "
135,2014,국회공직자윤리위원회,김광림,국회,국회의원,토지,"99,006 ","58,714 ","22,800 ","134,920 "
136,2014,국회공직자윤리위원회,김광림,국회,국회의원,건물,"3,500,730 ","14,569 ","228,122 ","3,287,177 "
137,2014,국회공직자윤리위원회,김광림,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"87,190 ",0 ,"57,760 ","29,430 "
138,2014,국회공직자윤리위원회,김광림,국회,국회의원,예금,"1,479,433 ","1,399,281 ","771,390 ","2,107,324 "
139,2014,국회공직자윤리위원회,김광림,국회,국회의원,유가증권,6 ,2 ,0 ,8 
140,2014,국회공직자윤리위원회,김광림,국회,국회의원,채권,"170,000 ","30,000 ",0 ,"200,000 "
141,2014,국회공직자윤리위원회,김광림,국회,국회의원,채무,"-290,000 ","-120,000 ","-100,000 ","-310,000 "
142,2014,국회공직자윤리위원회,김광림,국회,국회의원,총계,"5,046,365 ","1,382,566 ","980,072 ","5,448,859 "
143,2014,국회공직자윤리위원회,김광진,국회,국회의원,토지,"54,768 ","1,713 ",0 ,"56,481 "
144,2014,국회공직자윤리위원회,김광진,국회,국회의원,건물,"10,000 ","100,000 ","10,000 ","100,000 "
145,2014,국회공직자윤리위원회,김광진,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,935 ",0 ,"14,935 ",0 
146,2014,국회공직자윤리위원회,김광진,국회,국회의원,예금,"20,927 ","121,741 ",429 ,"142,239 "
147,2014,국회공직자윤리위원회,김광진,국회,국회의원,유가증권,"73,000 ",0 ,"73,000 ",0 
148,2014,국회공직자윤리위원회,김광진,국회,국회의원,채무,"-165,178 ","-140,000 ","-99,178 ","-206,000 "
149,2014,국회공직자윤리위원회,김광진,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
150,2014,국회공직자윤리위원회,김광진,국회,국회의원,총계,"8,452 ","83,454 ",-814 ,"92,720 "
151,2014,국회공직자윤리위원회,김기선,국회,국회의원,토지,"80,190 ","10,391 ",0 ,"90,581 "
152,2014,국회공직자윤리위원회,김기선,국회,국회의원,건물,"514,000 ",0 ,"44,000 ","470,000 "
153,2014,국회공직자윤리위원회,김기선,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,080 ",0 ,980 ,"16,100 "
154,2014,국회공직자윤리위원회,김기선,국회,국회의원,예금,"158,564 ","157,800 ","95,455 ","220,909 "
155,2014,국회공직자윤리위원회,김기선,국회,국회의원,채권,"260,000 ",0 ,"10,000 ","250,000 "
156,2014,국회공직자윤리위원회,김기선,국회,국회의원,채무,"-325,439 ",0 ,"-25,752 ","-299,687 "
157,2014,국회공직자윤리위원회,김기선,국회,국회의원,총계,"704,395 ","168,191 ","124,683 ","747,903 "
158,2014,국회공직자윤리위원회,김기식,국회,국회의원,토지,"9,389 ",535 ,0 ,"9,924 "
159,2014,국회공직자윤리위원회,김기식,국회,국회의원,건물,"358,000 ","395,000 ","155,000 ","598,000 "
160,2014,국회공직자윤리위원회,김기식,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,260 ",0 ,900 ,"3,360 "
161,2014,국회공직자윤리위원회,김기식,국회,국회의원,예금,"228,039 ","197,242 ","33,027 ","392,254 "
162,2014,국회공직자윤리위원회,김기식,국회,국회의원,유가증권,"16,683 ","1,235 ",641 ,"17,277 "
163,2014,국회공직자윤리위원회,김기식,국회,국회의원,채무,0 ,"-180,000 ",0 ,"-180,000 "
164,2014,국회공직자윤리위원회,김기식,국회,국회의원,고지거부 및 등록제외사항,"3,034 ",0 ,"3,034 ",0 
165,2014,국회공직자윤리위원회,김기식,국회,국회의원,총계,"619,405 ","414,012 ","192,602 ","840,815 "
166,2014,국회공직자윤리위원회,김기준,국회,국회의원,건물,"828,000 ",0 ,"64,000 ","764,000 "
167,2014,국회공직자윤리위원회,김기준,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,000 ",0 ,"3,200 ","8,800 "
168,2014,국회공직자윤리위원회,김기준,국회,국회의원,예금,"578,896 ","124,164 ","157,670 ","545,390 "
169,2014,국회공직자윤리위원회,김기준,국회,국회의원,유가증권,"13,716 ","14,926 ","13,716 ","14,926 "
170,2014,국회공직자윤리위원회,김기준,국회,국회의원,채권,"50,000 ",0 ,"50,000 ",0 
171,2014,국회공직자윤리위원회,김기준,국회,국회의원,채무,"-270,000 ",0 ,0 ,"-270,000 "
172,2014,국회공직자윤리위원회,김기준,국회,국회의원,골동품 및 예술품,"5,000 ",0 ,0 ,"5,000 "
173,2014,국회공직자윤리위원회,김기준,국회,국회의원,회원권,"15,750 ",0 ,0 ,"15,750 "
174,2014,국회공직자윤리위원회,김기준,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
175,2014,국회공직자윤리위원회,김기준,국회,국회의원,총계,"1,233,362 ","139,090 ","288,586 ","1,083,866 "
176,2014,국회공직자윤리위원회,김기현,국회,국회의원,토지,"124,253 ","15,712 ",0 ,"139,965 "
177,2014,국회공직자윤리위원회,김기현,국회,국회의원,건물,"6,206,583 ","295,994 ",0 ,"6,502,577 "
178,2014,국회공직자윤리위원회,김기현,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"55,820 ","32,027 ","8,070 ","79,777 "
179,2014,국회공직자윤리위원회,김기현,국회,국회의원,현금,"10,000 ",0 ,0 ,"10,000 "
180,2014,국회공직자윤리위원회,김기현,국회,국회의원,예금,"302,525 ","93,691 ","64,042 ","332,174 "
181,2014,국회공직자윤리위원회,김기현,국회,국회의원,채무,"-495,000 ","-75,000 ","-121,200 ","-448,800 "
182,2014,국회공직자윤리위원회,김기현,국회,국회의원,회원권,"42,160 ",0 ,0 ,"42,160 "
183,2014,국회공직자윤리위원회,김기현,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
184,2014,국회공직자윤리위원회,김기현,국회,국회의원,총계,"6,246,341 ","362,424 ","-49,088 ","6,657,853 "
185,2014,국회공직자윤리위원회,김도읍,국회,국회의원,토지,"504,761 ","11,059 ",0 ,"515,820 "
186,2014,국회공직자윤리위원회,김도읍,국회,국회의원,건물,"2,096,250 ","1,190,310 ","843,523 ","2,443,037 "
187,2014,국회공직자윤리위원회,김도읍,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,500 ",0 ,"3,075 ","17,425 "
188,2014,국회공직자윤리위원회,김도읍,국회,국회의원,예금,"366,223 ","79,252 ","204,119 ","241,356 "
189,2014,국회공직자윤리위원회,김도읍,국회,국회의원,유가증권,"7,193 ",0 ,"7,193 ",0 
190,2014,국회공직자윤리위원회,김도읍,국회,국회의원,채무,"-603,206 ","-745,037 ","-557,206 ","-791,037 "
191,2014,국회공직자윤리위원회,김도읍,국회,국회의원,총계,"2,391,721 ","535,584 ","500,704 ","2,426,601 "
192,2014,국회공직자윤리위원회,김동완,국회,국회의원,토지,"38,570 ","2,660 ",0 ,"41,230 "
193,2014,국회공직자윤리위원회,김동완,국회,국회의원,건물,"1,014,000 ","26,000 ","131,000 ","909,000 "
194,2014,국회공직자윤리위원회,김동완,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"62,360 ",0 ,"15,650 ","46,710 "
195,2014,국회공직자윤리위원회,김동완,국회,국회의원,예금,"106,940 ","43,128 ","42,429 ","107,639 "
196,2014,국회공직자윤리위원회,김동완,국회,국회의원,유가증권,"1,218 ",172 ,0 ,"1,390 "
197,2014,국회공직자윤리위원회,김동완,국회,국회의원,채무,"-355,527 ","-165,055 ","-195,639 ","-324,943 "
198,2014,국회공직자윤리위원회,김동완,국회,국회의원,회원권,"63,997 ",0 ,0 ,"63,997 "
199,2014,국회공직자윤리위원회,김동완,국회,국회의원,총계,"931,558 ","-93,095 ","-6,560 ","845,023 "
200,2014,국회공직자윤리위원회,김동철,국회,국회의원,토지,"5,087 ",207 ,0 ,"5,294 "
201,2014,국회공직자윤리위원회,김동철,국회,국회의원,건물,"1,133,800 ","573,000 ","998,800 ","708,000 "
202,2014,국회공직자윤리위원회,김동철,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"34,140 ",0 ,"4,850 ","29,290 "
203,2014,국회공직자윤리위원회,김동철,국회,국회의원,예금,"750,565 ","611,000 ","496,873 ","864,692 "
204,2014,국회공직자윤리위원회,김동철,국회,국회의원,유가증권,"1,500 ",0 ,0 ,"1,500 "
205,2014,국회공직자윤리위원회,김동철,국회,국회의원,총계,"1,925,092 ","1,184,207 ","1,500,523 ","1,608,776 "
206,2014,국회공직자윤리위원회,김명연,국회,국회의원,토지,"1,769,589 ","39,975 ","311,923 ","1,497,641 "
207,2014,국회공직자윤리위원회,김명연,국회,국회의원,건물,"437,313 ",0 ,"46,695 ","390,618 "
208,2014,국회공직자윤리위원회,김명연,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,060 ",0 ,"1,160 ","12,900 "
209,2014,국회공직자윤리위원회,김명연,국회,국회의원,예금,"225,354 ","431,576 ","74,503 ","582,427 "
210,2014,국회공직자윤리위원회,김명연,국회,국회의원,채권,"150,000 ",0 ,0 ,"150,000 "
211,2014,국회공직자윤리위원회,김명연,국회,국회의원,채무,"-1,588,870 ","-150,000 ","-570,000 ","-1,168,870 "
212,2014,국회공직자윤리위원회,김명연,국회,국회의원,총계,"1,007,446 ","321,551 ","-135,719 ","1,464,716 "
213,2014,국회공직자윤리위원회,김무성,국회,국회의원,토지,"2,415,956 ",0 ,0 ,"2,415,956 "
214,2014,국회공직자윤리위원회,김무성,국회,국회의원,건물,"2,395,000 ",0 ,"99,000 ","2,296,000 "
215,2014,국회공직자윤리위원회,김무성,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"27,250 ",0 ,"27,250 "
216,2014,국회공직자윤리위원회,김무성,국회,국회의원,예금,"10,047,313 ","60,553 ","2,548 ","10,105,318 "
217,2014,국회공직자윤리위원회,김무성,국회,국회의원,채권,"570,000 ",0 ,0 ,"570,000 "
218,2014,국회공직자윤리위원회,김무성,국회,국회의원,채무,"-1,681,976 ","-295,215 ","-291,655 ","-1,685,536 "
219,2014,국회공직자윤리위원회,김무성,국회,국회의원,회원권,"15,150 ",0 ,0 ,"15,150 "
220,2014,국회공직자윤리위원회,김무성,국회,국회의원,총계,"13,761,443 ","-207,412 ","-190,107 ","13,744,138 "
221,2014,국회공직자윤리위원회,김미희,국회,국회의원,토지,"9,891 ",0 ,13 ,"9,878 "
222,2014,국회공직자윤리위원회,김미희,국회,국회의원,건물,"260,000 ",0 ,0 ,"260,000 "
223,2014,국회공직자윤리위원회,김미희,국회,국회의원,예금,"8,442 ","56,012 ","1,140 ","63,314 "
224,2014,국회공직자윤리위원회,김미희,국회,국회의원,채무,"-238,340 ","-107,800 ","-36,910 ","-309,230 "
225,2014,국회공직자윤리위원회,김미희,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
