순번,연도,관할기관,성명,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
2530,2013,정부공직자윤리위원회,임재현,대통령실,제1부속실장,예금,"231,465 ","83,578 ","62,107 ","252,936 "
2531,2013,정부공직자윤리위원회,임재현,대통령실,제1부속실장,유가증권,"22,800 ","6,600 ",0 ,"29,400 "
2532,2013,정부공직자윤리위원회,임재현,대통령실,제1부속실장,채권,"120,000 ",0 ,"10,000 ","110,000 "
2533,2013,정부공직자윤리위원회,임재현,대통령실,제1부속실장,채무,"-440,000 ","-10,000 ","-5,000 ","-445,000 "
2534,2013,정부공직자윤리위원회,임재현,대통령실,제1부속실장,회원권,"5,000 ",0 ,0 ,"5,000 "
2535,2013,정부공직자윤리위원회,임재현,대통령실,제1부속실장,총계,"2,268,419 ","1,235,058 ","1,119,384 ","2,384,093 "
2536,2013,정부공직자윤리위원회,강현희,대통령실,제2부속실장,건물,"575,000 ","72,000 ","115,000 ","532,000 "
2537,2013,정부공직자윤리위원회,강현희,대통령실,제2부속실장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,000 ",0 ,"1,000 ","3,000 "
2538,2013,정부공직자윤리위원회,강현희,대통령실,제2부속실장,예금,"234,275 ","191,898 ","150,866 ","275,307 "
2539,2013,정부공직자윤리위원회,강현희,대통령실,제2부속실장,유가증권,"6,825 ",103 ,465 ,"6,463 "
2540,2013,정부공직자윤리위원회,강현희,대통령실,제2부속실장,채무,"-200,773 ","-50,665 ",-773 ,"-250,665 "
2541,2013,정부공직자윤리위원회,강현희,대통령실,제2부속실장,총계,"619,327 ","213,336 ","266,558 ","566,105 "
2542,2013,정부공직자윤리위원회,김영수,대통령실,연설기록비서관,토지,"176,096 ","8,075 ",0 ,"184,171 "
2543,2013,정부공직자윤리위원회,김영수,대통령실,연설기록비서관,건물,"484,000 ","35,000 ",0 ,"519,000 "
2544,2013,정부공직자윤리위원회,김영수,대통령실,연설기록비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,520 ",0 ,0 ,"3,520 "
2545,2013,정부공직자윤리위원회,김영수,대통령실,연설기록비서관,예금,"120,979 ","25,302 ","23,892 ","122,389 "
2546,2013,정부공직자윤리위원회,김영수,대통령실,연설기록비서관,유가증권,"2,013 ",0 ,"2,013 ",0 
2547,2013,정부공직자윤리위원회,김영수,대통령실,연설기록비서관,채무,"-380,539 ","-20,000 ","-57,170 ","-343,369 "
2548,2013,정부공직자윤리위원회,김영수,대통령실,연설기록비서관,총계,"406,069 ","48,377 ","-31,265 ","485,711 "
2549,2013,정부공직자윤리위원회,김범진,대통령실,정무비서관,건물,"586,000 ","150,000 ","341,000 ","395,000 "
2550,2013,정부공직자윤리위원회,김범진,대통령실,정무비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,000 ",0 ,"1,000 ","8,000 "
2551,2013,정부공직자윤리위원회,김범진,대통령실,정무비서관,예금,"208,356 ","34,800 ","62,072 ","181,084 "
2552,2013,정부공직자윤리위원회,김범진,대통령실,정무비서관,채무,"-245,000 ","-122,440 ","-220,000 ","-147,440 "
2553,2013,정부공직자윤리위원회,김범진,대통령실,정무비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2554,2013,정부공직자윤리위원회,김범진,대통령실,정무비서관,총계,"558,356 ","62,360 ","184,072 ","436,644 "
2555,2013,정부공직자윤리위원회,신학수,대통령실,민정1비서관,토지,"12,480 ",0 ,0 ,"12,480 "
2556,2013,정부공직자윤리위원회,신학수,대통령실,민정1비서관,건물,"684,910 ",0 ,0 ,"684,910 "
2557,2013,정부공직자윤리위원회,신학수,대통령실,민정1비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,880 ",0 ,"1,880 ","13,000 "
2558,2013,정부공직자윤리위원회,신학수,대통령실,민정1비서관,예금,"77,711 ","48,823 ","54,004 ","72,530 "
2559,2013,정부공직자윤리위원회,신학수,대통령실,민정1비서관,유가증권,"22,157 ",871 ,117 ,"22,911 "
2560,2013,정부공직자윤리위원회,신학수,대통령실,민정1비서관,총계,"812,138 ","49,694 ","56,001 ","805,831 "
2561,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,건물,"2,280,000 ",0 ,"120,000 ","2,160,000 "
2562,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"35,770 ",0 ,"5,480 ","30,290 "
2563,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,현금,0 ,"20,000 ",0 ,"20,000 "
2564,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,예금,"1,416,553 ","693,315 ","808,442 ","1,301,426 "
2565,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,채권,"350,000 ",0 ,0 ,"350,000 "
2566,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,채무,"-500,000 ",0 ,0 ,"-500,000 "
2567,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,회원권,"42,000 ",0 ,0 ,"42,000 "
2568,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2569,2013,정부공직자윤리위원회,권익환,대통령실,민정2비서관,총계,"3,624,323 ","713,315 ","933,922 ","3,403,716 "
2570,2013,정부공직자윤리위원회,장석명,대통령실,공직기강비서관,건물,"704,469 ",0 ,"15,000 ","689,469 "
2571,2013,정부공직자윤리위원회,장석명,대통령실,공직기강비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,030 ",0 ,"2,510 ","14,520 "
2572,2013,정부공직자윤리위원회,장석명,대통령실,공직기강비서관,예금,"95,963 ","40,628 ","46,293 ","90,298 "
2573,2013,정부공직자윤리위원회,장석명,대통령실,공직기강비서관,채권,0 ,"45,000 ",0 ,"45,000 "
2574,2013,정부공직자윤리위원회,장석명,대통령실,공직기강비서관,채무,"-392,523 ",0 ,"-32,199 ","-360,324 "
2575,2013,정부공직자윤리위원회,장석명,대통령실,공직기강비서관,총계,"424,939 ","85,628 ","31,604 ","478,963 "
2576,2013,정부공직자윤리위원회,강한승,대통령실,법무비서관,토지,"113,447 ",691 ,0 ,"114,138 "
2577,2013,정부공직자윤리위원회,강한승,대통령실,법무비서관,건물,"3,935,123 ","100,000 ","551,699 ","3,483,424 "
2578,2013,정부공직자윤리위원회,강한승,대통령실,법무비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,190 ",0 ,"5,460 ","20,730 "
2579,2013,정부공직자윤리위원회,강한승,대통령실,법무비서관,예금,"1,474,944 ","533,181 ","617,586 ","1,390,539 "
2580,2013,정부공직자윤리위원회,강한승,대통령실,법무비서관,유가증권,"137,500 ",0 ,0 ,"137,500 "
2581,2013,정부공직자윤리위원회,강한승,대통령실,법무비서관,채무,"-1,728,362 ","-26,030 ","-194,087 ","-1,560,305 "
2582,2013,정부공직자윤리위원회,강한승,대통령실,법무비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2583,2013,정부공직자윤리위원회,강한승,대통령실,법무비서관,총계,"3,958,842 ","607,842 ","980,658 ","3,586,026 "
2584,2013,정부공직자윤리위원회,이동권,대통령실,국민권익비서관,토지,"165,123 ","20,968 ",0 ,"186,091 "
2585,2013,정부공직자윤리위원회,이동권,대통령실,국민권익비서관,건물,"1,411,678 ","47,914 ","40,625 ","1,418,967 "
2586,2013,정부공직자윤리위원회,이동권,대통령실,국민권익비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,000 ",0 ,0 ,"11,000 "
2587,2013,정부공직자윤리위원회,이동권,대통령실,국민권익비서관,예금,"58,259 ","7,408 ",225 ,"65,442 "
2588,2013,정부공직자윤리위원회,이동권,대통령실,국민권익비서관,채권,"185,000 ",0 ,0 ,"185,000 "
2589,2013,정부공직자윤리위원회,이동권,대통령실,국민권익비서관,채무,"-1,261,829 ","-7,610 ","-7,180 ","-1,262,259 "
2590,2013,정부공직자윤리위원회,이동권,대통령실,국민권익비서관,총계,"569,231 ","68,680 ","33,670 ","604,241 "
2591,2013,정부공직자윤리위원회,김혜경,대통령실,시민사회비서관,토지,"91,852 ",952 ,221 ,"92,583 "
2592,2013,정부공직자윤리위원회,김혜경,대통령실,시민사회비서관,건물,"1,319,000 ","84,000 ",0 ,"1,403,000 "
2593,2013,정부공직자윤리위원회,김혜경,대통령실,시민사회비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,000 ",400 ,"2,000 ","11,400 "
2594,2013,정부공직자윤리위원회,김혜경,대통령실,시민사회비서관,예금,"471,497 ","248,434 ","268,382 ","451,549 "
2595,2013,정부공직자윤리위원회,김혜경,대통령실,시민사회비서관,유가증권,"1,174,350 ","290,265 ","16,100 ","1,448,515 "
2596,2013,정부공직자윤리위원회,김혜경,대통령실,시민사회비서관,총계,"3,069,699 ","624,051 ","286,703 ","3,407,047 "
2597,2013,정부공직자윤리위원회,최보선,대통령실,통일비서관,토지,"80,944 ","7,937 ",0 ,"88,881 "
2598,2013,정부공직자윤리위원회,최보선,대통령실,통일비서관,건물,"682,000 ",0 ,"14,000 ","668,000 "
2599,2013,정부공직자윤리위원회,최보선,대통령실,통일비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,800 ",0 ,"4,370 ","5,430 "
2600,2013,정부공직자윤리위원회,최보선,대통령실,통일비서관,예금,"175,869 ","42,734 ","102,166 ","116,437 "
2601,2013,정부공직자윤리위원회,최보선,대통령실,통일비서관,채권,"200,000 ",0 ,0 ,"200,000 "
2602,2013,정부공직자윤리위원회,최보선,대통령실,통일비서관,채무,"-123,590 ","-13,860 ","-74,000 ","-63,450 "
2603,2013,정부공직자윤리위원회,최보선,대통령실,통일비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2604,2013,정부공직자윤리위원회,최보선,대통령실,통일비서관,총계,"1,025,023 ","36,811 ","46,536 ","1,015,298 "
2605,2013,정부공직자윤리위원회,최원목,대통령실,경제금융비서관,토지,"373,334 ","8,494 ",351 ,"381,477 "
2606,2013,정부공직자윤리위원회,최원목,대통령실,경제금융비서관,건물,"1,143,066 ","64,185 ",0 ,"1,207,251 "
2607,2013,정부공직자윤리위원회,최원목,대통령실,경제금융비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,550 ",0 ,0 ,"27,550 "
2608,2013,정부공직자윤리위원회,최원목,대통령실,경제금융비서관,예금,"532,880 ","309,906 ","250,908 ","591,878 "
2609,2013,정부공직자윤리위원회,최원목,대통령실,경제금융비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2610,2013,정부공직자윤리위원회,최원목,대통령실,경제금융비서관,총계,"2,076,830 ","382,585 ","251,259 ","2,208,156 "
2611,2013,정부공직자윤리위원회,강남훈,대통령실,지식경제비서관,건물,"504,000 ",0 ,0 ,"504,000 "
2612,2013,정부공직자윤리위원회,강남훈,대통령실,지식경제비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,940 ,0 ,160 ,780 
2613,2013,정부공직자윤리위원회,강남훈,대통령실,지식경제비서관,예금,"125,590 ","130,294 ","69,113 ","186,771 "
2614,2013,정부공직자윤리위원회,강남훈,대통령실,지식경제비서관,채권,"70,000 ",0 ,"50,000 ","20,000 "
2615,2013,정부공직자윤리위원회,강남훈,대통령실,지식경제비서관,채무,"-444,393 ","-297,323 ","-297,173 ","-444,543 "
2616,2013,정부공직자윤리위원회,강남훈,대통령실,지식경제비서관,총계,"256,137 ","-167,029 ","-177,900 ","267,008 "
2617,2013,정부공직자윤리위원회,김진형,대통령실,중소기업비서관,건물,"920,000 ",0 ,0 ,"920,000 "
2618,2013,정부공직자윤리위원회,김진형,대통령실,중소기업비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"23,000 ",0 ,"2,140 ","20,860 "
2619,2013,정부공직자윤리위원회,김진형,대통령실,중소기업비서관,예금,"548,285 ","303,320 ","268,286 ","583,319 "
2620,2013,정부공직자윤리위원회,김진형,대통령실,중소기업비서관,채무,"-13,440 ","-14,860 ","-7,930 ","-20,370 "
2621,2013,정부공직자윤리위원회,김진형,대통령실,중소기업비서관,총계,"1,477,845 ","288,460 ","262,496 ","1,503,809 "
2622,2013,정부공직자윤리위원회,정병윤,대통령실,국토해양비서관,건물,"1,522,000 ",0 ,"104,000 ","1,418,000 "
2623,2013,정부공직자윤리위원회,정병윤,대통령실,국토해양비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,000 ",0 ,"1,200 ","5,800 "
2624,2013,정부공직자윤리위원회,정병윤,대통령실,국토해양비서관,예금,"114,752 ","8,181 ","4,634 ","118,299 "
2625,2013,정부공직자윤리위원회,정병윤,대통령실,국토해양비서관,유가증권,"565,930 ","82,547 ","86,056 ","562,421 "
2626,2013,정부공직자윤리위원회,정병윤,대통령실,국토해양비서관,채무,"-337,517 ","-49,287 ",0 ,"-386,804 "
2627,2013,정부공직자윤리위원회,정병윤,대통령실,국토해양비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2628,2013,정부공직자윤리위원회,정병윤,대통령실,국토해양비서관,총계,"1,872,165 ","41,441 ","195,890 ","1,717,716 "
2629,2013,정부공직자윤리위원회,오경태,대통령실,농수산식품비서관,토지,"60,935 ",0 ,"60,935 ",0 
2630,2013,정부공직자윤리위원회,오경태,대통령실,농수산식품비서관,건물,"1,065,883 ",654 ,"2,535 ","1,064,002 "
2631,2013,정부공직자윤리위원회,오경태,대통령실,농수산식품비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"36,110 ",0 ,"5,210 ","30,900 "
2632,2013,정부공직자윤리위원회,오경태,대통령실,농수산식품비서관,예금,"139,048 ","147,598 ","46,019 ","240,627 "
2633,2013,정부공직자윤리위원회,오경태,대통령실,농수산식품비서관,유가증권,"2,356 ",311 ,0 ,"2,667 "
2634,2013,정부공직자윤리위원회,오경태,대통령실,농수산식품비서관,채무,"-591,599 ","-12,310 ","-12,329 ","-591,580 "
2635,2013,정부공직자윤리위원회,오경태,대통령실,농수산식품비서관,총계,"712,733 ","136,253 ","102,370 ","746,616 "
2636,2013,정부공직자윤리위원회,최영현,대통령실,보건복지비서관,건물,"942,000 ","247,000 ","325,000 ","864,000 "
2637,2013,정부공직자윤리위원회,최영현,대통령실,보건복지비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,700 ","1,000 ","2,140 ","5,560 "
2638,2013,정부공직자윤리위원회,최영현,대통령실,보건복지비서관,예금,"89,291 ","55,111 ","2,169 ","142,233 "
2639,2013,정부공직자윤리위원회,최영현,대통령실,보건복지비서관,유가증권,"63,225 ",0 ,"1,181 ","62,044 "
2640,2013,정부공직자윤리위원회,최영현,대통령실,보건복지비서관,채무,"-126,837 ","-79,560 ","-115,817 ","-90,580 "
2641,2013,정부공직자윤리위원회,최영현,대통령실,보건복지비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2642,2013,정부공직자윤리위원회,최영현,대통령실,보건복지비서관,총계,"974,379 ","223,551 ","214,673 ","983,257 "
2643,2013,정부공직자윤리위원회,이강성,대통령실,고용노사비서관,건물,"50,000 ",0 ,0 ,"50,000 "
2644,2013,정부공직자윤리위원회,이강성,대통령실,고용노사비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,000 ",0 ,500 ,"5,500 "
2645,2013,정부공직자윤리위원회,이강성,대통령실,고용노사비서관,예금,"129,693 ","22,017 ","24,410 ","127,300 "
2646,2013,정부공직자윤리위원회,이강성,대통령실,고용노사비서관,유가증권,"13,340 ",0 ,"4,865 ","8,475 "
2647,2013,정부공직자윤리위원회,이강성,대통령실,고용노사비서관,채권,"30,000 ",0 ,0 ,"30,000 "
2648,2013,정부공직자윤리위원회,이강성,대통령실,고용노사비서관,채무,"-190,091 ","-120,000 ","-132,241 ","-177,850 "
2649,2013,정부공직자윤리위원회,이강성,대통령실,고용노사비서관,총계,"38,942 ","-97,983 ","-102,466 ","43,425 "
2650,2013,정부공직자윤리위원회,이성희,대통령실,교육비서관,건물,"1,112,480 ","70,000 ",0 ,"1,182,480 "
2651,2013,정부공직자윤리위원회,이성희,대통령실,교육비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,690 ",0 ,0 ,"17,690 "
2652,2013,정부공직자윤리위원회,이성희,대통령실,교육비서관,예금,"178,627 ","59,448 ","70,124 ","167,951 "
2653,2013,정부공직자윤리위원회,이성희,대통령실,교육비서관,유가증권,0 ,"64,440 ",0 ,"64,440 "
2654,2013,정부공직자윤리위원회,이성희,대통령실,교육비서관,채권,"40,000 ",0 ,"40,000 ",0 
2655,2013,정부공직자윤리위원회,이성희,대통령실,교육비서관,채무,"-283,300 ","-23,002 ",0 ,"-306,302 "
2656,2013,정부공직자윤리위원회,이성희,대통령실,교육비서관,총계,"1,065,497 ","170,886 ","110,124 ","1,126,259 "
2657,2013,정부공직자윤리위원회,김석붕,대통령실,문화체육비서관,건물,"404,000 ",0 ,0 ,"404,000 "
2658,2013,정부공직자윤리위원회,김석붕,대통령실,문화체육비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,500 ",0 ,"4,750 ","25,750 "
2659,2013,정부공직자윤리위원회,김석붕,대통령실,문화체육비서관,예금,"161,368 ","21,962 ","1,879 ","181,451 "
2660,2013,정부공직자윤리위원회,김석붕,대통령실,문화체육비서관,유가증권,"6,123 ",0 ,"5,033 ","1,090 "
2661,2013,정부공직자윤리위원회,김석붕,대통령실,문화체육비서관,채무,"-89,000 ","-79,500 ","-74,000 ","-94,500 "
2662,2013,정부공직자윤리위원회,김석붕,대통령실,문화체육비서관,총계,"512,991 ","-57,538 ","-62,338 ","517,791 "
2663,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,토지,"99,910 ",0 ,0 ,"99,910 "
2664,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,건물,"690,083 ",0 ,0 ,"690,083 "
2665,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,480 ",0 ,0 ,"12,480 "
2666,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,예금,"560,800 ","124,923 ","153,543 ","532,180 "
2667,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,유가증권,"20,000 ",0 ,0 ,"20,000 "
2668,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,채권,"336,000 ",0 ,0 ,"336,000 "
2669,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,채무,"-306,207 ","-171,333 ","-127,675 ","-349,865 "
2670,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,지식재산권,0 ,0 ,0 ,0 
2671,2013,정부공직자윤리위원회,안경모,대통령실,관광진흥비서관,총계,"1,413,066 ","-46,410 ","25,868 ","1,340,788 "
2672,2013,정부공직자윤리위원회,박정하,대통령실,대변인,건물,"481,000 ",0 ,0 ,"481,000 "
2673,2013,정부공직자윤리위원회,박정하,대통령실,대변인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,000 ",0 ,0 ,"8,000 "
2674,2013,정부공직자윤리위원회,박정하,대통령실,대변인,예금,"173,384 ","77,943 ","52,172 ","199,155 "
2675,2013,정부공직자윤리위원회,박정하,대통령실,대변인,채권,"210,000 ",0 ,0 ,"210,000 "
2676,2013,정부공직자윤리위원회,박정하,대통령실,대변인,채무,"-311,272 ","-25,751 ","-5,100 ","-331,923 "
2677,2013,정부공직자윤리위원회,박정하,대통령실,대변인,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2678,2013,정부공직자윤리위원회,박정하,대통령실,대변인,총계,"561,112 ","52,192 ","47,072 ","566,232 "
2679,2013,정부공직자윤리위원회,이종현,대통령실,춘추관장,토지,"463,507 ","31,777 ",0 ,"495,284 "
2680,2013,정부공직자윤리위원회,이종현,대통령실,춘추관장,건물,"716,000 ",600 ,"64,000 ","652,600 "
2681,2013,정부공직자윤리위원회,이종현,대통령실,춘추관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,000 ",0 ,"1,000 ","4,000 "
2682,2013,정부공직자윤리위원회,이종현,대통령실,춘추관장,예금,"110,006 ","72,501 ","69,661 ","112,846 "
2683,2013,정부공직자윤리위원회,이종현,대통령실,춘추관장,채무,"-470,436 ","-9,278 ","-4,000 ","-475,714 "
2684,2013,정부공직자윤리위원회,이종현,대통령실,춘추관장,총계,"824,077 ","95,600 ","130,661 ","789,016 "
2685,2013,정부공직자윤리위원회,최종배,대통령실,과학기술비서관,건물,"512,720 ","45,720 ",0 ,"558,440 "
2686,2013,정부공직자윤리위원회,최종배,대통령실,과학기술비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,760 ",0 ,"1,260 ","11,500 "
2687,2013,정부공직자윤리위원회,최종배,대통령실,과학기술비서관,예금,"71,722 ","6,376 ","5,532 ","72,566 "
2688,2013,정부공직자윤리위원회,최종배,대통령실,과학기술비서관,유가증권,"2,895 ",0 ,15 ,"2,880 "
2689,2013,정부공직자윤리위원회,최종배,대통령실,과학기술비서관,채무,"-60,330 ","-38,590 ","-56,330 ","-42,590 "
2690,2013,정부공직자윤리위원회,최종배,대통령실,과학기술비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2691,2013,정부공직자윤리위원회,최종배,대통령실,과학기술비서관,총계,"539,767 ","13,506 ","-49,523 ","602,796 "
2692,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,토지,"45,300 ","5,700 ",0 ,"51,000 "
2693,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,건물,"13,000 ",0 ,0 ,"13,000 "
2694,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,000 ",0 ,"4,000 ","6,000 "
2695,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,현금,"2,500 ",0 ,0 ,"2,500 "
2696,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,예금,"6,920 ","7,154 ","3,647 ","10,427 "
2697,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,채권,"350,000 ",0 ,0 ,"350,000 "
2698,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,채무,"-392,000 ","-127,240 ","-42,000 ","-477,240 "
2699,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,보석류,"8,000 ",0 ,0 ,"8,000 "
2700,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2701,2013,정부공직자윤리위원회,임성빈,대통령실,기후환경비서관,총계,"43,720 ","-114,386 ","-34,353 ","-36,313 "
2702,2013,정부공직자윤리위원회,제승완,대통령실,총무2비서관,건물,"380,000 ","370,000 ","380,000 ","370,000 "
2703,2013,정부공직자윤리위원회,제승완,대통령실,총무2비서관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,020 ","3,980 ",0 ,"13,000 "
2704,2013,정부공직자윤리위원회,제승완,대통령실,총무2비서관,예금,"58,831 ","121,139 ","44,693 ","135,277 "
2705,2013,정부공직자윤리위원회,제승완,대통령실,총무2비서관,채권,"25,000 ",0 ,0 ,"25,000 "
2706,2013,정부공직자윤리위원회,제승완,대통령실,총무2비서관,채무,"-12,175 ",0 ,"-12,175 ",0 
2707,2013,정부공직자윤리위원회,제승완,대통령실,총무2비서관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
2708,2013,정부공직자윤리위원회,제승완,대통령실,총무2비서관,총계,"460,676 ","495,119 ","412,518 ","543,277 "
2709,2013,정부공직자윤리위원회,어청수,대통령실,경호처장,건물,"1,044,000 ","110,000 ","19,000 ","1,135,000 "
2710,2013,정부공직자윤리위원회,어청수,대통령실,경호처장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,630 ",0 ,"4,630 ","12,000 "
2711,2013,정부공직자윤리위원회,어청수,대통령실,경호처장,예금,"565,215 ","404,375 ","422,865 ","546,725 "
2712,2013,정부공직자윤리위원회,어청수,대통령실,경호처장,유가증권,0 ,"6,449 ",0 ,"6,449 "
2713,2013,정부공직자윤리위원회,어청수,대통령실,경호처장,채무,"-300,000 ",0 ,0 ,"-300,000 "
2714,2013,정부공직자윤리위원회,어청수,대통령실,경호처장,총계,"1,325,845 ","520,824 ","446,495 ","1,400,174 "
2715,2013,정부공직자윤리위원회,서성동,대통령실,경호차장,토지,"83,080 ","3,956 ",0 ,"87,036 "
2716,2013,정부공직자윤리위원회,서성동,대통령실,경호차장,건물,"527,000 ",0 ,"20,000 ","507,000 "
2717,2013,정부공직자윤리위원회,서성동,대통령실,경호차장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,400 ",0 ,100 ,"2,300 "
2718,2013,정부공직자윤리위원회,서성동,대통령실,경호차장,예금,"145,653 ","201,576 ","55,941 ","291,288 "
2719,2013,정부공직자윤리위원회,서성동,대통령실,경호차장,유가증권,"35,414 ",0 ,"35,188 ",226 
2720,2013,정부공직자윤리위원회,서성동,대통령실,경호차장,채권,"28,900 ",0 ,"16,000 ","12,900 "
2721,2013,정부공직자윤리위원회,서성동,대통령실,경호차장,채무,"-379,680 ","-275,000 ","-242,000 ","-412,680 "
2722,2013,정부공직자윤리위원회,서성동,대통령실,경호차장,총계,"442,767 ","-69,468 ","-114,771 ","488,070 "
2723,2013,정부공직자윤리위원회,양건,감사원,원장,토지,"4,109 ",607 ,0 ,"4,716 "
2724,2013,정부공직자윤리위원회,양건,감사원,원장,건물,"1,096,000 ",0 ,"96,000 ","1,000,000 "
2725,2013,정부공직자윤리위원회,양건,감사원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,240 ",0 ,"1,820 ","13,420 "
2726,2013,정부공직자윤리위원회,양건,감사원,원장,예금,"535,045 ","415,298 ","357,868 ","592,475 "
2727,2013,정부공직자윤리위원회,양건,감사원,원장,유가증권,"12,517 ",656 ,0 ,"13,173 "
2728,2013,정부공직자윤리위원회,양건,감사원,원장,채권,"200,000 ",0 ,0 ,"200,000 "
2729,2013,정부공직자윤리위원회,양건,감사원,원장,고지거부 및 등록제외사항,"94,383 ",0 ,"94,383 ",0 
2730,2013,정부공직자윤리위원회,양건,감사원,원장,총계,"1,957,294 ","416,561 ","550,071 ","1,823,784 "
2731,2013,정부공직자윤리위원회,성용락,감사원,감사위원,건물,"826,951 ","11,529 ","180,000 ","658,480 "
2732,2013,정부공직자윤리위원회,성용락,감사원,감사위원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,350 ",0 ,0 ,"4,350 "
2733,2013,정부공직자윤리위원회,성용락,감사원,감사위원,예금,"647,608 ","543,655 ","463,402 ","727,861 "
2734,2013,정부공직자윤리위원회,성용락,감사원,감사위원,채무,"-190,000 ","-15,000 ",0 ,"-205,000 "
2735,2013,정부공직자윤리위원회,성용락,감사원,감사위원,회원권,"13,000 ",0 ,0 ,"13,000 "
2736,2013,정부공직자윤리위원회,성용락,감사원,감사위원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
