순번,연도,관할기관,성명,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
1,2013,국회공직자윤리위원회,강창희,국회,국회의장,토지,0 ,"110,096 ",0 ,"110,096 "
2,2013,국회공직자윤리위원회,강창희,국회,국회의장,건물,"1,264,259 ",0 ,0 ,"1,264,259 "
3,2013,국회공직자윤리위원회,강창희,국회,국회의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"38,010 ",0 ,"2,490 ","35,520 "
4,2013,국회공직자윤리위원회,강창희,국회,국회의장,예금,"1,095,508 ","503,642 ","242,215 ","1,356,935 "
5,2013,국회공직자윤리위원회,강창희,국회,국회의장,유가증권,"15,917 ",454 ,331 ,"16,040 "
6,2013,국회공직자윤리위원회,강창희,국회,국회의장,채무,"-299,500 ",0 ,"-37,500 ","-262,000 "
7,2013,국회공직자윤리위원회,강창희,국회,국회의장,회원권,"80,550 ",0 ,0 ,"80,550 "
8,2013,국회공직자윤리위원회,강창희,국회,국회의장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
9,2013,국회공직자윤리위원회,강창희,국회,국회의장,총계,"2,194,744 ","614,192 ","207,536 ","2,601,400 "
10,2013,국회공직자윤리위원회,이병석,국회,국회부의장,건물,"348,000 ",0 ,"3,000 ","345,000 "
11,2013,국회공직자윤리위원회,이병석,국회,국회부의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,150 ",0 ,"1,150 ","4,000 "
12,2013,국회공직자윤리위원회,이병석,국회,국회부의장,예금,"143,037 ","93,562 ","34,712 ","201,887 "
13,2013,국회공직자윤리위원회,이병석,국회,국회부의장,유가증권,"1,520 ",0 ,124 ,"1,396 "
14,2013,국회공직자윤리위원회,이병석,국회,국회부의장,채무,"-80,000 ",0 ,0 ,"-80,000 "
15,2013,국회공직자윤리위원회,이병석,국회,국회부의장,총계,"417,707 ","93,562 ","38,986 ","472,283 "
16,2013,국회공직자윤리위원회,박병석,국회,국회부의장,토지,"353,921 ","14,530 ",0 ,"368,451 "
17,2013,국회공직자윤리위원회,박병석,국회,국회부의장,건물,"2,780,200 ","56,088 ",0 ,"2,836,288 "
18,2013,국회공직자윤리위원회,박병석,국회,국회부의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"40,500 ",0 ,"5,940 ","34,560 "
19,2013,국회공직자윤리위원회,박병석,국회,국회부의장,예금,"219,586 ","102,873 ","30,320 ","292,139 "
20,2013,국회공직자윤리위원회,박병석,국회,국회부의장,채권,0 ,"50,000 ",0 ,"50,000 "
21,2013,국회공직자윤리위원회,박병석,국회,국회부의장,채무,"-138,037 ","-60,000 ","-70,037 ","-128,000 "
22,2013,국회공직자윤리위원회,박병석,국회,국회부의장,회원권,"18,000 ",0 ,0 ,"18,000 "
23,2013,국회공직자윤리위원회,박병석,국회,국회부의장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
24,2013,국회공직자윤리위원회,박병석,국회,국회부의장,총계,"3,274,170 ","163,491 ","-33,777 ","3,471,438 "
25,2013,국회공직자윤리위원회,강기윤,국회,국회의원,토지,"1,385,953 ",0 ,0 ,"1,385,953 "
26,2013,국회공직자윤리위원회,강기윤,국회,국회의원,건물,"3,094,515 ",0 ,0 ,"3,094,515 "
27,2013,국회공직자윤리위원회,강기윤,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"274,193 ","13,012 ",0 ,"287,205 "
28,2013,국회공직자윤리위원회,강기윤,국회,국회의원,예금,"353,296 ","389,397 ","248,481 ","494,212 "
29,2013,국회공직자윤리위원회,강기윤,국회,국회의원,유가증권,"1,002,980 ",0 ,0 ,"1,002,980 "
30,2013,국회공직자윤리위원회,강기윤,국회,국회의원,채무,"-972,488 ","-705,757 ","-700,000 ","-978,245 "
31,2013,국회공직자윤리위원회,강기윤,국회,국회의원,총계,"5,138,449 ","-303,348 ","-451,519 ","5,286,620 "
32,2013,국회공직자윤리위원회,강기정,국회,국회의원,건물,"127,000 ","18,000 ",0 ,"145,000 "
33,2013,국회공직자윤리위원회,강기정,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,878 ","5,000 ","10,568 ","9,310 "
34,2013,국회공직자윤리위원회,강기정,국회,국회의원,예금,"425,938 ","189,190 ","150,994 ","464,134 "
35,2013,국회공직자윤리위원회,강기정,국회,국회의원,유가증권,"1,000 ",0 ,0 ,"1,000 "
36,2013,국회공직자윤리위원회,강기정,국회,국회의원,채권,"48,000 ",0 ,0 ,"48,000 "
37,2013,국회공직자윤리위원회,강기정,국회,국회의원,채무,"-51,669 ",0 ,"-3,669 ","-48,000 "
38,2013,국회공직자윤리위원회,강기정,국회,국회의원,총계,"565,147 ","212,190 ","157,893 ","619,444 "
39,2013,국회공직자윤리위원회,강길부,국회,국회의원,토지,"1,122,596 ","65,435 ",0 ,"1,188,031 "
40,2013,국회공직자윤리위원회,강길부,국회,국회의원,건물,"2,013,889 ","73,739 ","36,000 ","2,051,628 "
41,2013,국회공직자윤리위원회,강길부,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,290 ",0 ,"1,080 ","14,210 "
42,2013,국회공직자윤리위원회,강길부,국회,국회의원,예금,"204,589 ","541,898 ","128,803 ","617,684 "
43,2013,국회공직자윤리위원회,강길부,국회,국회의원,유가증권,"338,970 ",0 ,"338,970 ",0 
44,2013,국회공직자윤리위원회,강길부,국회,국회의원,채권,"340,000 ",0 ,"210,000 ","130,000 "
45,2013,국회공직자윤리위원회,강길부,국회,국회의원,채무,"-920,654 ","-51,597 ","-229,654 ","-742,597 "
46,2013,국회공직자윤리위원회,강길부,국회,국회의원,회원권,"1,500 ",0 ,0 ,"1,500 "
47,2013,국회공직자윤리위원회,강길부,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
48,2013,국회공직자윤리위원회,강길부,국회,국회의원,총계,"3,116,180 ","629,475 ","485,199 ","3,260,456 "
49,2013,국회공직자윤리위원회,강동원,국회,국회의원,토지,"3,324 ",0 ,0 ,"3,324 "
50,2013,국회공직자윤리위원회,강동원,국회,국회의원,건물,"445,000 ","34,000 ","5,000 ","474,000 "
51,2013,국회공직자윤리위원회,강동원,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,970 ",0 ,"3,970 ",0 
52,2013,국회공직자윤리위원회,강동원,국회,국회의원,예금,"21,900 ","63,790 ",0 ,"85,690 "
53,2013,국회공직자윤리위원회,강동원,국회,국회의원,유가증권,500 ,"10,127 ",0 ,"10,627 "
54,2013,국회공직자윤리위원회,강동원,국회,국회의원,채무,"-829,970 ","-40,000 ","-146,180 ","-723,790 "
55,2013,국회공직자윤리위원회,강동원,국회,국회의원,골동품 및 예술품,"55,000 ",0 ,"15,000 ","40,000 "
56,2013,국회공직자윤리위원회,강동원,국회,국회의원,총계,"-300,276 ","67,917 ","-122,210 ","-110,149 "
57,2013,국회공직자윤리위원회,강석호,국회,국회의원,토지,"1,995,817 ","70,388 ","7,662 ","2,058,543 "
58,2013,국회공직자윤리위원회,강석호,국회,국회의원,건물,"1,917,421 ","2,417,183 ","682,000 ","3,652,604 "
59,2013,국회공직자윤리위원회,강석호,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,000 ",0 ,"11,000 ",0 
60,2013,국회공직자윤리위원회,강석호,국회,국회의원,예금,"5,524,834 ","5,876,974 ","4,323,410 ","7,078,398 "
61,2013,국회공직자윤리위원회,강석호,국회,국회의원,유가증권,"4,637,082 ","824,347 ","4,177,001 ","1,284,428 "
62,2013,국회공직자윤리위원회,강석호,국회,국회의원,채무,"-120,000 ",0 ,0 ,"-120,000 "
63,2013,국회공직자윤리위원회,강석호,국회,국회의원,회원권,"68,950 ","8,000 ",0 ,"76,950 "
64,2013,국회공직자윤리위원회,강석호,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
65,2013,국회공직자윤리위원회,강석호,국회,국회의원,총계,"14,035,104 ","9,196,892 ","9,201,073 ","14,030,923 "
66,2013,국회공직자윤리위원회,강석훈,국회,국회의원,토지,"17,478 ",0 ,0 ,"17,478 "
67,2013,국회공직자윤리위원회,강석훈,국회,국회의원,건물,"848,000 ",0 ,0 ,"848,000 "
68,2013,국회공직자윤리위원회,강석훈,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"26,438 ",0 ,"26,438 "
69,2013,국회공직자윤리위원회,강석훈,국회,국회의원,예금,"404,892 ","328,469 ","221,496 ","511,865 "
70,2013,국회공직자윤리위원회,강석훈,국회,국회의원,유가증권,"231,496 ","35,426 ","266,922 ",0 
71,2013,국회공직자윤리위원회,강석훈,국회,국회의원,채무,"-100,000 ","-37,274 ","-100,000 ","-37,274 "
72,2013,국회공직자윤리위원회,강석훈,국회,국회의원,회원권,"70,000 ","35,000 ","30,000 ","75,000 "
73,2013,국회공직자윤리위원회,강석훈,국회,국회의원,총계,"1,471,866 ","388,059 ","418,418 ","1,441,507 "
74,2013,국회공직자윤리위원회,강은희,국회,국회의원,건물,"459,200 ",0 ,0 ,"459,200 "
75,2013,국회공직자윤리위원회,강은희,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,994 ",0 ,0 ,"14,994 "
76,2013,국회공직자윤리위원회,강은희,국회,국회의원,예금,"259,707 ","216,952 ","34,828 ","441,831 "
77,2013,국회공직자윤리위원회,강은희,국회,국회의원,유가증권,"934,875 ",0 ,0 ,"934,875 "
78,2013,국회공직자윤리위원회,강은희,국회,국회의원,채권,0 ,"25,000 ",0 ,"25,000 "
79,2013,국회공직자윤리위원회,강은희,국회,국회의원,채무,"-322,226 ","-31,848 ","-49,226 ","-304,848 "
80,2013,국회공직자윤리위원회,강은희,국회,국회의원,총계,"1,346,550 ","210,104 ","-14,398 ","1,571,052 "
81,2013,국회공직자윤리위원회,강창일,국회,국회의원,토지,"1,200 ",173 ,0 ,"1,373 "
82,2013,국회공직자윤리위원회,강창일,국회,국회의원,건물,"591,059 ","26,000 ","48,753 ","568,306 "
83,2013,국회공직자윤리위원회,강창일,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"28,668 ",0 ,"13,698 ","14,970 "
84,2013,국회공직자윤리위원회,강창일,국회,국회의원,현금,"30,000 ",0 ,"10,000 ","20,000 "
85,2013,국회공직자윤리위원회,강창일,국회,국회의원,예금,"310,836 ","315,256 ","199,682 ","426,410 "
86,2013,국회공직자윤리위원회,강창일,국회,국회의원,채무,"-94,451 ","-91,712 ","-94,451 ","-91,712 "
87,2013,국회공직자윤리위원회,강창일,국회,국회의원,총계,"867,312 ","249,717 ","177,682 ","939,347 "
88,2013,국회공직자윤리위원회,경대수,국회,국회의원,토지,"154,607 ",0 ,0 ,"154,607 "
89,2013,국회공직자윤리위원회,경대수,국회,국회의원,건물,"1,626,000 ",0 ,0 ,"1,626,000 "
90,2013,국회공직자윤리위원회,경대수,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"55,430 ","3,374 ",0 ,"58,804 "
91,2013,국회공직자윤리위원회,경대수,국회,국회의원,예금,"295,617 ","267,517 ","99,205 ","463,929 "
92,2013,국회공직자윤리위원회,경대수,국회,국회의원,유가증권,0 ,"3,738 ",0 ,"3,738 "
93,2013,국회공직자윤리위원회,경대수,국회,국회의원,채권,0 ,"100,000 ",0 ,"100,000 "
94,2013,국회공직자윤리위원회,경대수,국회,국회의원,채무,"-1,173,530 ","-289,277 ","-1,576 ","-1,461,231 "
95,2013,국회공직자윤리위원회,경대수,국회,국회의원,총계,"958,124 ","85,352 ","97,629 ","945,847 "
96,2013,국회공직자윤리위원회,고희선,국회,국회의원,토지,"8,275,376 ","390,391 ","160,677 ","8,505,090 "
97,2013,국회공직자윤리위원회,고희선,국회,국회의원,건물,"919,156 ","6,324 ",0 ,"925,480 "
98,2013,국회공직자윤리위원회,고희선,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"55,000 ",0 ,0 ,"55,000 "
99,2013,국회공직자윤리위원회,고희선,국회,국회의원,예금,"2,521,174 ","1,084,800 ","1,729,344 ","1,876,630 "
100,2013,국회공직자윤리위원회,고희선,국회,국회의원,유가증권,"111,855,284 ","71,947,500 ","50,279 ","183,752,505 "
101,2013,국회공직자윤리위원회,고희선,국회,국회의원,채권,"2,620,000 ","295,000 ",0 ,"2,915,000 "
102,2013,국회공직자윤리위원회,고희선,국회,국회의원,회원권,"356,000 ","49,500 ",0 ,"405,500 "
103,2013,국회공직자윤리위원회,고희선,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
104,2013,국회공직자윤리위원회,고희선,국회,국회의원,총계,"126,601,990 ","73,773,515 ","1,940,300 ","198,435,205 "
105,2013,국회공직자윤리위원회,권성동,국회,국회의원,건물,"1,211,000 ",0 ,"40,000 ","1,171,000 "
106,2013,국회공직자윤리위원회,권성동,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,090 ",0 ,"3,840 ","10,250 "
107,2013,국회공직자윤리위원회,권성동,국회,국회의원,예금,"1,620,345 ","740,620 ","613,397 ","1,747,568 "
108,2013,국회공직자윤리위원회,권성동,국회,국회의원,유가증권,"18,400 ",720 ,0 ,"19,120 "
109,2013,국회공직자윤리위원회,권성동,국회,국회의원,채권,"10,000 ",0 ,0 ,"10,000 "
110,2013,국회공직자윤리위원회,권성동,국회,국회의원,채무,"-17,101 ",0 ,"-10,339 ","-6,762 "
111,2013,국회공직자윤리위원회,권성동,국회,국회의원,회원권,"165,600 ",0 ,"16,600 ","149,000 "
112,2013,국회공직자윤리위원회,권성동,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
113,2013,국회공직자윤리위원회,권성동,국회,국회의원,총계,"3,022,334 ","741,340 ","663,498 ","3,100,176 "
114,2013,국회공직자윤리위원회,권은희,국회,국회의원,토지,"19,048 ",216 ,0 ,"19,264 "
115,2013,국회공직자윤리위원회,권은희,국회,국회의원,건물,"465,000 ","68,000 ","30,000 ","503,000 "
116,2013,국회공직자윤리위원회,권은희,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,000 ",0 ,0 ,"5,000 "
117,2013,국회공직자윤리위원회,권은희,국회,국회의원,예금,"442,023 ","591,014 ","192,112 ","840,925 "
118,2013,국회공직자윤리위원회,권은희,국회,국회의원,유가증권,"223,175 ",0 ,"223,175 ",0 
119,2013,국회공직자윤리위원회,권은희,국회,국회의원,채권,0 ,"50,000 ",0 ,"50,000 "
120,2013,국회공직자윤리위원회,권은희,국회,국회의원,채무,"-17,339 ","-25,839 ","-17,339 ","-25,839 "
121,2013,국회공직자윤리위원회,권은희,국회,국회의원,회원권,"17,078 ",0 ,0 ,"17,078 "
122,2013,국회공직자윤리위원회,권은희,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
123,2013,국회공직자윤리위원회,권은희,국회,국회의원,총계,"1,153,985 ","683,391 ","427,948 ","1,409,428 "
124,2013,국회공직자윤리위원회,길정우,국회,국회의원,토지,"141,098 ",0 ,0 ,"141,098 "
125,2013,국회공직자윤리위원회,길정우,국회,국회의원,건물,"632,878 ",0 ,0 ,"632,878 "
126,2013,국회공직자윤리위원회,길정우,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"53,183 ",0 ,0 ,"53,183 "
127,2013,국회공직자윤리위원회,길정우,국회,국회의원,예금,"194,549 ","108,228 ","127,667 ","175,110 "
128,2013,국회공직자윤리위원회,길정우,국회,국회의원,유가증권,"398,050 ",0 ,0 ,"398,050 "
129,2013,국회공직자윤리위원회,길정우,국회,국회의원,채무,"-169,927 ","-12,330 ",-355 ,"-181,902 "
130,2013,국회공직자윤리위원회,길정우,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
131,2013,국회공직자윤리위원회,길정우,국회,국회의원,총계,"1,249,831 ","95,898 ","127,312 ","1,218,417 "
132,2013,국회공직자윤리위원회,김경협,국회,국회의원,토지,"26,962 ",0 ,0 ,"26,962 "
133,2013,국회공직자윤리위원회,김경협,국회,국회의원,건물,"322,000 ","37,000 ",0 ,"359,000 "
134,2013,국회공직자윤리위원회,김경협,국회,국회의원,예금,"53,169 ","130,805 ","18,940 ","165,034 "
135,2013,국회공직자윤리위원회,김경협,국회,국회의원,유가증권,"19,846 ","31,128 ",946 ,"50,028 "
136,2013,국회공직자윤리위원회,김경협,국회,국회의원,채무,"-197,000 ","-72,500 ",0 ,"-269,500 "
137,2013,국회공직자윤리위원회,김경협,국회,국회의원,총계,"224,977 ","126,433 ","19,886 ","331,524 "
138,2013,국회공직자윤리위원회,김관영,국회,국회의원,건물,"1,133,900 ",0 ,0 ,"1,133,900 "
139,2013,국회공직자윤리위원회,김관영,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"32,875 ",0 ,0 ,"32,875 "
140,2013,국회공직자윤리위원회,김관영,국회,국회의원,예금,"193,571 ","264,199 ","10,829 ","446,941 "
141,2013,국회공직자윤리위원회,김관영,국회,국회의원,채권,"200,000 ",0 ,0 ,"200,000 "
142,2013,국회공직자윤리위원회,김관영,국회,국회의원,채무,"-800,260 ",0 ,"-107,974 ","-692,286 "
143,2013,국회공직자윤리위원회,김관영,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
144,2013,국회공직자윤리위원회,김관영,국회,국회의원,총계,"760,086 ","264,199 ","-97,145 ","1,121,430 "
145,2013,국회공직자윤리위원회,김광림,국회,국회의원,토지,"95,973 ","3,033 ",0 ,"99,006 "
146,2013,국회공직자윤리위원회,김광림,국회,국회의원,건물,"3,469,763 ","63,455 ","32,488 ","3,500,730 "
147,2013,국회공직자윤리위원회,김광림,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"47,800 ","48,000 ","8,610 ","87,190 "
148,2013,국회공직자윤리위원회,김광림,국회,국회의원,예금,"1,223,888 ","999,053 ","743,508 ","1,479,433 "
149,2013,국회공직자윤리위원회,김광림,국회,국회의원,유가증권,7 ,0 ,1 ,6 
150,2013,국회공직자윤리위원회,김광림,국회,국회의원,채권,"170,000 ",0 ,0 ,"170,000 "
151,2013,국회공직자윤리위원회,김광림,국회,국회의원,채무,"-290,000 ",0 ,0 ,"-290,000 "
152,2013,국회공직자윤리위원회,김광림,국회,국회의원,총계,"4,717,431 ","1,113,541 ","784,607 ","5,046,365 "
153,2013,국회공직자윤리위원회,김광진,국회,국회의원,토지,"54,416 ",352 ,0 ,"54,768 "
154,2013,국회공직자윤리위원회,김광진,국회,국회의원,건물,"10,000 ",0 ,0 ,"10,000 "
155,2013,국회공직자윤리위원회,김광진,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"14,935 ",0 ,"14,935 "
156,2013,국회공직자윤리위원회,김광진,국회,국회의원,예금,0 ,"20,927 ",0 ,"20,927 "
157,2013,국회공직자윤리위원회,김광진,국회,국회의원,유가증권,"73,000 ",0 ,0 ,"73,000 "
158,2013,국회공직자윤리위원회,김광진,국회,국회의원,채무,"-172,015 ","-78,178 ","-85,015 ","-165,178 "
159,2013,국회공직자윤리위원회,김광진,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
160,2013,국회공직자윤리위원회,김광진,국회,국회의원,총계,"-34,599 ","-41,964 ","-85,015 ","8,452 "
161,2013,국회공직자윤리위원회,김기선,국회,국회의원,토지,"80,190 ",0 ,0 ,"80,190 "
162,2013,국회공직자윤리위원회,김기선,국회,국회의원,건물,"504,000 ","30,000 ","20,000 ","514,000 "
163,2013,국회공직자윤리위원회,김기선,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,000 ","12,580 ","16,500 ","17,080 "
164,2013,국회공직자윤리위원회,김기선,국회,국회의원,예금,"78,350 ","89,980 ","9,766 ","158,564 "
165,2013,국회공직자윤리위원회,김기선,국회,국회의원,채권,"250,000 ","10,000 ",0 ,"260,000 "
166,2013,국회공직자윤리위원회,김기선,국회,국회의원,채무,"-249,271 ","-99,000 ","-22,832 ","-325,439 "
167,2013,국회공직자윤리위원회,김기선,국회,국회의원,총계,"684,269 ","43,560 ","23,434 ","704,395 "
168,2013,국회공직자윤리위원회,김기식,국회,국회의원,토지,"9,389 ",0 ,0 ,"9,389 "
169,2013,국회공직자윤리위원회,김기식,국회,국회의원,건물,"358,000 ",0 ,0 ,"358,000 "
170,2013,국회공직자윤리위원회,김기식,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,260 ",0 ,0 ,"4,260 "
171,2013,국회공직자윤리위원회,김기식,국회,국회의원,예금,"118,103 ","142,760 ","29,790 ","231,073 "
172,2013,국회공직자윤리위원회,김기식,국회,국회의원,유가증권,"17,616 ",232 ,"1,165 ","16,683 "
173,2013,국회공직자윤리위원회,김기식,국회,국회의원,채무,"-30,000 ",0 ,"-30,000 ",0 
174,2013,국회공직자윤리위원회,김기식,국회,국회의원,총계,"477,368 ","142,992 ",955 ,"619,405 "
175,2013,국회공직자윤리위원회,김기준,국회,국회의원,건물,"828,000 ",0 ,0 ,"828,000 "
176,2013,국회공직자윤리위원회,김기준,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,000 ",0 ,0 ,"12,000 "
177,2013,국회공직자윤리위원회,김기준,국회,국회의원,예금,"431,483 ","257,120 ","109,707 ","578,896 "
178,2013,국회공직자윤리위원회,김기준,국회,국회의원,유가증권,"14,778 ",0 ,"1,062 ","13,716 "
179,2013,국회공직자윤리위원회,김기준,국회,국회의원,채권,0 ,"50,000 ",0 ,"50,000 "
180,2013,국회공직자윤리위원회,김기준,국회,국회의원,채무,"-272,445 ",0 ,"-2,445 ","-270,000 "
181,2013,국회공직자윤리위원회,김기준,국회,국회의원,골동품 및 예술품,"5,000 ",0 ,0 ,"5,000 "
182,2013,국회공직자윤리위원회,김기준,국회,국회의원,회원권,"15,750 ",0 ,0 ,"15,750 "
183,2013,국회공직자윤리위원회,김기준,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
184,2013,국회공직자윤리위원회,김기준,국회,국회의원,총계,"1,034,566 ","307,120 ","108,324 ","1,233,362 "
185,2013,국회공직자윤리위원회,김기현,국회,국회의원,토지,"489,761 ","7,943 ","373,451 ","124,253 "
186,2013,국회공직자윤리위원회,김기현,국회,국회의원,건물,"5,309,640 ","896,943 ",0 ,"6,206,583 "
187,2013,국회공직자윤리위원회,김기현,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"29,960 ","49,820 ","23,960 ","55,820 "
188,2013,국회공직자윤리위원회,김기현,국회,국회의원,현금,"10,000 ",0 ,0 ,"10,000 "
189,2013,국회공직자윤리위원회,김기현,국회,국회의원,예금,"376,626 ","33,914 ","108,015 ","302,525 "
190,2013,국회공직자윤리위원회,김기현,국회,국회의원,채무,"-300,000 ","-235,000 ","-40,000 ","-495,000 "
191,2013,국회공직자윤리위원회,김기현,국회,국회의원,회원권,"42,160 ",0 ,0 ,"42,160 "
192,2013,국회공직자윤리위원회,김기현,국회,국회의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
193,2013,국회공직자윤리위원회,김기현,국회,국회의원,총계,"5,958,147 ","753,620 ","465,426 ","6,246,341 "
194,2013,국회공직자윤리위원회,김도읍,국회,국회의원,토지,"505,818 ",0 ,"1,057 ","504,761 "
195,2013,국회공직자윤리위원회,김도읍,국회,국회의원,건물,"2,095,863 ",387 ,0 ,"2,096,250 "
196,2013,국회공직자윤리위원회,김도읍,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"54,836 ",0 ,"34,336 ","20,500 "
197,2013,국회공직자윤리위원회,김도읍,국회,국회의원,예금,"352,244 ","100,272 ","86,293 ","366,223 "
198,2013,국회공직자윤리위원회,김도읍,국회,국회의원,유가증권,"4,240 ","3,088 ",135 ,"7,193 "
199,2013,국회공직자윤리위원회,김도읍,국회,국회의원,채무,"-564,031 ","-39,175 ",0 ,"-603,206 "
200,2013,국회공직자윤리위원회,김도읍,국회,국회의원,총계,"2,448,970 ","64,572 ","121,821 ","2,391,721 "
201,2013,국회공직자윤리위원회,김동완,국회,국회의원,토지,"38,570 ",0 ,0 ,"38,570 "
202,2013,국회공직자윤리위원회,김동완,국회,국회의원,건물,"1,114,000 ","260,000 ","360,000 ","1,014,000 "
203,2013,국회공직자윤리위원회,김동완,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"62,360 ",0 ,0 ,"62,360 "
204,2013,국회공직자윤리위원회,김동완,국회,국회의원,예금,"58,701 ","67,671 ","19,432 ","106,940 "
205,2013,국회공직자윤리위원회,김동완,국회,국회의원,유가증권,"1,184 ","1,218 ","1,184 ","1,218 "
206,2013,국회공직자윤리위원회,김동완,국회,국회의원,채무,"-475,000 ","-109,141 ","-228,614 ","-355,527 "
207,2013,국회공직자윤리위원회,김동완,국회,국회의원,회원권,"63,997 ",0 ,0 ,"63,997 "
208,2013,국회공직자윤리위원회,김동완,국회,국회의원,총계,"863,812 ","219,748 ","152,002 ","931,558 "
209,2013,국회공직자윤리위원회,김동철,국회,국회의원,토지,"4,857 ",230 ,0 ,"5,087 "
210,2013,국회공직자윤리위원회,김동철,국회,국회의원,건물,"1,204,239 ","514,561 ","585,000 ","1,133,800 "
211,2013,국회공직자윤리위원회,김동철,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,660 ","28,910 ","8,430 ","34,140 "
212,2013,국회공직자윤리위원회,김동철,국회,국회의원,예금,"658,642 ","264,417 ","172,494 ","750,565 "
213,2013,국회공직자윤리위원회,김동철,국회,국회의원,유가증권,"1,500 ",0 ,0 ,"1,500 "
214,2013,국회공직자윤리위원회,김동철,국회,국회의원,총계,"1,882,898 ","808,118 ","765,924 ","1,925,092 "
215,2013,국회공직자윤리위원회,김명연,국회,국회의원,토지,"1,769,589 ",0 ,0 ,"1,769,589 "
216,2013,국회공직자윤리위원회,김명연,국회,국회의원,건물,"646,768 ","77,313 ","286,768 ","437,313 "
217,2013,국회공직자윤리위원회,김명연,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"32,340 ",0 ,"18,280 ","14,060 "
218,2013,국회공직자윤리위원회,김명연,국회,국회의원,예금,"192,272 ","53,075 ","19,993 ","225,354 "
219,2013,국회공직자윤리위원회,김명연,국회,국회의원,채권,0 ,"150,000 ",0 ,"150,000 "
220,2013,국회공직자윤리위원회,김명연,국회,국회의원,채무,"-1,659,806 ","-1,408,090 ","-1,479,026 ","-1,588,870 "
221,2013,국회공직자윤리위원회,김명연,국회,국회의원,총계,"981,163 ","-1,127,702 ","-1,153,985 ","1,007,446 "
222,2013,국회공직자윤리위원회,김미희,국회,국회의원,토지,"6,715 ","3,176 ",0 ,"9,891 "
223,2013,국회공직자윤리위원회,김미희,국회,국회의원,건물,"260,000 ",0 ,0 ,"260,000 "
224,2013,국회공직자윤리위원회,김미희,국회,국회의원,예금,"7,440 ","3,782 ","2,780 ","8,442 "
225,2013,국회공직자윤리위원회,김미희,국회,국회의원,채무,"-184,771 ","-138,998 ","-85,429 ","-238,340 "
