순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
6317,2011,정부공직자윤리위원회,노대래,조달청,청장,총계,"1,306,836","660,189","626,934","1,340,091"
6318,2011,정부공직자윤리위원회,이인실,통계청,청장,건물,"1,572,000","88,000",0,"1,660,000"
6319,2011,정부공직자윤리위원회,이인실,통계청,청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,500",0,"3,720","15,780"
6320,2011,정부공직자윤리위원회,이인실,통계청,청장,예금,"325,072","184,558","159,106","350,524"
6321,2011,정부공직자윤리위원회,이인실,통계청,청장,유가증권,"1,912",0,44,"1,868"
6322,2011,정부공직자윤리위원회,이인실,통계청,청장,채무,"-500,000",0,0,-500000
6323,2011,정부공직자윤리위원회,이인실,통계청,청장,고지거부 및 등록제외사항,0,0,0,0
6324,2011,정부공직자윤리위원회,이인실,통계청,청장,총계,"1,418,484","272,558","162,870","1,528,172"
6325,2011,정부공직자윤리위원회,김진규,통계청,차장,토지,"228,600","7,480",0,"236,080"
6326,2011,정부공직자윤리위원회,김진규,통계청,차장,건물,"279,000","7,000",0,"286,000"
6327,2011,정부공직자윤리위원회,김진규,통계청,차장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,800",0,"2,220","10,580"
6328,2011,정부공직자윤리위원회,김진규,통계청,차장,예금,"382,160","112,197","10,479","483,878"
6329,2011,정부공직자윤리위원회,김진규,통계청,차장,총계,"902,560","126,677","12,699","1,016,538"
6330,2011,정부공직자윤리위원회,김준규,대검찰청,검찰총장,토지,"17,532",973,0,"18,505"
6331,2011,정부공직자윤리위원회,김준규,대검찰청,검찰총장,건물,"2,125,967","24,479",0,"2,150,446"
6332,2011,정부공직자윤리위원회,김준규,대검찰청,검찰총장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,840","39,070","13,840","39,070"
6333,2011,정부공직자윤리위원회,김준규,대검찰청,검찰총장,예금,"648,515","184,117","66,563","766,069"
6334,2011,정부공직자윤리위원회,김준규,대검찰청,검찰총장,채무,"-492,000",0,0,-492000
6335,2011,정부공직자윤리위원회,김준규,대검찰청,검찰총장,회원권,"75,000",0,0,"75,000"
6336,2011,정부공직자윤리위원회,김준규,대검찰청,검찰총장,총계,"2,388,854","248,639","80,403","2,557,090"
6337,2011,정부공직자윤리위원회,차동민,대검찰청,차장검사,토지,"522,371","21,376",0,"543,747"
6338,2011,정부공직자윤리위원회,차동민,대검찰청,차장검사,건물,"1,256,000",0,0,"1,256,000"
6339,2011,정부공직자윤리위원회,차동민,대검찰청,차장검사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,500",0,450,"21,050"
6340,2011,정부공직자윤리위원회,차동민,대검찰청,차장검사,예금,"177,620","90,356","79,693","188,283"
6341,2011,정부공직자윤리위원회,차동민,대검찰청,차장검사,총계,"1,977,491","111,732","80,143","2,009,080"
6342,2011,정부공직자윤리위원회,홍만표,대검찰청,기획조정부장,토지,"366,130",0,0,"366,130"
6343,2011,정부공직자윤리위원회,홍만표,대검찰청,기획조정부장,건물,"1,208,000","144,000",0,"1,352,000"
6344,2011,정부공직자윤리위원회,홍만표,대검찰청,기획조정부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,040",0,"1,450","5,590"
6345,2011,정부공직자윤리위원회,홍만표,대검찰청,기획조정부장,채무,"-401,733","-50,000","-31,906",-419827
6346,2011,정부공직자윤리위원회,홍만표,대검찰청,기획조정부장,총계,"1,179,437","94,000","-30,456","1,303,893"
6347,2011,정부공직자윤리위원회,김홍일,대검찰청,중앙수사부장,건물,"1,301,172","124,828",0,"1,426,000"
6348,2011,정부공직자윤리위원회,김홍일,대검찰청,중앙수사부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,300",0,"1,300","5,000"
6349,2011,정부공직자윤리위원회,김홍일,대검찰청,중앙수사부장,예금,"171,355","110,176","60,811","220,720"
6350,2011,정부공직자윤리위원회,김홍일,대검찰청,중앙수사부장,유가증권,"1,713","1,296","1,713","1,296"
6351,2011,정부공직자윤리위원회,김홍일,대검찰청,중앙수사부장,채무,"-390,000","-1,437",0,-391437
6352,2011,정부공직자윤리위원회,김홍일,대검찰청,중앙수사부장,총계,"1,090,540","234,863","63,824","1,261,579"
6353,2011,정부공직자윤리위원회,송해은,대검찰청,형사부장,건물,"717,000","182,000","15,000","884,000"
6354,2011,정부공직자윤리위원회,송해은,대검찰청,형사부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,580",0,"10,430","15,150"
6355,2011,정부공직자윤리위원회,송해은,대검찰청,형사부장,예금,"142,378","21,588","17,789","146,177"
6356,2011,정부공직자윤리위원회,송해은,대검찰청,형사부장,유가증권,"7,105","4,074",0,"11,179"
6357,2011,정부공직자윤리위원회,송해은,대검찰청,형사부장,채권,"45,000",0,0,"45,000"
6358,2011,정부공직자윤리위원회,송해은,대검찰청,형사부장,채무,"-180,000","-20,000",0,-200000
6359,2011,정부공직자윤리위원회,송해은,대검찰청,형사부장,고지거부 및 등록제외사항,0,0,0,0
6360,2011,정부공직자윤리위원회,송해은,대검찰청,형사부장,총계,"757,063","187,662","43,219","901,506"
6361,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,토지,"39,192","8,553",0,"47,745"
6362,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,건물,"1,171,000","529,000",0,"1,700,000"
6363,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"29,090",0,"9,090","20,000"
6364,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,현금,"10,000",0,"10,000",0
6365,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,예금,"89,622","51,022","53,752","86,892"
6366,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,유가증권,"22,358","6,549","3,111","25,796"
6367,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,채무,"-875,943","-701,730","-498,643",-1079030
6368,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,고지거부 및 등록제외사항,0,0,0,0
6369,2011,정부공직자윤리위원회,조영곤,대검찰청,강력부장,총계,"485,319","-106,606","-422,690","801,403"
6370,2011,정부공직자윤리위원회,신종대,대검찰청,공안부장,건물,"1,423,000","148,000",0,"1,571,000"
6371,2011,정부공직자윤리위원회,신종대,대검찰청,공안부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"29,107",0,"3,957","25,150"
6372,2011,정부공직자윤리위원회,신종대,대검찰청,공안부장,예금,"237,941","138,153","95,775","280,319"
6373,2011,정부공직자윤리위원회,신종대,대검찰청,공안부장,유가증권,"96,535",0,"38,535","58,000"
6374,2011,정부공직자윤리위원회,신종대,대검찰청,공안부장,채무,"-200,000",0,0,-200000
6375,2011,정부공직자윤리위원회,신종대,대검찰청,공안부장,총계,"1,586,583","286,153","138,267","1,734,469"
6376,2011,정부공직자윤리위원회,정병두,대검찰청,공판송무부장,건물,"1,224,000","72,000",0,"1,296,000"
6377,2011,정부공직자윤리위원회,정병두,대검찰청,공판송무부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"43,810",0,"5,380","38,430"
6378,2011,정부공직자윤리위원회,정병두,대검찰청,공판송무부장,예금,"1,324,529","1,215,824","1,089,636","1,450,717"
6379,2011,정부공직자윤리위원회,정병두,대검찰청,공판송무부장,고지거부 및 등록제외사항,0,0,0,0
6380,2011,정부공직자윤리위원회,정병두,대검찰청,공판송무부장,총계,"2,592,339","1,287,824","1,095,016","2,785,147"
6381,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,건물,"743,000",0,0,"743,000"
6382,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"57,000",0,"5,000","52,000"
6383,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,예금,"1,173,429","825,333","623,427","1,375,335"
6384,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,유가증권,"450,360",0,"150,360","300,000"
6385,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,채권,"62,600",0,"62,600",0
6386,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,채무,"-20,000",0,0,-20000
6387,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,회원권,"19,000",0,0,"19,000"
6388,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,고지거부 및 등록제외사항,0,0,0,0
6389,2011,정부공직자윤리위원회,홍지욱,대검찰청,감찰본부장,총계,"2,485,389","825,333","841,387","2,469,335"
6390,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,토지,"9,450",74,624,"8,900"
6391,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,건물,"2,260,000","44,000",0,"2,304,000"
6392,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,600","5,000","7,800","12,800"
6393,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,예금,"640,835","556,468","562,343","634,960"
6394,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,유가증권,0,"5,229",0,"5,229"
6395,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,채권,"20,000",0,"20,000",0
6396,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,채무,"-370,000",0,0,-370000
6397,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,회원권,"16,200",0,0,"16,200"
6398,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,고지거부 및 등록제외사항,0,0,0,0
6399,2011,정부공직자윤리위원회,한상대,대검찰청 서울고등검찰청,검사장,총계,"2,592,085","610,771","590,767","2,612,089"
6400,2011,정부공직자윤리위원회,이득홍,대검찰청 서울고등검찰청,차장검사,토지,"1,741,656","29,920",0,"1,771,576"
6401,2011,정부공직자윤리위원회,이득홍,대검찰청 서울고등검찰청,차장검사,건물,"1,081,000","20,000",0,"1,101,000"
6402,2011,정부공직자윤리위원회,이득홍,대검찰청 서울고등검찰청,차장검사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,290",0,0,"12,290"
6403,2011,정부공직자윤리위원회,이득홍,대검찰청 서울고등검찰청,차장검사,예금,"832,056","324,772","109,163","1,047,665"
6404,2011,정부공직자윤리위원회,이득홍,대검찰청 서울고등검찰청,차장검사,유가증권,"27,887",0,"27,887",0
6405,2011,정부공직자윤리위원회,이득홍,대검찰청 서울고등검찰청,차장검사,채무,"-70,000","-63,300",0,-133300
6406,2011,정부공직자윤리위원회,이득홍,대검찰청 서울고등검찰청,차장검사,총계,"3,624,889","311,392","137,050","3,799,231"
6407,2011,정부공직자윤리위원회,김경수,대검찰청 서울고등검찰청,형사부장,토지,"173,874","1,810",0,"175,684"
6408,2011,정부공직자윤리위원회,김경수,대검찰청 서울고등검찰청,형사부장,건물,"2,713,685","30,089","48,922","2,694,852"
6409,2011,정부공직자윤리위원회,김경수,대검찰청 서울고등검찰청,형사부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"34,490",0,"3,850","30,640"
6410,2011,정부공직자윤리위원회,김경수,대검찰청 서울고등검찰청,형사부장,현금,"10,000",0,"9,800",200
6411,2011,정부공직자윤리위원회,김경수,대검찰청 서울고등검찰청,형사부장,예금,"2,305,939","1,719,004","886,271","3,138,672"
6412,2011,정부공직자윤리위원회,김경수,대검찰청 서울고등검찰청,형사부장,유가증권,"243,523",0,"243,523",0
6413,2011,정부공직자윤리위원회,김경수,대검찰청 서울고등검찰청,형사부장,채권,"61,800",0,0,"61,800"
6414,2011,정부공직자윤리위원회,김경수,대검찰청 서울고등검찰청,형사부장,채무,"-937,895","-180,000","-269,895",-848000
