순번,연도,관할기관,성명,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
9687,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,토지,"310,361 ",0 ,0 ,"310,361 "
9688,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,건물,"1,071,631 ",0 ,0 ,"1,071,631 "
9689,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,397 ",0 ,0 ,"9,397 "
9690,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,예금,"628,130 ","736,322 ","598,834 ","765,618 "
9691,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,유가증권,"1,528 ",954 ,86 ,"2,396 "
9692,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,채권,"30,000 ",0 ,0 ,"30,000 "
9693,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,채무,"-207,000 ","-60,000 ","-5,000 ","-262,000 "
9694,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
9695,2015,정부공직자윤리위원회,심현영,대전광역시 의회,의원,총계,"1,844,047 ","677,276 ","593,920 ","1,927,403 "
9696,2015,정부공직자윤리위원회,안필응,대전광역시 의회,의원,건물,"1,877,605 ",0 ,0 ,"1,877,605 "
9697,2015,정부공직자윤리위원회,안필응,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,310 ",0 ,"2,240 ","28,070 "
9698,2015,정부공직자윤리위원회,안필응,대전광역시 의회,의원,예금,"25,360 ","10,506 ","6,695 ","29,171 "
9699,2015,정부공직자윤리위원회,안필응,대전광역시 의회,의원,유가증권,"49,500 ",0 ,0 ,"49,500 "
9700,2015,정부공직자윤리위원회,안필응,대전광역시 의회,의원,채무,"-970,708 ","-16,254 ","-34,926 ","-952,036 "
9701,2015,정부공직자윤리위원회,안필응,대전광역시 의회,의원,지식재산권,,,,
9702,2015,정부공직자윤리위원회,안필응,대전광역시 의회,의원,총계,"1,012,067 ","-5,748 ","-25,991 ","1,032,310 "
9703,2015,정부공직자윤리위원회,윤기식,대전광역시 의회,의원,건물,"524,505 ","8,000 ",0 ,"532,505 "
9704,2015,정부공직자윤리위원회,윤기식,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"32,700 ",0 ,0 ,"32,700 "
9705,2015,정부공직자윤리위원회,윤기식,대전광역시 의회,의원,예금,"24,986 ","26,061 ","13,363 ","37,684 "
9706,2015,정부공직자윤리위원회,윤기식,대전광역시 의회,의원,채무,"-120,000 ","-10,810 ",0 ,"-130,810 "
9707,2015,정부공직자윤리위원회,윤기식,대전광역시 의회,의원,총계,"462,191 ","23,251 ","13,363 ","472,079 "
9708,2015,정부공직자윤리위원회,윤진근,대전광역시 의회,의원,건물,"110,000 ",0 ,0 ,"110,000 "
9709,2015,정부공직자윤리위원회,윤진근,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,740 ","1,566 ",240 ,"6,066 "
9710,2015,정부공직자윤리위원회,윤진근,대전광역시 의회,의원,예금,"200,482 ","66,842 ","39,039 ","228,285 "
9711,2015,정부공직자윤리위원회,윤진근,대전광역시 의회,의원,유가증권,"50,000 ",0 ,400 ,"49,600 "
9712,2015,정부공직자윤리위원회,윤진근,대전광역시 의회,의원,총계,"365,222 ","68,408 ","39,679 ","393,951 "
9713,2015,정부공직자윤리위원회,전문학,대전광역시 의회,의원,건물,"50,000 ","162,000 ","50,000 ","162,000 "
9714,2015,정부공직자윤리위원회,전문학,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,000 ",0 ,"1,000 ","10,000 "
9715,2015,정부공직자윤리위원회,전문학,대전광역시 의회,의원,현금,"19,000 ",0 ,"19,000 ",0 
9716,2015,정부공직자윤리위원회,전문학,대전광역시 의회,의원,예금,"117,925 ","6,650 ","31,326 ","93,249 "
9717,2015,정부공직자윤리위원회,전문학,대전광역시 의회,의원,채무,"-60,000 ","-46,236 ",0 ,"-106,236 "
9718,2015,정부공직자윤리위원회,전문학,대전광역시 의회,의원,총계,"137,925 ","122,414 ","101,326 ","159,013 "
9719,2015,정부공직자윤리위원회,정기현,대전광역시 의회,의원,건물,"391,700 ","7,000 ","192,700 ","206,000 "
9720,2015,정부공직자윤리위원회,정기현,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,960 ",0 ,770 ,"7,190 "
9721,2015,정부공직자윤리위원회,정기현,대전광역시 의회,의원,예금,"426,299 ","353,863 ","82,059 ","698,103 "
9722,2015,정부공직자윤리위원회,정기현,대전광역시 의회,의원,유가증권,550 ,0 ,0 ,550 
9723,2015,정부공직자윤리위원회,정기현,대전광역시 의회,의원,채권,"20,000 ",0 ,0 ,"20,000 "
9724,2015,정부공직자윤리위원회,정기현,대전광역시 의회,의원,채무,"-170,000 ",0 ,"-140,000 ","-30,000 "
9725,2015,정부공직자윤리위원회,정기현,대전광역시 의회,의원,총계,"676,509 ","360,863 ","135,529 ","901,843 "
9726,2015,정부공직자윤리위원회,조원휘,대전광역시 의회,의원,토지,"2,207,987 ",0 ,0 ,"2,207,987 "
9727,2015,정부공직자윤리위원회,조원휘,대전광역시 의회,의원,건물,"762,400 ",0 ,0 ,"762,400 "
9728,2015,정부공직자윤리위원회,조원휘,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"61,000 ",0 ,0 ,"61,000 "
9729,2015,정부공직자윤리위원회,조원휘,대전광역시 의회,의원,현금,"10,000 ","8,000 ",0 ,"18,000 "
9730,2015,정부공직자윤리위원회,조원휘,대전광역시 의회,의원,예금,"103,731 ","8,568 ",256 ,"112,043 "
9731,2015,정부공직자윤리위원회,조원휘,대전광역시 의회,의원,채무,"-348,955 ",0 ,"-14,455 ","-334,500 "
9732,2015,정부공직자윤리위원회,조원휘,대전광역시 의회,의원,총계,"2,796,163 ","16,568 ","-14,199 ","2,826,930 "
9733,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,토지,"1,387,708 ","1,280 ","128,844 ","1,260,144 "
9734,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,건물,"1,736,995 ",0 ,0 ,"1,736,995 "
9735,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"82,520 ",0 ,0 ,"82,520 "
9736,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,현금,"35,000 ",0 ,"35,000 ",0 
9737,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,예금,"251,784 ","281,228 ","58,676 ","474,336 "
9738,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,유가증권,"50,042 ",0 ,"50,042 ",0 
9739,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,채무,"-769,000 ","-680,698 ","-769,000 ","-680,698 "
9740,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,금 및 백금,"10,450 ",0 ,"10,450 ",0 
9741,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,고지거부 및 등록제외사항,"423,206 ",0 ,"423,206 ",0 
9742,2015,정부공직자윤리위원회,최선희,대전광역시 의회,의원,총계,"3,208,705 ","-398,190 ","-62,782 ","2,873,297 "
9743,2015,정부공직자윤리위원회,황인호,대전광역시 의회,의원,건물,"80,000 ",0 ,0 ,"80,000 "
9744,2015,정부공직자윤리위원회,황인호,대전광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"23,500 ",0 ,0 ,"23,500 "
9745,2015,정부공직자윤리위원회,황인호,대전광역시 의회,의원,예금,"77,594 ","51,192 ","6,925 ","121,861 "
9746,2015,정부공직자윤리위원회,황인호,대전광역시 의회,의원,채무,"-16,706 ",0 ,"-10,618 ","-6,088 "
9747,2015,정부공직자윤리위원회,황인호,대전광역시 의회,의원,총계,"164,388 ","51,192 ","-3,693 ","219,273 "
9748,2015,정부공직자윤리위원회,한현택,대전광역시 동구,구청장,토지,"19,433 ","1,322 ",0 ,"20,755 "
9749,2015,정부공직자윤리위원회,한현택,대전광역시 동구,구청장,건물,"176,000 ","8,000 ",0 ,"184,000 "
9750,2015,정부공직자윤리위원회,한현택,대전광역시 동구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,610 ",0 ,520 ,"3,090 "
9751,2015,정부공직자윤리위원회,한현택,대전광역시 동구,구청장,예금,"339,995 ","198,785 ","257,042 ","281,738 "
9752,2015,정부공직자윤리위원회,한현택,대전광역시 동구,구청장,채무,0 ,"-33,180 ",0 ,"-33,180 "
9753,2015,정부공직자윤리위원회,한현택,대전광역시 동구,구청장,총계,"539,038 ","174,927 ","257,562 ","456,403 "
9754,2015,정부공직자윤리위원회,박용갑,대전광역시 중구,구청장,건물,"193,000 ","278,000 ","133,000 ","338,000 "
9755,2015,정부공직자윤리위원회,박용갑,대전광역시 중구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,740 ",0 ,690 ,"3,050 "
9756,2015,정부공직자윤리위원회,박용갑,대전광역시 중구,구청장,예금,"378,942 ","157,705 ","214,875 ","321,772 "
9757,2015,정부공직자윤리위원회,박용갑,대전광역시 중구,구청장,채무,"-28,540 ",0 ,"-16,000 ","-12,540 "
9758,2015,정부공직자윤리위원회,박용갑,대전광역시 중구,구청장,고지거부 및 등록제외사항,"11,653 ",0 ,"11,653 ",0 
9759,2015,정부공직자윤리위원회,박용갑,대전광역시 중구,구청장,총계,"558,795 ","435,705 ","344,218 ","650,282 "
9760,2015,정부공직자윤리위원회,장종태,대전광역시 서구,구청장,건물,"286,000 ",0 ,0 ,"286,000 "
9761,2015,정부공직자윤리위원회,장종태,대전광역시 서구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,441 ",0 ,"9,245 ","12,196 "
9762,2015,정부공직자윤리위원회,장종태,대전광역시 서구,구청장,예금,"18,021 ","36,423 ","4,409 ","50,035 "
9763,2015,정부공직자윤리위원회,장종태,대전광역시 서구,구청장,유가증권,"7,208 ","5,890 ","7,208 ","5,890 "
9764,2015,정부공직자윤리위원회,장종태,대전광역시 서구,구청장,채무,"-118,737 ",0 ,"-54,135 ","-64,602 "
9765,2015,정부공직자윤리위원회,장종태,대전광역시 서구,구청장,총계,"213,933 ","42,313 ","-33,273 ","289,519 "
9766,2015,정부공직자윤리위원회,허태정,대전광역시 유성구,구청장,토지,"64,956 ",590 ,"55,127 ","10,419 "
9767,2015,정부공직자윤리위원회,허태정,대전광역시 유성구,구청장,건물,"339,800 ","142,000 ","180,900 ","300,900 "
9768,2015,정부공직자윤리위원회,허태정,대전광역시 유성구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"29,000 ",0 ,"29,000 "
9769,2015,정부공직자윤리위원회,허태정,대전광역시 유성구,구청장,예금,"75,994 ","35,931 ","8,490 ","103,435 "
9770,2015,정부공직자윤리위원회,허태정,대전광역시 유성구,구청장,채권,"48,000 ","48,000 ","48,000 ","48,000 "
9771,2015,정부공직자윤리위원회,허태정,대전광역시 유성구,구청장,채무,"-140,000 ","-140,000 ","-140,000 ","-140,000 "
9772,2015,정부공직자윤리위원회,허태정,대전광역시 유성구,구청장,보석류,"1,700 ",0 ,0 ,"1,700 "
9773,2015,정부공직자윤리위원회,허태정,대전광역시 유성구,구청장,총계,"390,450 ","115,521 ","152,517 ","353,454 "
9774,2015,정부공직자윤리위원회,박수범,대전광역시 대덕구,구청장,토지,"50,964 ",0 ,0 ,"50,964 "
9775,2015,정부공직자윤리위원회,박수범,대전광역시 대덕구,구청장,건물,"282,132 ","85,000 ","85,000 ","282,132 "
9776,2015,정부공직자윤리위원회,박수범,대전광역시 대덕구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,500 ",0 ,960 ,"1,540 "
9777,2015,정부공직자윤리위원회,박수범,대전광역시 대덕구,구청장,예금,"198,567 ","125,970 ","87,551 ","236,986 "
9778,2015,정부공직자윤리위원회,박수범,대전광역시 대덕구,구청장,유가증권,0 ,11 ,0 ,11 
9779,2015,정부공직자윤리위원회,박수범,대전광역시 대덕구,구청장,채무,"-3,000 ","-19,719 ",0 ,"-22,719 "
9780,2015,정부공직자윤리위원회,박수범,대전광역시 대덕구,구청장,총계,"531,163 ","191,262 ","173,511 ","548,914 "
9781,2015,정부공직자윤리위원회,김기현,울산광역시,시장,토지,"149,982 ",0 ,0 ,"149,982 "
9782,2015,정부공직자윤리위원회,김기현,울산광역시,시장,건물,"6,811,357 ","1,143,000 ","2,974,033 ","4,980,324 "
9783,2015,정부공직자윤리위원회,김기현,울산광역시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"63,880 ",0 ,"6,950 ","56,930 "
9784,2015,정부공직자윤리위원회,김기현,울산광역시,시장,현금,"10,000 ",0 ,0 ,"10,000 "
9785,2015,정부공직자윤리위원회,김기현,울산광역시,시장,예금,"340,354 ","1,657,824 ","131,408 ","1,866,770 "
9786,2015,정부공직자윤리위원회,김기현,울산광역시,시장,채권,"279,000 ",0 ,"279,000 ",0 
9787,2015,정부공직자윤리위원회,김기현,울산광역시,시장,채무,"-950,000 ","-130,000 ","-780,000 ","-300,000 "
9788,2015,정부공직자윤리위원회,김기현,울산광역시,시장,회원권,"42,160 ",0 ,0 ,"42,160 "
9789,2015,정부공직자윤리위원회,김기현,울산광역시,시장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
9790,2015,정부공직자윤리위원회,김기현,울산광역시,시장,총계,"6,746,733 ","2,670,824 ","2,611,391 ","6,806,166 "
9791,2015,정부공직자윤리위원회,이지헌,울산광역시,행정부시장,토지,"2,208 ",0 ,0 ,"2,208 "
9792,2015,정부공직자윤리위원회,이지헌,울산광역시,행정부시장,건물,"878,000 ",0 ,0 ,"878,000 "
9793,2015,정부공직자윤리위원회,이지헌,울산광역시,행정부시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,500 ",0 ,0 ,"19,500 "
9794,2015,정부공직자윤리위원회,이지헌,울산광역시,행정부시장,예금,"114,167 ","2,120 ",839 ,"115,448 "
9795,2015,정부공직자윤리위원회,이지헌,울산광역시,행정부시장,채권,"30,000 ",0 ,0 ,"30,000 "
9796,2015,정부공직자윤리위원회,이지헌,울산광역시,행정부시장,채무,"-415,000 ",0 ,0 ,"-415,000 "
9797,2015,정부공직자윤리위원회,이지헌,울산광역시,행정부시장,총계,"628,875 ","2,120 ",839 ,"630,156 "
9798,2015,정부공직자윤리위원회,이태성,울산광역시,경제부시장,토지,"267,405 ",0 ,3 ,"267,402 "
9799,2015,정부공직자윤리위원회,이태성,울산광역시,경제부시장,건물,"527,000 ",0 ,0 ,"527,000 "
9800,2015,정부공직자윤리위원회,이태성,울산광역시,경제부시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,920 ",0 ,0 ,"21,920 "
9801,2015,정부공직자윤리위원회,이태성,울산광역시,경제부시장,예금,"165,269 ","60,774 ","7,970 ","218,073 "
9802,2015,정부공직자윤리위원회,이태성,울산광역시,경제부시장,보석류,"4,000 ",0 ,0 ,"4,000 "
9803,2015,정부공직자윤리위원회,이태성,울산광역시,경제부시장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
9804,2015,정부공직자윤리위원회,이태성,울산광역시,경제부시장,총계,"985,594 ","60,774 ","7,973 ","1,038,395 "
9805,2015,정부공직자윤리위원회,박영철,울산광역시 의회,의장,토지,"687,584 ","17,937 ",0 ,"705,521 "
9806,2015,정부공직자윤리위원회,박영철,울산광역시 의회,의장,건물,"808,404 ","49,725 ",0 ,"858,129 "
9807,2015,정부공직자윤리위원회,박영철,울산광역시 의회,의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,430 ",0 ,0 ,"7,430 "
9808,2015,정부공직자윤리위원회,박영철,울산광역시 의회,의장,예금,"341,733 ","162,381 ","156,336 ","347,778 "
9809,2015,정부공직자윤리위원회,박영철,울산광역시 의회,의장,채권,0 ,"195,000 ",0 ,"195,000 "
9810,2015,정부공직자윤리위원회,박영철,울산광역시 의회,의장,채무,"-195,000 ","-390,000 ","-195,000 ","-390,000 "
9811,2015,정부공직자윤리위원회,박영철,울산광역시 의회,의장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
9812,2015,정부공직자윤리위원회,박영철,울산광역시 의회,의장,총계,"1,650,151 ","35,043 ","-38,664 ","1,723,858 "
9813,2015,정부공직자윤리위원회,강대길,울산광역시 의회,의원,건물,"334,487 ","3,944 ","6,000 ","332,431 "
9814,2015,정부공직자윤리위원회,강대길,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,545 ",0 ,0 ,"5,545 "
9815,2015,정부공직자윤리위원회,강대길,울산광역시 의회,의원,예금,"70,609 ","1,450 ","31,215 ","40,844 "
9816,2015,정부공직자윤리위원회,강대길,울산광역시 의회,의원,채무,"-7,111 ","-13,258 ",0 ,"-20,369 "
9817,2015,정부공직자윤리위원회,강대길,울산광역시 의회,의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
9818,2015,정부공직자윤리위원회,강대길,울산광역시 의회,의원,총계,"403,530 ","-7,864 ","37,215 ","358,451 "
9819,2015,정부공직자윤리위원회,고호근,울산광역시 의회,의원,토지,"196,599 ","2,729 ",0 ,"199,328 "
9820,2015,정부공직자윤리위원회,고호근,울산광역시 의회,의원,건물,"985,325 ",0 ,0 ,"985,325 "
9821,2015,정부공직자윤리위원회,고호근,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,036 ","3,600 ",506 ,"11,130 "
9822,2015,정부공직자윤리위원회,고호근,울산광역시 의회,의원,예금,"103,710 ","12,829 ","15,059 ","101,480 "
9823,2015,정부공직자윤리위원회,고호근,울산광역시 의회,의원,채무,"-770,185 ","-280,942 ","-140,000 ","-911,127 "
9824,2015,정부공직자윤리위원회,고호근,울산광역시 의회,의원,총계,"523,485 ","-261,784 ","-124,435 ","386,136 "
9825,2015,정부공직자윤리위원회,김일현,울산광역시 의회,의원,토지,"140,678 ","18,108 ",0 ,"158,786 "
9826,2015,정부공직자윤리위원회,김일현,울산광역시 의회,의원,건물,"1,593,692 ","93,491 ","776,409 ","910,774 "
9827,2015,정부공직자윤리위원회,김일현,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"40,100 ","9,200 ","5,140 ","44,160 "
9828,2015,정부공직자윤리위원회,김일현,울산광역시 의회,의원,예금,"245,365 ","54,997 ","48,413 ","251,949 "
9829,2015,정부공직자윤리위원회,김일현,울산광역시 의회,의원,채무,"-503,992 ","-76,890 ","-130,000 ","-450,882 "
9830,2015,정부공직자윤리위원회,김일현,울산광역시 의회,의원,총계,"1,515,843 ","98,906 ","699,962 ","914,787 "
9831,2015,정부공직자윤리위원회,김정태,울산광역시 의회,의원,토지,"304,935 ",414 ,"31,523 ","273,826 "
9832,2015,정부공직자윤리위원회,김정태,울산광역시 의회,의원,건물,"713,684 ","66,477 ",0 ,"780,161 "
9833,2015,정부공직자윤리위원회,김정태,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,067 ",0 ,"2,192 ","13,875 "
9834,2015,정부공직자윤리위원회,김정태,울산광역시 의회,의원,예금,"265,537 ","185,700 ","79,168 ","372,069 "
9835,2015,정부공직자윤리위원회,김정태,울산광역시 의회,의원,유가증권,"1,577 ",57 ,999 ,635 
9836,2015,정부공직자윤리위원회,김정태,울산광역시 의회,의원,채무,"-790,702 ","-176,429 ","-8,329 ","-958,802 "
9837,2015,정부공직자윤리위원회,김정태,울산광역시 의회,의원,총계,"511,098 ","76,219 ","105,553 ","481,764 "
9838,2015,정부공직자윤리위원회,김종래,울산광역시 의회,의원,건물,"150,000 ",0 ,"30,000 ","120,000 "
9839,2015,정부공직자윤리위원회,김종래,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,252 ",0 ,0 ,"4,252 "
9840,2015,정부공직자윤리위원회,김종래,울산광역시 의회,의원,예금,"85,411 ","173,555 ","70,808 ","188,158 "
9841,2015,정부공직자윤리위원회,김종래,울산광역시 의회,의원,채무,0 ,"-29,336 ",0 ,"-29,336 "
9842,2015,정부공직자윤리위원회,김종래,울산광역시 의회,의원,총계,"239,663 ","144,219 ","100,808 ","283,074 "
9843,2015,정부공직자윤리위원회,김종무,울산광역시 의회,의원,토지,"540,039 ","39,596 ",0 ,"579,635 "
9844,2015,정부공직자윤리위원회,김종무,울산광역시 의회,의원,건물,"4,324,158 ","22,599 ","197,901 ","4,148,856 "
9845,2015,정부공직자윤리위원회,김종무,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"245,449 ","3,671 ","63,918 ","185,202 "
9846,2015,정부공직자윤리위원회,김종무,울산광역시 의회,의원,예금,"1,016,910 ","193,264 ","162,146 ","1,048,028 "
9847,2015,정부공직자윤리위원회,김종무,울산광역시 의회,의원,유가증권,"14,590 ",10 ,"5,120 ","9,480 "
9848,2015,정부공직자윤리위원회,김종무,울산광역시 의회,의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
9849,2015,정부공직자윤리위원회,김종무,울산광역시 의회,의원,총계,"6,141,146 ","259,140 ","429,085 ","5,971,201 "
9850,2015,정부공직자윤리위원회,문병원,울산광역시 의회,의원,토지,"18,837 ","6,899 ",0 ,"25,736 "
9851,2015,정부공직자윤리위원회,문병원,울산광역시 의회,의원,건물,"738,694 ",0 ,0 ,"738,694 "
9852,2015,정부공직자윤리위원회,문병원,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,300 ",0 ,0 ,"5,300 "
9853,2015,정부공직자윤리위원회,문병원,울산광역시 의회,의원,예금,"78,040 ","27,063 ","6,399 ","98,704 "
9854,2015,정부공직자윤리위원회,문병원,울산광역시 의회,의원,채무,"-466,400 ","-26,880 ","-17,000 ","-476,280 "
9855,2015,정부공직자윤리위원회,문병원,울산광역시 의회,의원,회원권,"14,000 ",0 ,0 ,"14,000 "
9856,2015,정부공직자윤리위원회,문병원,울산광역시 의회,의원,총계,"388,471 ","7,082 ","-10,601 ","406,154 "
9857,2015,정부공직자윤리위원회,문석주,울산광역시 의회,의원,토지,"183,792 ","19,789 ",0 ,"203,581 "
9858,2015,정부공직자윤리위원회,문석주,울산광역시 의회,의원,건물,"366,000 ","25,000 ","10,904 ","380,096 "
9859,2015,정부공직자윤리위원회,문석주,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,740 ",0 ,"2,140 ","25,600 "
9860,2015,정부공직자윤리위원회,문석주,울산광역시 의회,의원,예금,"703,785 ","171,312 ","138,166 ","736,931 "
9861,2015,정부공직자윤리위원회,문석주,울산광역시 의회,의원,유가증권,"14,885 ",0 ,"3,900 ","10,985 "
9862,2015,정부공직자윤리위원회,문석주,울산광역시 의회,의원,채무,"-631,598 ","-342,448 ","-380,591 ","-593,455 "
9863,2015,정부공직자윤리위원회,문석주,울산광역시 의회,의원,총계,"664,604 ","-126,347 ","-225,481 ","763,738 "
9864,2015,정부공직자윤리위원회,박학천,울산광역시 의회,의원,건물,"144,215 ","82,322 ",0 ,"226,537 "
9865,2015,정부공직자윤리위원회,박학천,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,923 ",0 ,871 ,"20,052 "
9866,2015,정부공직자윤리위원회,박학천,울산광역시 의회,의원,예금,"191,634 ","48,335 ","49,143 ","190,826 "
9867,2015,정부공직자윤리위원회,박학천,울산광역시 의회,의원,유가증권,"10,851 ","3,535 ","7,099 ","7,287 "
9868,2015,정부공직자윤리위원회,박학천,울산광역시 의회,의원,채무,"-57,107 ","-45,323 ","-21,546 ","-80,884 "
9869,2015,정부공직자윤리위원회,박학천,울산광역시 의회,의원,총계,"310,516 ","88,869 ","35,567 ","363,818 "
9870,2015,정부공직자윤리위원회,배영규,울산광역시 의회,의원,토지,"755,173 ","219,776 ","202,025 ","772,924 "
9871,2015,정부공직자윤리위원회,배영규,울산광역시 의회,의원,건물,"247,740 ",0 ,0 ,"247,740 "
9872,2015,정부공직자윤리위원회,배영규,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"73,580 ",0 ,0 ,"73,580 "
9873,2015,정부공직자윤리위원회,배영규,울산광역시 의회,의원,예금,"34,267 ","35,114 ","30,312 ","39,069 "
9874,2015,정부공직자윤리위원회,배영규,울산광역시 의회,의원,채무,"-1,250,000 ","-1,230,545 ","-1,180,000 ","-1,300,545 "
9875,2015,정부공직자윤리위원회,배영규,울산광역시 의회,의원,총계,"-139,240 ","-975,655 ","-947,663 ","-167,232 "
9876,2015,정부공직자윤리위원회,변식룡,울산광역시 의회,의원,토지,"52,164 ","4,347 ",0 ,"56,511 "
9877,2015,정부공직자윤리위원회,변식룡,울산광역시 의회,의원,건물,"421,000 ",0 ,"114,000 ","307,000 "
9878,2015,정부공직자윤리위원회,변식룡,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"16,530 ",0 ,"16,530 "
9879,2015,정부공직자윤리위원회,변식룡,울산광역시 의회,의원,예금,"135,221 ","32,514 ","2,772 ","164,963 "
9880,2015,정부공직자윤리위원회,변식룡,울산광역시 의회,의원,채무,"-316,824 ","-35,218 ","-34,671 ","-317,371 "
9881,2015,정부공직자윤리위원회,변식룡,울산광역시 의회,의원,총계,"291,561 ","18,173 ","82,101 ","227,633 "
9882,2015,정부공직자윤리위원회,송병길,울산광역시 의회,의원,건물,"272,000 ","12,000 ","2,000 ","282,000 "
9883,2015,정부공직자윤리위원회,송병길,울산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"37,921 ","19,660 ","12,624 ","44,957 "
9884,2015,정부공직자윤리위원회,송병길,울산광역시 의회,의원,예금,"150,622 ","84,582 ","49,488 ","185,716 "
9885,2015,정부공직자윤리위원회,송병길,울산광역시 의회,의원,채무,"-130,615 ","-45,000 ","-51,115 ","-124,500 "
9886,2015,정부공직자윤리위원회,송병길,울산광역시 의회,의원,총계,"329,928 ","71,242 ","12,997 ","388,173 "
9887,2015,정부공직자윤리위원회,송해숙,울산광역시의원,의원,토지,"2,047,438 ","1,216,600 ","11,888 ","3,252,150 "
9888,2015,정부공직자윤리위원회,송해숙,울산광역시의원,의원,건물,"350,000 ",0 ,0 ,"350,000 "
9889,2015,정부공직자윤리위원회,송해숙,울산광역시의원,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,880 ",0 ,"3,990 ","3,890 "
9890,2015,정부공직자윤리위원회,송해숙,울산광역시의원,의원,예금,"1,030,760 ","139,130 ","584,538 ","585,352 "
9891,2015,정부공직자윤리위원회,송해숙,울산광역시의원,의원,유가증권,0 ,"1,475 ",0 ,"1,475 "
9892,2015,정부공직자윤리위원회,송해숙,울산광역시의원,의원,채권,"96,000 ",0 ,0 ,"96,000 "
